timestamp,value
2026-02-21T09:23:33Z,91.7
2026-02-21T09:24:33Z,93.3
2026-02-21T09:25:33Z,95.6
2026-02-21T09:26:33Z,96.5
2026-02-21T09:27:33Z,97.6
2026-02-21T09:28:33Z,98.1
2026-02-21T09:29:33Z,97.8
2026-02-21T09:30:33Z,98.5
2026-02-21T09:31:33Z,98.3
2026-02-21T09:32:33Z,98.3
2026-02-21T09:33:33Z,98.4
2026-02-21T09:34:33Z,98.4
2026-02-21T09:35:33Z,98.3
2026-02-21T09:36:33Z,98.4
2026-02-21T09:37:33Z,98.5
2026-02-21T09:38:33Z,97.9
2026-02-21T09:39:33Z,97.7
2026-02-21T09:40:33Z,97.6
2026-02-21T09:41:33Z,97.6
2026-02-21T09:42:33Z,50.0
2026-02-21T09:43:33Z,98.2
2026-02-21T09:44:33Z,98.9
2026-02-21T09:45:33Z,99.0
2026-02-21T09:46:33Z,99.1
2026-02-21T09:47:33Z,98.9
2026-02-21T09:48:33Z,99.0
2026-02-21T09:49:33Z,99.0
2026-02-21T09:50:33Z,99.0
2026-02-21T09:51:33Z,98.7
2026-02-21T09:52:33Z,98.7
2026-02-21T09:53:33Z,98.7
2026-02-21T09:54:33Z,98.7
2026-02-21T09:55:33Z,98.8
2026-02-21T09:56:33Z,98.8
2026-02-21T09:57:33Z,99.0
2026-02-21T09:58:33Z,99.3
2026-02-21T09:59:33Z,99.6
2026-02-21T10:00:33Z,99.7
2026-02-21T10:01:33Z,99.6
2026-02-21T10:02:33Z,99.5
2026-02-21T10:03:33Z,99.8
2026-02-21T10:04:33Z,99.6
2026-02-21T10:05:33Z,99.4
2026-02-21T10:06:33Z,99.0
2026-02-21T10:07:33Z,99.0
2026-02-21T10:08:33Z,99.1
2026-02-21T10:09:33Z,98.9
2026-02-21T10:10:33Z,98.8
2026-02-21T10:11:33Z,99.0
2026-02-21T10:12:33Z,99.1
2026-02-21T10:13:33Z,98.8
2026-02-21T10:14:33Z,98.7
2026-02-21T10:15:33Z,98.8
2026-02-21T10:16:33Z,98.6
2026-02-21T10:17:33Z,98.9
2026-02-21T10:18:33Z,99.1
2026-02-21T10:19:33Z,98.9
2026-02-21T10:20:33Z,99.0
2026-02-21T10:21:33Z,99.0
2026-02-21T10:22:33Z,99.2
2026-02-21T10:23:33Z,99.1
2026-02-21T10:24:33Z,99.0
2026-02-21T10:25:33Z,99.0
2026-02-21T10:26:33Z,98.9
2026-02-21T10:27:33Z,98.9
2026-02-21T10:28:33Z,99.0
2026-02-21T10:29:33Z,99.1
2026-02-21T10:30:33Z,98.8
2026-02-21T10:31:33Z,99.0
2026-02-21T10:32:33Z,99.1
2026-02-21T10:33:33Z,99.0
2026-02-21T10:34:33Z,98.8
2026-02-21T10:35:33Z,98.8
2026-02-21T10:36:33Z,99.1
2026-02-21T10:37:33Z,99.1
2026-02-21T10:38:33Z,99.3
2026-02-21T10:39:33Z,99.3
2026-02-21T10:40:33Z,99.2
2026-02-21T10:41:33Z,99.1
2026-02-21T10:42:33Z,99.1
2026-02-21T10:43:33Z,99.2
2026-02-21T10:44:33Z,99.2
2026-02-21T10:45:33Z,99.3
2026-02-21T10:46:33Z,98.9
2026-02-21T10:47:33Z,99.0
2026-02-21T10:48:33Z,98.9
2026-02-21T10:49:33Z,98.9
2026-02-21T10:50:33Z,99.1
2026-02-21T10:51:33Z,97.3
2026-02-21T10:52:33Z,98.0
2026-02-21T10:53:33Z,98.4
2026-02-21T10:54:33Z,98.8
2026-02-21T10:55:33Z,99.1
2026-02-21T10:56:33Z,99.2
2026-02-21T10:57:33Z,99.3
2026-02-21T10:58:33Z,99.4
2026-02-21T10:59:33Z,99.4
2026-02-21T11:00:33Z,50.0
2026-02-21T11:01:33Z,99.7
2026-02-21T11:02:33Z,99.5
2026-02-21T11:03:33Z,97.6
2026-02-21T11:04:33Z,98.0
2026-02-21T11:05:33Z,97.8
2026-02-21T11:06:33Z,97.7
2026-02-21T11:07:33Z,97.2
2026-02-21T11:08:33Z,97.2
2026-02-21T11:09:33Z,97.5
2026-02-21T11:10:33Z,97.7
