timestamp,value
2025-08-15T00:09:33Z,96.5
2025-08-15T00:10:33Z,96.5
2025-08-15T00:11:33Z,96.5
2025-08-15T00:12:33Z,96.5
2025-08-15T00:13:33Z,96.5
2025-08-15T00:14:33Z,96.7
2025-08-15T00:15:33Z,96.8
2025-08-15T00:16:33Z,96.8
2025-08-15T00:17:33Z,96.8
2025-08-15T00:20:03Z,99.0
2025-08-15T00:21:03Z,50.0
2025-08-15T00:22:03Z,98.6
2025-08-15T00:23:03Z,98.2
2025-08-15T00:24:03Z,97.9
2025-08-15T00:25:03Z,97.6
2025-08-15T00:26:03Z,97.4
2025-08-15T00:27:03Z,97.2
2025-08-15T00:28:03Z,96.9
2025-08-15T00:29:03Z,96.9
2025-08-15T00:30:03Z,96.8
2025-08-15T00:31:03Z,96.8
2025-08-15T00:32:03Z,96.8
2025-08-15T00:33:03Z,96.8
2025-08-15T00:34:03Z,96.8
2025-08-15T00:35:03Z,96.8
2025-08-15T00:36:03Z,96.8
2025-08-15T00:37:03Z,96.8
2025-08-15T00:38:03Z,96.8
2025-08-15T00:39:03Z,96.8
2025-08-15T00:40:03Z,96.8
2025-08-15T00:41:03Z,96.8
2025-08-15T00:42:03Z,50.0
2025-08-15T00:43:03Z,96.8
2025-08-15T00:44:03Z,96.8
2025-08-15T00:45:03Z,96.8
2025-08-15T00:46:03Z,96.8
2025-08-15T00:47:03Z,96.8
2025-08-15T00:48:03Z,96.8
2025-08-15T00:49:03Z,96.8
2025-08-15T00:50:03Z,96.7
2025-08-15T00:51:03Z,96.7
2025-08-15T00:52:03Z,50.0
2025-08-15T00:53:03Z,96.2
2025-08-15T00:54:03Z,95.5
2025-08-15T00:55:03Z,95.3
2025-08-15T00:56:03Z,50.0
2025-08-15T00:57:03Z,94.9
2025-08-15T00:58:03Z,95.4
2025-08-15T00:59:03Z,95.7
2025-08-15T01:00:03Z,96.0
2025-08-15T01:01:03Z,96.1
2025-08-15T01:02:03Z,96.2
2025-08-15T01:03:03Z,96.2
2025-08-15T01:04:03Z,96.4
2025-08-15T01:05:03Z,50.0
2025-08-15T01:06:03Z,50.0
2025-08-15T01:07:03Z,96.4
2025-08-15T01:08:03Z,96.4
2025-08-15T01:09:03Z,96.5
2025-08-15T01:10:03Z,96.4
2025-08-15T01:11:03Z,96.5
2025-08-15T01:12:03Z,96.5
2025-08-15T01:13:03Z,50.0
2025-08-15T01:14:03Z,96.5
2025-08-15T01:15:03Z,96.7
2025-08-15T01:16:03Z,96.7
2025-08-15T01:17:03Z,96.7
2025-08-15T01:18:03Z,50.0
2025-08-15T01:19:03Z,96.8
2025-08-15T01:20:03Z,96.8
2025-08-15T01:21:03Z,50.0
2025-08-15T01:22:03Z,50.0
2025-08-15T01:23:03Z,50.0
2025-08-15T01:24:03Z,50.0
2025-08-15T01:25:03Z,50.0
2025-08-15T01:26:03Z,50.0
2025-08-15T01:27:03Z,50.0
2025-08-15T01:28:03Z,50.0
2025-08-15T01:29:03Z,50.0
2025-08-15T01:30:03Z,50.0
2025-08-15T01:31:03Z,50.0
2025-08-15T08:34:03Z,93.1
2025-08-15T08:35:03Z,94.2
2025-08-15T08:36:03Z,94.9
2025-08-15T08:37:03Z,95.4
2025-08-15T08:38:03Z,95.7
2025-08-15T08:39:03Z,95.9
2025-08-15T08:40:03Z,96.0
2025-08-15T08:41:03Z,96.2
2025-08-15T08:42:03Z,96.3
2025-08-15T08:43:03Z,96.4
2025-08-15T08:44:03Z,96.4
2025-08-15T08:45:03Z,50.0
2025-08-15T08:46:03Z,96.7
2025-08-15T08:47:03Z,97.1
2025-08-15T08:48:03Z,50.0
2025-08-15T08:49:03Z,97.1
2025-08-15T08:50:03Z,97.1
2025-08-15T08:51:03Z,97.0
2025-08-15T08:52:03Z,97.1
2025-08-15T08:53:03Z,50.0
2025-08-15T08:54:03Z,97.1
2025-08-15T08:55:03Z,97.0
2025-08-15T08:56:03Z,97.0
2025-08-15T08:57:03Z,96.9
2025-08-15T08:58:03Z,50.0
2025-08-15T08:59:03Z,96.7
2025-08-15T09:00:03Z,96.5
2025-08-15T09:01:03Z,96.3
2025-08-15T09:02:03Z,96.3
2025-08-15T09:03:03Z,96.5
2025-08-15T09:04:03Z,96.5
2025-08-15T09:05:03Z,96.6
2025-08-15T09:06:03Z,96.6
2025-08-15T09:07:03Z,96.5
2025-08-15T09:08:03Z,96.5
2025-08-15T09:09:03Z,96.5
2025-08-15T09:10:03Z,96.6
2025-08-15T09:11:03Z,96.7
2025-08-15T09:12:03Z,96.8
2025-08-15T09:13:03Z,96.7
2025-08-15T09:14:03Z,96.8
2025-08-15T09:15:03Z,96.7
2025-08-15T09:16:03Z,96.7
2025-08-15T09:17:03Z,96.7
2025-08-15T09:18:03Z,50.0
2025-08-15T09:19:03Z,50.0
2025-08-15T09:20:03Z,96.7
2025-08-15T09:21:03Z,96.7
2025-08-15T09:22:03Z,96.7
2025-08-15T09:23:03Z,96.7
2025-08-15T09:24:03Z,96.7
2025-08-15T09:25:03Z,96.6
2025-08-15T09:26:03Z,96.7
2025-08-15T09:27:03Z,96.7
2025-08-15T09:28:03Z,96.7
2025-08-15T09:29:03Z,96.7
2025-08-15T09:30:03Z,96.2
2025-08-15T09:31:03Z,50.0
2025-08-15T09:32:03Z,96.2
2025-08-15T09:33:03Z,96.2
2025-08-15T09:34:03Z,96.1
2025-08-15T09:35:03Z,96.1
2025-08-15T09:36:03Z,50.0
2025-08-15T09:37:03Z,50.0
2025-08-15T09:38:03Z,96.3
2025-08-15T09:39:03Z,50.0
2025-08-15T09:40:03Z,50.0
2025-08-15T09:41:03Z,96.5
2025-08-15T09:42:03Z,96.8
2025-08-15T09:43:03Z,96.9
2025-08-15T09:44:03Z,96.8
2025-08-15T09:45:03Z,96.7
2025-08-15T09:46:03Z,50.0
2025-08-15T09:47:03Z,96.6
2025-08-15T09:48:03Z,96.5
2025-08-15T09:49:03Z,96.5
2025-08-15T09:50:03Z,96.5
2025-08-15T09:51:03Z,50.0
2025-08-15T09:52:03Z,96.3
2025-08-15T09:53:03Z,96.2
2025-08-15T09:54:03Z,96.1
2025-08-15T09:55:03Z,96.1
2025-08-15T09:56:03Z,96.2
2025-08-15T09:57:03Z,96.2
2025-08-15T09:58:03Z,96.0
2025-08-15T09:59:03Z,95.9
2025-08-15T10:00:03Z,96.0
2025-08-15T10:01:03Z,96.0
2025-08-15T10:02:03Z,96.0
2025-08-15T10:03:03Z,96.0
2025-08-15T10:04:03Z,96.1
2025-08-15T10:05:03Z,96.1
2025-08-15T10:06:03Z,96.1
2025-08-15T10:07:03Z,96.2
2025-08-15T10:08:03Z,50.0
2025-08-15T10:09:03Z,50.0
2025-08-15T10:10:03Z,96.3
2025-08-15T10:11:03Z,50.0
2025-08-15T10:12:03Z,96.2
2025-08-15T10:13:03Z,96.2
2025-08-15T10:14:03Z,50.0
2025-08-15T10:15:03Z,96.7
2025-08-15T10:16:03Z,96.9
2025-08-15T10:17:03Z,96.8
2025-08-15T10:18:03Z,96.9
2025-08-15T10:19:03Z,97.1
2025-08-15T10:20:03Z,97.2
2025-08-15T10:21:03Z,97.2
