timestamp,value
2025-11-15T09:26:03Z,96.2
2025-11-15T09:27:03Z,95.2
2025-11-15T09:28:03Z,95.4
2025-11-15T09:29:03Z,95.2
2025-11-15T09:30:03Z,95.5
2025-11-15T09:31:03Z,95.4
2025-11-15T09:32:03Z,95.0
2025-11-15T09:33:03Z,94.9
2025-11-15T09:34:03Z,95.0
2025-11-15T09:35:03Z,95.0
2025-11-15T09:36:03Z,95.2
2025-11-15T09:37:03Z,95.3
2025-11-15T09:38:03Z,95.3
2025-11-15T09:39:03Z,95.3
2025-11-15T09:40:03Z,95.5
2025-11-15T09:41:03Z,95.5
2025-11-15T09:42:03Z,95.6
2025-11-15T09:43:03Z,95.3
2025-11-15T09:44:03Z,95.2
2025-11-15T09:45:03Z,94.8
2025-11-15T09:46:03Z,95.5
2025-11-15T09:47:03Z,95.3
2025-11-15T09:48:03Z,95.3
2025-11-15T09:49:03Z,95.3
2025-11-15T09:50:03Z,95.0
2025-11-15T09:51:03Z,95.0
2025-11-15T09:52:03Z,95.1
2025-11-15T09:53:03Z,95.2
2025-11-15T09:54:03Z,95.3
2025-11-15T09:55:03Z,50.0
2025-11-15T09:56:03Z,95.7
2025-11-15T09:57:03Z,95.6
2025-11-15T09:58:03Z,95.3
2025-11-15T09:59:03Z,95.1
2025-11-15T10:00:03Z,94.9
2025-11-15T10:01:03Z,94.8
2025-11-15T10:02:03Z,94.7
2025-11-15T10:03:03Z,94.6
2025-11-15T10:04:03Z,94.6
2025-11-15T10:05:03Z,94.5
2025-11-15T10:06:03Z,94.5
2025-11-15T10:07:03Z,94.5
2025-11-15T10:08:03Z,50.0
2025-11-15T10:09:03Z,94.5
2025-11-15T10:10:03Z,94.7
2025-11-15T10:11:03Z,94.7
2025-11-15T10:12:03Z,94.6
2025-11-15T10:13:03Z,94.6
2025-11-15T10:14:03Z,94.7
2025-11-15T10:15:03Z,94.6
2025-11-15T10:16:03Z,94.6
2025-11-15T10:17:03Z,94.6
2025-11-15T10:18:03Z,94.6
2025-11-15T10:19:03Z,94.6
2025-11-15T10:20:03Z,94.3
2025-11-15T10:21:03Z,94.1
2025-11-15T10:22:03Z,94.1
2025-11-15T10:23:03Z,94.2
2025-11-15T10:24:03Z,94.1
2025-11-15T10:25:03Z,94.0
2025-11-15T10:26:03Z,50.0
2025-11-15T10:27:03Z,93.5
2025-11-15T10:28:03Z,92.6
2025-11-15T10:29:03Z,92.0
2025-11-15T10:30:03Z,91.5
2025-11-15T10:31:03Z,91.3
2025-11-15T10:32:03Z,91.0
2025-11-15T10:33:03Z,50.0
2025-11-15T10:34:03Z,90.9
2025-11-15T10:35:03Z,91.1
2025-11-15T10:36:03Z,91.0
2025-11-15T10:37:03Z,91.1
2025-11-15T10:38:03Z,91.1
2025-11-15T10:39:03Z,91.2
2025-11-15T10:40:03Z,91.2
2025-11-15T10:41:03Z,91.3
2025-11-15T10:42:03Z,91.3
2025-11-15T10:43:03Z,91.4
2025-11-15T10:44:03Z,91.4
2025-11-15T10:45:03Z,91.5
2025-11-15T10:46:03Z,91.5
2025-11-15T10:47:03Z,91.5
2025-11-15T10:48:03Z,91.6
2025-11-15T10:49:03Z,91.7
2025-11-15T10:50:03Z,92.1
2025-11-15T10:51:03Z,92.2
2025-11-15T10:52:03Z,92.2
2025-11-15T10:53:03Z,92.2
2025-11-15T10:54:03Z,92.3
2025-11-15T10:55:03Z,92.4
2025-11-15T10:56:03Z,92.0
2025-11-15T10:57:03Z,91.5
2025-11-15T10:58:03Z,91.2
2025-11-15T10:59:03Z,91.1
2025-11-15T11:00:03Z,90.9
2025-11-15T11:01:03Z,90.7
2025-11-15T11:02:03Z,90.7
