timestamp,value
2025-11-14T07:27:34Z,99.2
2025-11-14T07:28:34Z,98.7
2025-11-14T07:29:34Z,50.0
2025-11-14T07:30:34Z,50.0
2025-11-14T07:31:34Z,50.0
2025-11-14T07:32:34Z,50.0
2025-11-14T07:33:34Z,50.0
2025-11-14T08:51:35Z,99.1
2025-11-14T08:52:35Z,95.9
2025-11-14T08:53:35Z,92.3
2025-11-14T08:54:35Z,89.0
2025-11-14T08:55:35Z,87.0
2025-11-14T08:56:35Z,85.5
2025-11-14T08:57:35Z,83.9
2025-11-14T08:58:35Z,84.1
2025-11-14T08:59:35Z,84.0
2025-11-14T09:00:35Z,83.9
2025-11-14T09:01:35Z,83.6
2025-11-14T09:02:35Z,84.7
2025-11-14T09:03:35Z,85.9
2025-11-14T09:04:35Z,87.4
2025-11-14T09:05:35Z,87.4
2025-11-14T10:23:34Z,89.9
2025-11-14T10:24:34Z,87.1
2025-11-14T13:18:06Z,100.0
2025-11-14T13:19:06Z,100.0
2025-11-14T13:20:06Z,100.0
2025-11-14T13:21:06Z,96.7
2025-11-14T13:22:06Z,92.8
2025-11-14T13:23:06Z,90.2
2025-11-14T13:24:06Z,88.1
2025-11-14T13:25:06Z,87.1
2025-11-14T13:26:06Z,86.9
2025-11-14T13:27:06Z,86.4
2025-11-14T13:28:06Z,86.6
2025-11-14T13:29:06Z,86.2
2025-11-14T13:30:06Z,81.7
2025-11-14T13:31:06Z,84.5
2025-11-14T13:32:06Z,84.2
2025-11-14T13:33:06Z,83.9
2025-11-14T13:34:06Z,83.5
2025-11-14T13:35:06Z,83.1
2025-11-14T13:36:06Z,81.7
2025-11-14T13:37:06Z,82.1
2025-11-14T13:38:06Z,82.4
2025-11-14T13:39:06Z,82.6
2025-11-14T13:40:06Z,82.7
2025-11-14T13:41:06Z,82.7
2025-11-14T13:42:06Z,82.8
2025-11-14T13:43:06Z,82.8
2025-11-14T13:44:06Z,82.8
2025-11-14T13:45:06Z,82.9
2025-11-14T13:46:06Z,82.9
2025-11-14T13:47:06Z,83.0
2025-11-14T13:48:06Z,83.0
2025-11-14T14:40:04Z,79.1
2025-11-14T14:41:04Z,78.1
2025-11-14T14:42:04Z,79.0
2025-11-14T14:43:04Z,80.2
2025-11-14T14:44:04Z,80.4
2025-11-14T14:45:04Z,80.5
2025-11-14T14:46:04Z,80.2
2025-11-14T14:47:04Z,79.8
2025-11-14T14:48:04Z,79.8
2025-11-14T14:49:04Z,80.0
2025-11-14T14:50:04Z,80.2
2025-11-14T14:51:04Z,80.0
2025-11-14T14:52:04Z,80.0
2025-11-14T14:53:04Z,80.1
2025-11-14T14:54:04Z,80.2
2025-11-14T14:55:04Z,80.7
2025-11-14T14:56:04Z,81.4
2025-11-14T14:57:04Z,82.0
2025-11-14T14:58:04Z,82.5
2025-11-14T14:59:04Z,83.1
2025-11-14T15:00:04Z,83.6
2025-11-14T15:01:04Z,83.3
2025-11-14T15:02:04Z,83.2
2025-11-14T15:03:04Z,83.4
2025-11-14T15:04:04Z,83.1
2025-11-14T15:05:04Z,82.5
2025-11-14T15:06:04Z,82.5
2025-11-14T15:07:04Z,82.5
2025-11-14T15:08:04Z,78.8
2025-11-14T15:09:04Z,50.0
2025-11-14T15:10:04Z,79.5
2025-11-14T15:11:04Z,81.6
2025-11-14T15:12:04Z,85.6
2025-11-14T15:13:04Z,89.4
2025-11-14T15:14:04Z,92.5
2025-11-14T15:15:04Z,93.3
2025-11-14T15:16:04Z,94.8
2025-11-14T15:17:04Z,95.1
2025-11-14T15:18:04Z,95.9
2025-11-14T15:19:04Z,97.0
2025-11-14T15:20:04Z,97.1
2025-11-14T15:21:04Z,97.6
2025-11-14T15:22:04Z,97.7
2025-11-14T15:23:04Z,95.6
2025-11-14T15:24:04Z,95.5
2025-11-14T15:25:04Z,50.0
2025-11-14T15:26:04Z,50.0
2025-11-14T15:27:04Z,50.0
2025-11-14T15:28:04Z,50.0
2025-11-14T15:29:04Z,50.0
2025-11-14T16:25:33Z,50.0
2025-11-14T16:26:33Z,50.0
2025-11-14T16:27:33Z,50.0
2025-11-14T16:28:33Z,50.0
2025-11-14T16:29:33Z,50.0
2025-11-14T16:30:33Z,50.0
