start time,end time,data source
2026-01-01T00:31:00Z,2026-01-01T00:47:00Z,Fitbit App
2026-01-01T01:17:00Z,2026-01-01T01:29:00Z,Fitbit App
2026-01-01T01:35:00Z,2026-01-01T02:23:00Z,Fitbit App
2026-01-01T02:30:00Z,2026-01-01T02:54:00Z,Fitbit App
2026-01-01T04:20:00Z,2026-01-01T05:00:00Z,Fitbit App
2026-01-01T08:00:00Z,2026-01-01T09:03:00Z,Fitbit App
2026-01-01T15:15:00Z,2026-01-01T15:29:00Z,Fitbit App
2026-01-01T16:04:00Z,2026-01-01T16:17:00Z,Fitbit App
2026-01-01T16:48:00Z,2026-01-01T16:58:00Z,Fitbit App
2026-01-01T17:27:00Z,2026-01-01T18:51:00Z,Fitbit App
2026-01-01T18:56:00Z,2026-01-01T19:13:00Z,Fitbit App
2026-01-01T19:18:00Z,2026-01-01T19:44:00Z,Fitbit App
2026-01-01T19:50:00Z,2026-01-01T20:27:00Z,Fitbit App
2026-01-01T20:47:00Z,2026-01-01T21:35:00Z,Fitbit App
2026-01-01T21:42:00Z,2026-01-01T22:29:00Z,Fitbit App
2026-01-01T23:25:00Z,2026-01-02T00:11:00Z,Fitbit App
