start time,end time,data source
2026-01-13T00:01:00Z,2026-01-13T00:41:00Z,Fitbit App
2026-01-13T00:48:00Z,2026-01-13T00:59:00Z,Fitbit App
2026-01-13T01:04:00Z,2026-01-13T01:57:00Z,Fitbit App
2026-01-13T02:08:00Z,2026-01-13T02:26:00Z,Fitbit App
2026-01-13T02:36:00Z,2026-01-13T03:39:00Z,Fitbit App
2026-01-13T04:31:00Z,2026-01-13T04:47:00Z,Fitbit App
2026-01-13T06:54:00Z,2026-01-13T08:00:00Z,Fitbit App
2026-01-13T08:00:00Z,2026-01-13T09:41:00Z,Fitbit App
2026-01-13T16:31:00Z,2026-01-13T17:22:00Z,Fitbit App
2026-01-13T19:04:00Z,2026-01-13T19:38:00Z,Fitbit App
2026-01-13T19:44:00Z,2026-01-13T19:58:00Z,Fitbit App
2026-01-13T19:59:00Z,2026-01-13T20:25:00Z,Fitbit App
2026-01-13T20:36:00Z,2026-01-13T21:46:00Z,Fitbit App
2026-01-13T21:55:00Z,2026-01-13T22:20:00Z,Fitbit App
2026-01-13T22:22:00Z,2026-01-13T23:38:00Z,Fitbit App
2026-01-13T23:42:00Z,2026-01-14T01:12:00Z,Fitbit App
