start time,end time,data source
2026-01-28T00:40:00Z,2026-01-28T01:50:00Z,Fitbit App
2026-01-28T03:18:00Z,2026-01-28T04:24:00Z,Fitbit App
2026-01-28T04:32:00Z,2026-01-28T05:31:00Z,Fitbit App
2026-01-28T05:37:00Z,2026-01-28T06:07:00Z,Fitbit App
2026-01-28T06:26:00Z,2026-01-28T07:01:00Z,Fitbit App
2026-01-28T07:02:00Z,2026-01-28T07:13:00Z,Fitbit App
2026-01-28T07:31:00Z,2026-01-28T08:00:00Z,Fitbit App
2026-01-28T08:00:00Z,2026-01-28T08:48:00Z,Fitbit App
2026-01-28T09:04:00Z,2026-01-28T11:29:00Z,Fitbit App
2026-01-28T17:11:00Z,2026-01-28T17:34:00Z,Fitbit App
2026-01-28T17:44:00Z,2026-01-28T18:57:00Z,Fitbit App
2026-01-28T19:06:00Z,2026-01-28T19:18:00Z,Fitbit App
2026-01-28T19:19:00Z,2026-01-28T19:30:00Z,Fitbit App
2026-01-28T19:48:00Z,2026-01-28T19:58:00Z,Fitbit App
2026-01-28T20:19:00Z,2026-01-28T20:30:00Z,Fitbit App
2026-01-28T20:37:00Z,2026-01-28T21:32:00Z,Fitbit App
2026-01-28T21:37:00Z,2026-01-28T22:53:00Z,Fitbit App
2026-01-28T23:03:00Z,2026-01-28T23:53:00Z,Fitbit App
