start time,end time,data source
2025-12-31T01:50:00Z,2025-12-31T03:07:00Z,Fitbit App
2025-12-31T03:08:00Z,2025-12-31T03:27:00Z,Fitbit App
2025-12-31T03:28:00Z,2025-12-31T03:49:00Z,Fitbit App
2025-12-31T03:51:00Z,2025-12-31T05:00:00Z,Fitbit App
2025-12-31T05:00:00Z,2025-12-31T05:24:00Z,Fitbit App
2025-12-31T05:48:00Z,2025-12-31T06:37:00Z,Fitbit App
2025-12-31T15:29:00Z,2025-12-31T16:11:00Z,Fitbit App
2025-12-31T16:21:00Z,2025-12-31T16:36:00Z,Fitbit App
2025-12-31T16:49:00Z,2025-12-31T16:59:00Z,Fitbit App
2025-12-31T17:20:00Z,2025-12-31T18:40:00Z,Fitbit App
2025-12-31T18:41:00Z,2025-12-31T19:09:00Z,Fitbit App
2025-12-31T19:14:00Z,2025-12-31T19:54:00Z,Fitbit App
2025-12-31T20:08:00Z,2025-12-31T20:21:00Z,Fitbit App
2025-12-31T20:22:00Z,2025-12-31T20:48:00Z,Fitbit App
2025-12-31T21:24:00Z,2025-12-31T21:34:00Z,Fitbit App
2025-12-31T21:35:00Z,2025-12-31T21:50:00Z,Fitbit App
2025-12-31T23:49:00Z,2026-01-01T00:30:00Z,Fitbit App
