start time,end time,data source
2026-01-05T00:05:00Z,2026-01-05T00:37:00Z,Fitbit App
2026-01-05T02:50:00Z,2026-01-05T03:07:00Z,Fitbit App
2026-01-05T03:13:00Z,2026-01-05T03:25:00Z,Fitbit App
2026-01-05T04:47:00Z,2026-01-05T04:57:00Z,Fitbit App
2026-01-05T05:12:00Z,2026-01-05T05:26:00Z,Fitbit App
2026-01-05T05:28:00Z,2026-01-05T06:13:00Z,Fitbit App
2026-01-05T06:14:00Z,2026-01-05T06:27:00Z,Fitbit App
2026-01-05T06:59:00Z,2026-01-05T07:21:00Z,Fitbit App
2026-01-05T07:31:00Z,2026-01-05T08:00:00Z,Fitbit App
2026-01-05T16:08:00Z,2026-01-05T17:15:00Z,Fitbit App
2026-01-05T17:27:00Z,2026-01-05T17:40:00Z,Fitbit App
2026-01-05T19:02:00Z,2026-01-05T20:14:00Z,Fitbit App
2026-01-05T20:48:00Z,2026-01-05T21:00:00Z,Fitbit App
2026-01-05T21:21:00Z,2026-01-05T21:47:00Z,Fitbit App
2026-01-05T22:12:00Z,2026-01-05T22:31:00Z,Fitbit App
2026-01-05T23:07:00Z,2026-01-05T23:25:00Z,Fitbit App
