timestamp,latitude,longitude,altitude,data source
2025-12-18T05:16:22Z,39.264287,-121.018122,772.8,Charge 6
2025-12-18T05:16:23Z,39.264280,-121.018133,772.3,Charge 6
2025-12-18T05:16:24Z,39.264277,-121.018138,773.4,Charge 6
2025-12-18T05:16:25Z,39.264275,-121.018147,772.5,Charge 6
2025-12-18T05:16:26Z,39.264277,-121.018150,772.4,Charge 6
2025-12-18T05:16:27Z,39.264277,-121.018157,772.8,Charge 6
2025-12-18T05:16:28Z,39.264275,-121.018163,772.5,Charge 6
2025-12-18T05:16:29Z,39.264272,-121.018165,773.0,Charge 6
2025-12-18T05:16:30Z,39.264270,-121.018167,773.4,Charge 6
2025-12-18T05:16:31Z,39.264272,-121.018167,774.5,Charge 6
2025-12-18T05:16:32Z,39.264272,-121.018165,774.9,Charge 6
2025-12-18T05:16:33Z,39.264272,-121.018165,774.9,Charge 6
2025-12-18T05:16:34Z,39.264273,-121.018162,774.5,Charge 6
2025-12-18T05:16:35Z,39.264277,-121.018158,774.0,Charge 6
2025-12-18T05:17:24Z,39.264263,-121.018157,775.4,Charge 6
2025-12-18T05:17:25Z,39.264253,-121.018143,775.5,Charge 6
2025-12-18T05:17:26Z,39.264242,-121.018133,775.1,Charge 6
2025-12-18T05:17:27Z,39.264232,-121.018125,775.3,Charge 6
2025-12-18T05:17:28Z,39.264222,-121.018117,775.1,Charge 6
2025-12-18T05:17:29Z,39.264212,-121.018110,775.3,Charge 6
2025-12-18T05:17:30Z,39.264203,-121.018105,774.1,Charge 6
2025-12-18T05:17:31Z,39.264193,-121.018098,774.0,Charge 6
2025-12-18T05:17:32Z,39.264183,-121.018093,773.5,Charge 6
2025-12-18T05:17:33Z,39.264168,-121.018088,773.0,Charge 6
2025-12-18T05:17:34Z,39.264153,-121.018088,772.0,Charge 6
2025-12-18T05:17:35Z,39.264140,-121.018090,772.0,Charge 6
2025-12-18T05:17:36Z,39.264128,-121.018097,771.8,Charge 6
2025-12-18T05:17:37Z,39.264118,-121.018098,771.8,Charge 6
2025-12-18T05:17:38Z,39.264112,-121.018092,771.599,Charge 6
2025-12-18T05:18:28Z,39.263655,-121.017738,762.6,Charge 6
2025-12-18T05:18:29Z,39.263650,-121.017728,759.3,Charge 6
2025-12-18T05:18:30Z,39.263643,-121.017713,759.3,Charge 6
2025-12-18T05:18:31Z,39.263630,-121.017697,761.1,Charge 6
2025-12-18T05:18:32Z,39.263617,-121.017683,760.3,Charge 6
2025-12-18T05:18:33Z,39.263602,-121.017678,761.7,Charge 6
2025-12-18T05:18:34Z,39.263588,-121.017677,761.4,Charge 6
2025-12-18T05:18:35Z,39.263573,-121.017677,763.2,Charge 6
2025-12-18T05:18:36Z,39.263557,-121.017678,763.2,Charge 6
2025-12-18T05:18:37Z,39.263543,-121.017678,762.6,Charge 6
2025-12-18T05:18:38Z,39.263528,-121.017673,765.8,Charge 6
2025-12-18T05:18:39Z,39.263517,-121.017670,765.8,Charge 6
2025-12-18T05:18:40Z,39.263498,-121.017658,767.4,Charge 6
2025-12-18T05:18:41Z,39.263482,-121.017642,767.1,Charge 6
2025-12-18T05:18:42Z,39.263473,-121.017635,765.3,Charge 6
2025-12-18T05:19:33Z,39.263108,-121.017658,760.5,Charge 6
2025-12-18T05:19:34Z,39.263107,-121.017663,760.7,Charge 6
2025-12-18T05:19:35Z,39.263107,-121.017667,760.9,Charge 6
2025-12-18T05:19:36Z,39.263105,-121.017672,761.0,Charge 6
2025-12-18T05:19:37Z,39.263102,-121.017678,761.1,Charge 6
2025-12-18T05:19:38Z,39.263102,-121.017688,760.8,Charge 6
2025-12-18T05:19:39Z,39.263100,-121.017700,761.4,Charge 6
2025-12-18T05:19:40Z,39.263100,-121.017707,761.0,Charge 6
2025-12-18T05:19:41Z,39.263098,-121.017715,761.3,Charge 6
2025-12-18T05:19:42Z,39.263097,-121.017725,761.2,Charge 6
2025-12-18T05:19:43Z,39.263095,-121.017735,761.1,Charge 6
2025-12-18T05:19:44Z,39.263095,-121.017748,761.1,Charge 6
2025-12-18T05:19:45Z,39.263093,-121.017757,762.8,Charge 6
2025-12-18T05:20:37Z,39.263127,-121.018180,754.0,Charge 6
2025-12-18T05:20:38Z,39.263125,-121.018190,753.6,Charge 6
2025-12-18T05:20:39Z,39.263125,-121.018203,754.3,Charge 6
2025-12-18T05:20:40Z,39.263123,-121.018213,753.8,Charge 6
2025-12-18T05:20:41Z,39.263123,-121.018223,753.6,Charge 6
2025-12-18T05:20:42Z,39.263123,-121.018237,754.3,Charge 6
2025-12-18T05:20:43Z,39.263123,-121.018250,754.7,Charge 6
2025-12-18T05:20:44Z,39.263122,-121.018262,754.6,Charge 6
2025-12-18T05:20:45Z,39.263120,-121.018272,754.6,Charge 6
2025-12-18T05:20:46Z,39.263122,-121.018280,754.6,Charge 6
2025-12-18T05:20:47Z,39.263118,-121.018280,753.0,Charge 6
2025-12-18T05:20:48Z,39.263118,-121.018287,753.0,Charge 6
2025-12-18T05:34:19Z,39.260528,-121.020725,768.1,Charge 6
2025-12-18T05:34:20Z,39.260523,-121.020738,766.3,Charge 6
2025-12-18T05:34:21Z,39.260523,-121.020745,765.4,Charge 6
2025-12-18T05:34:22Z,39.260523,-121.020752,763.0,Charge 6
2025-12-18T05:34:23Z,39.260520,-121.020760,761.7,Charge 6
2025-12-18T05:34:24Z,39.260512,-121.020770,761.6,Charge 6
2025-12-18T05:34:25Z,39.260507,-121.020780,761.4,Charge 6
2025-12-18T05:34:26Z,39.260500,-121.020790,761.6,Charge 6
2025-12-18T05:34:27Z,39.260492,-121.020802,761.6,Charge 6
2025-12-18T05:34:28Z,39.260483,-121.020813,761.5,Charge 6
2025-12-18T05:34:29Z,39.260475,-121.020822,761.8,Charge 6
2025-12-18T05:34:30Z,39.260467,-121.020827,761.8,Charge 6
2025-12-18T05:34:31Z,39.260460,-121.020830,761.599,Charge 6
2025-12-18T05:34:32Z,39.260453,-121.020833,761.8,Charge 6
2025-12-18T05:34:33Z,39.260448,-121.020838,761.4,Charge 6
2025-12-18T05:35:22Z,39.260408,-121.021535,769.1,Charge 6
2025-12-18T05:35:23Z,39.260402,-121.021538,773.1,Charge 6
2025-12-18T05:35:24Z,39.260393,-121.021548,773.4,Charge 6
2025-12-18T05:35:25Z,39.260382,-121.021535,764.5,Charge 6
2025-12-18T05:35:26Z,39.260372,-121.021523,764.7,Charge 6
2025-12-18T05:35:27Z,39.260363,-121.021517,765.3,Charge 6
2025-12-18T05:35:28Z,39.260358,-121.021512,765.3,Charge 6
2025-12-18T05:35:29Z,39.260347,-121.021515,769.1,Charge 6
2025-12-18T05:35:30Z,39.260335,-121.021520,770.3,Charge 6
2025-12-18T05:35:31Z,39.260325,-121.021527,772.0,Charge 6
2025-12-18T05:35:32Z,39.260317,-121.021533,773.0,Charge 6
2025-12-18T05:35:33Z,39.260317,-121.021543,773.0,Charge 6
2025-12-18T05:35:34Z,39.260308,-121.021548,773.8,Charge 6
2025-12-18T05:35:35Z,39.260303,-121.021555,773.3,Charge 6
2025-12-18T05:35:36Z,39.260298,-121.021563,773.099,Charge 6
2025-12-18T05:35:37Z,39.260293,-121.021570,773.199,Charge 6
2025-12-18T05:36:26Z,39.260170,-121.022318,764.8,Charge 6
2025-12-18T05:36:27Z,39.260168,-121.022325,764.199,Charge 6
2025-12-18T05:36:28Z,39.260160,-121.022332,763.999,Charge 6
2025-12-18T05:36:29Z,39.260155,-121.022342,764.199,Charge 6
2025-12-18T05:36:30Z,39.260152,-121.022355,766.699,Charge 6
2025-12-18T05:36:31Z,39.260150,-121.022365,765.699,Charge 6
2025-12-18T05:36:32Z,39.260148,-121.022375,764.699,Charge 6
2025-12-18T05:36:33Z,39.260147,-121.022387,764.999,Charge 6
2025-12-18T05:36:34Z,39.260145,-121.022397,765.499,Charge 6
2025-12-18T05:36:35Z,39.260143,-121.022407,765.0,Charge 6
2025-12-18T05:36:36Z,39.260140,-121.022422,765.6,Charge 6
