start time,end time,data source
2025-10-16T00:36:00Z,2025-10-16T01:32:00Z,Fitbit App
2025-10-16T01:54:00Z,2025-10-16T02:44:00Z,Fitbit App
2025-10-16T03:37:00Z,2025-10-16T03:53:00Z,Fitbit App
2025-10-16T03:55:00Z,2025-10-16T04:05:00Z,Fitbit App
2025-10-16T06:16:00Z,2025-10-16T06:31:00Z,Fitbit App
2025-10-16T13:53:00Z,2025-10-16T14:42:00Z,Fitbit App
2025-10-16T15:09:00Z,2025-10-16T16:17:00Z,Fitbit App
2025-10-16T17:03:00Z,2025-10-16T17:27:00Z,Fitbit App
2025-10-16T17:49:00Z,2025-10-16T18:01:00Z,Fitbit App
2025-10-16T18:06:00Z,2025-10-16T19:24:00Z,Fitbit App
2025-10-16T19:32:00Z,2025-10-16T20:46:00Z,Fitbit App
2025-10-16T20:59:00Z,2025-10-16T21:51:00Z,Fitbit App
