timestamp,steps,distance millimeters,altitude gain millimeters,data source
2025-09-20T15:34:00Z,1,0,0,Charge 6
2025-09-20T15:34:01Z,0,0,0,Charge 6
2025-09-20T15:34:02Z,3,210,0,Charge 6
2025-09-20T15:34:03Z,3,530,0,Charge 6
2025-09-20T15:34:04Z,1,770,0,Charge 6
2025-09-20T15:34:05Z,2,1030,0,Charge 6
2025-09-20T15:34:06Z,1,1230,0,Charge 6
2025-09-20T15:34:07Z,2,1260,0,Charge 6
2025-09-20T15:34:08Z,2,1200,0,Charge 6
2025-09-20T15:34:09Z,1,1180,0,Charge 6
2025-09-20T15:34:10Z,1,1080,0,Charge 6
2025-09-20T15:34:11Z,1,1050,0,Charge 6
2025-09-20T15:34:12Z,2,1020,0,Charge 6
2025-09-20T15:34:13Z,1,940,0,Charge 6
2025-09-20T15:34:14Z,1,900,0,Charge 6
2025-09-20T15:34:15Z,3,1020,0,Charge 6
2025-09-20T15:34:16Z,1,1090,0,Charge 6
2025-09-20T15:34:17Z,0,970,0,Charge 6
2025-09-20T15:34:18Z,0,840,0,Charge 6
2025-09-20T15:34:19Z,0,710,0,Charge 6
2025-09-20T15:34:20Z,0,140,0,Charge 6
2025-09-20T15:34:21Z,0,0,0,Charge 6
2025-09-20T15:34:22Z,0,0,0,Charge 6
2025-09-20T15:34:23Z,0,0,0,Charge 6
2025-09-20T15:34:24Z,0,0,0,Charge 6
2025-09-20T15:34:25Z,2,0,0,Charge 6
2025-09-20T15:34:26Z,2,280,0,Charge 6
2025-09-20T15:34:27Z,2,570,0,Charge 6
2025-09-20T15:34:28Z,1,790,0,Charge 6
2025-09-20T15:34:29Z,2,1040,0,Charge 6
2025-09-20T15:34:30Z,1,1240,0,Charge 6
2025-09-20T15:34:31Z,2,1180,0,Charge 6
2025-09-20T15:34:32Z,1,1100,0,Charge 6
2025-09-20T15:34:33Z,2,1120,0,Charge 6
2025-09-20T15:34:34Z,3,1210,0,Charge 6
2025-09-20T15:34:35Z,1,1250,0,Charge 6
2025-09-20T15:34:36Z,2,1260,0,Charge 6
2025-09-20T15:34:37Z,2,1350,0,Charge 6
2025-09-20T15:34:38Z,2,1390,0,Charge 6
2025-09-20T15:34:39Z,1,1270,0,Charge 6
2025-09-20T15:34:40Z,2,1280,0,Charge 6
2025-09-20T15:34:41Z,2,1280,0,Charge 6
2025-09-20T15:34:42Z,3,1360,0,Charge 6
2025-09-20T15:34:43Z,3,1470,0,Charge 6
2025-09-20T15:34:44Z,1,1520,0,Charge 6
2025-09-20T15:34:45Z,2,1550,0,Charge 6
2025-09-20T15:34:46Z,1,1490,0,Charge 6
2025-09-20T15:34:47Z,2,1390,0,Charge 6
2025-09-20T15:34:48Z,3,1390,0,Charge 6
2025-09-20T15:34:49Z,2,1390,0,Charge 6
2025-09-20T15:34:50Z,1,1380,0,Charge 6
2025-09-20T15:34:51Z,1,1370,0,Charge 6
2025-09-20T15:34:52Z,2,1380,0,Charge 6
2025-09-20T15:34:53Z,2,1360,0,Charge 6
2025-09-20T15:34:54Z,1,1340,0,Charge 6
2025-09-20T15:34:55Z,2,1340,0,Charge 6
