start time,end time,data source
2026-01-14T01:16:00Z,2026-01-14T01:41:00Z,Fitbit App
2026-01-14T03:29:00Z,2026-01-14T04:14:00Z,Fitbit App
2026-01-14T04:38:00Z,2026-01-14T05:45:00Z,Fitbit App
2026-01-14T05:47:00Z,2026-01-14T06:36:00Z,Fitbit App
2026-01-14T06:39:00Z,2026-01-14T06:59:00Z,Fitbit App
2026-01-14T15:15:00Z,2026-01-14T15:29:00Z,Fitbit App
2026-01-14T16:09:00Z,2026-01-14T17:14:00Z,Fitbit App
2026-01-14T17:26:00Z,2026-01-14T18:36:00Z,Fitbit App
2026-01-14T18:40:00Z,2026-01-14T18:52:00Z,Fitbit App
2026-01-14T19:02:00Z,2026-01-14T20:12:00Z,Fitbit App
2026-01-14T20:50:00Z,2026-01-14T21:00:00Z,Fitbit App
2026-01-14T21:18:00Z,2026-01-14T22:20:00Z,Fitbit App
2026-01-14T22:25:00Z,2026-01-14T22:51:00Z,Fitbit App
2026-01-14T23:01:00Z,2026-01-14T23:53:00Z,Fitbit App
