timestamp,level,data source
2026-02-01T00:00:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-02-01T00:02:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-02-01T00:04:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-02-01T00:05:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-02-01T00:06:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-02-01T00:07:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-02-01T00:08:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-02-01T00:09:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-02-01T00:10:00Z,SEDENTARY,Fitbit App
2026-02-01T00:12:00Z,SEDENTARY,Fitbit App
2026-02-01T00:13:00Z,SEDENTARY,Fitbit App
2026-02-01T00:14:00Z,SEDENTARY,Fitbit App
2026-02-01T00:15:00Z,SEDENTARY,Fitbit App
2026-02-01T00:19:00Z,SEDENTARY,Fitbit App
2026-02-01T00:21:00Z,SEDENTARY,Fitbit App
2026-02-01T00:23:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-02-01T00:24:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-02-01T00:25:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-02-01T00:27:00Z,SEDENTARY,Fitbit App
2026-02-01T00:28:00Z,SEDENTARY,Fitbit App
2026-02-01T00:32:00Z,SEDENTARY,Fitbit App
2026-02-01T00:34:00Z,SEDENTARY,Fitbit App
2026-02-01T00:35:00Z,SEDENTARY,Fitbit App
2026-02-01T00:36:00Z,SEDENTARY,Fitbit App
2026-02-01T00:38:00Z,SEDENTARY,Fitbit App
2026-02-01T00:39:00Z,SEDENTARY,Fitbit App
2026-02-01T00:41:00Z,SEDENTARY,Fitbit App
2026-02-01T00:45:00Z,SEDENTARY,Fitbit App
2026-02-01T00:55:00Z,SEDENTARY,Fitbit App
2026-02-01T00:56:00Z,SEDENTARY,Fitbit App
2026-02-01T00:57:00Z,SEDENTARY,Fitbit App
2026-02-01T00:58:00Z,SEDENTARY,Fitbit App
2026-02-01T01:27:00Z,SEDENTARY,Fitbit App
2026-02-01T01:28:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-02-01T01:29:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-02-01T01:30:00Z,SEDENTARY,Fitbit App
2026-02-01T01:31:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-02-01T01:32:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-02-01T01:33:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-02-01T01:34:00Z,VERY_ACTIVE,Fitbit App
2026-02-01T01:35:00Z,VERY_ACTIVE,Fitbit App
2026-02-01T01:36:00Z,VERY_ACTIVE,Fitbit App
2026-02-01T01:37:00Z,VERY_ACTIVE,Fitbit App
2026-02-01T01:38:00Z,VERY_ACTIVE,Fitbit App
2026-02-01T01:39:00Z,VERY_ACTIVE,Fitbit App
2026-02-01T01:40:00Z,VERY_ACTIVE,Fitbit App
