timestamp,beats per minute,data source
2025-12-21T02:32:26Z,68.0,Charge 6
2025-12-21T02:32:28Z,82.0,Charge 6
2025-12-21T02:32:30Z,83.0,Charge 6
2025-12-21T02:32:32Z,85.0,Charge 6
2025-12-21T02:32:34Z,87.0,Charge 6
2025-12-21T02:32:36Z,88.0,Charge 6
2025-12-21T02:32:38Z,89.0,Charge 6
2025-12-21T02:32:40Z,89.0,Charge 6
2025-12-21T02:32:42Z,88.0,Charge 6
2025-12-21T02:32:44Z,86.0,Charge 6
2025-12-21T02:32:45Z,96.0,Charge 6
2025-12-21T02:32:47Z,95.0,Charge 6
2025-12-21T02:32:49Z,101.0,Charge 6
2025-12-21T02:32:51Z,102.0,Charge 6
2025-12-21T02:32:53Z,91.0,Charge 6
2025-12-21T02:32:55Z,84.0,Charge 6
2025-12-21T02:32:57Z,82.0,Charge 6
2025-12-21T02:33:00Z,82.0,Charge 6
2025-12-21T02:33:03Z,85.0,Charge 6
2025-12-21T02:33:06Z,85.0,Charge 6
2025-12-21T02:33:07Z,87.0,Charge 6
2025-12-21T02:33:08Z,91.0,Charge 6
2025-12-21T02:33:10Z,88.0,Charge 6
2025-12-21T02:33:12Z,89.0,Charge 6
2025-12-21T02:33:14Z,90.0,Charge 6
2025-12-21T02:33:16Z,91.0,Charge 6
2025-12-21T02:33:18Z,92.0,Charge 6
2025-12-21T02:33:20Z,93.0,Charge 6
2025-12-21T02:33:22Z,92.0,Charge 6
2025-12-21T02:33:25Z,92.0,Charge 6
2025-12-21T02:33:28Z,92.0,Charge 6
2025-12-21T02:33:30Z,91.0,Charge 6
2025-12-21T02:33:32Z,92.0,Charge 6
2025-12-21T02:33:33Z,93.0,Charge 6
2025-12-21T02:33:35Z,96.0,Charge 6
2025-12-21T02:33:37Z,100.0,Charge 6
2025-12-21T02:33:39Z,102.0,Charge 6
2025-12-21T02:33:41Z,94.0,Charge 6
2025-12-21T02:33:43Z,93.0,Charge 6
2025-12-21T02:33:45Z,91.0,Charge 6
2025-12-21T02:33:47Z,90.0,Charge 6
2025-12-21T02:33:49Z,87.0,Charge 6
2025-12-21T02:33:51Z,86.0,Charge 6
2025-12-21T02:33:53Z,87.0,Charge 6
2025-12-21T02:33:56Z,88.0,Charge 6
2025-12-21T02:33:58Z,86.0,Charge 6
2025-12-21T02:34:00Z,85.0,Charge 6
2025-12-21T02:34:03Z,85.0,Charge 6
2025-12-21T02:34:04Z,87.0,Charge 6
2025-12-21T02:34:06Z,90.0,Charge 6
2025-12-21T02:34:08Z,91.0,Charge 6
2025-12-21T02:34:10Z,96.0,Charge 6
2025-12-21T02:34:12Z,94.0,Charge 6
2025-12-21T02:34:14Z,90.0,Charge 6
2025-12-21T02:34:16Z,91.0,Charge 6
2025-12-21T02:34:18Z,94.0,Charge 6
2025-12-21T02:34:20Z,95.0,Charge 6
2025-12-21T02:34:21Z,91.0,Charge 6
2025-12-21T02:34:23Z,90.0,Charge 6
2025-12-21T02:34:26Z,90.0,Charge 6
2025-12-21T02:34:27Z,89.0,Charge 6
2025-12-21T02:34:29Z,88.0,Charge 6
2025-12-21T02:34:32Z,88.0,Charge 6
2025-12-21T02:34:33Z,85.0,Charge 6
2025-12-21T02:34:35Z,83.0,Charge 6
2025-12-21T02:34:37Z,78.0,Charge 6
2025-12-21T02:34:39Z,81.0,Charge 6
2025-12-21T02:34:41Z,83.0,Charge 6
2025-12-21T02:34:43Z,82.0,Charge 6
2025-12-21T02:34:44Z,83.0,Charge 6
2025-12-21T02:34:46Z,84.0,Charge 6
2025-12-21T02:34:48Z,82.0,Charge 6
2025-12-21T02:34:50Z,83.0,Charge 6
2025-12-21T02:34:52Z,82.0,Charge 6
2025-12-21T02:34:55Z,82.0,Charge 6
2025-12-21T02:34:56Z,83.0,Charge 6
2025-12-21T02:34:58Z,85.0,Charge 6
2025-12-21T02:35:00Z,85.0,Charge 6
2025-12-21T02:35:02Z,86.0,Charge 6
