timestamp,oxygen saturation percentage,data source
2026-01-01T04:31:03Z,99.5,Charge 6
2026-01-01T06:26:33Z,96.6,Charge 6
2026-01-01T06:27:33Z,96.2,Charge 6
2026-01-01T06:28:33Z,96.0,Charge 6
2026-01-01T06:29:33Z,95.8,Charge 6
2026-01-01T06:30:33Z,95.7,Charge 6
2026-01-01T06:31:33Z,95.6,Charge 6
2026-01-01T06:32:33Z,95.5,Charge 6
2026-01-01T06:33:33Z,95.5,Charge 6
2026-01-01T06:34:33Z,95.4,Charge 6
2026-01-01T06:35:33Z,95.4,Charge 6
2026-01-01T06:36:33Z,95.5,Charge 6
2026-01-01T06:37:33Z,95.5,Charge 6
2026-01-01T06:38:33Z,95.5,Charge 6
2026-01-01T06:39:33Z,95.5,Charge 6
2026-01-01T06:40:33Z,95.4,Charge 6
2026-01-01T06:41:33Z,95.5,Charge 6
2026-01-01T06:42:33Z,95.5,Charge 6
2026-01-01T06:43:33Z,95.5,Charge 6
2026-01-01T06:44:33Z,95.4,Charge 6
2026-01-01T06:45:33Z,95.4,Charge 6
2026-01-01T06:46:33Z,95.5,Charge 6
2026-01-01T06:47:33Z,95.5,Charge 6
2026-01-01T06:48:33Z,95.6,Charge 6
2026-01-01T06:49:33Z,95.6,Charge 6
2026-01-01T06:50:33Z,95.6,Charge 6
2026-01-01T06:51:33Z,95.6,Charge 6
2026-01-01T06:52:33Z,95.6,Charge 6
2026-01-01T06:53:33Z,95.5,Charge 6
2026-01-01T06:54:33Z,95.5,Charge 6
2026-01-01T06:55:33Z,95.5,Charge 6
2026-01-01T06:56:33Z,95.5,Charge 6
2026-01-01T06:57:33Z,95.5,Charge 6
2026-01-01T06:58:33Z,95.6,Charge 6
2026-01-01T06:59:33Z,95.6,Charge 6
2026-01-01T07:00:33Z,95.7,Charge 6
2026-01-01T07:01:33Z,95.7,Charge 6
2026-01-01T07:02:33Z,95.7,Charge 6
2026-01-01T07:03:33Z,95.8,Charge 6
2026-01-01T07:04:33Z,95.8,Charge 6
2026-01-01T07:05:33Z,95.8,Charge 6
2026-01-01T07:06:33Z,95.9,Charge 6
2026-01-01T07:07:33Z,95.9,Charge 6
2026-01-01T07:08:33Z,96.0,Charge 6
2026-01-01T07:09:33Z,96.0,Charge 6
2026-01-01T07:12:33Z,95.9,Charge 6
2026-01-01T07:13:33Z,95.8,Charge 6
2026-01-01T07:14:33Z,95.9,Charge 6
2026-01-01T07:15:33Z,96.0,Charge 6
2026-01-01T07:16:33Z,96.0,Charge 6
2026-01-01T07:17:33Z,95.9,Charge 6
2026-01-01T07:19:33Z,96.0,Charge 6
2026-01-01T07:20:33Z,96.1,Charge 6
2026-01-01T07:21:33Z,96.1,Charge 6
2026-01-01T07:22:33Z,96.1,Charge 6
2026-01-01T07:23:33Z,96.2,Charge 6
2026-01-01T07:24:33Z,96.2,Charge 6
2026-01-01T07:25:33Z,96.1,Charge 6
2026-01-01T07:26:33Z,96.0,Charge 6
2026-01-01T07:27:33Z,96.0,Charge 6
2026-01-01T07:28:33Z,96.0,Charge 6
2026-01-01T07:29:33Z,96.0,Charge 6
2026-01-01T07:30:33Z,96.0,Charge 6
2026-01-01T07:31:33Z,96.0,Charge 6
2026-01-01T07:32:33Z,96.0,Charge 6
2026-01-01T07:33:33Z,96.0,Charge 6
2026-01-01T07:34:33Z,96.0,Charge 6
2026-01-01T07:35:33Z,96.0,Charge 6
2026-01-01T07:36:33Z,95.9,Charge 6
2026-01-01T07:37:33Z,95.9,Charge 6
2026-01-01T07:38:33Z,95.9,Charge 6
2026-01-01T07:39:33Z,95.9,Charge 6
2026-01-01T07:40:33Z,95.9,Charge 6
2026-01-01T07:41:33Z,95.9,Charge 6
2026-01-01T07:42:33Z,95.9,Charge 6
2026-01-01T07:43:33Z,95.8,Charge 6
2026-01-01T07:44:33Z,95.9,Charge 6
2026-01-01T07:45:33Z,95.8,Charge 6
2026-01-01T07:46:33Z,95.9,Charge 6
2026-01-01T07:47:33Z,95.8,Charge 6
2026-01-01T07:48:33Z,95.8,Charge 6
2026-01-01T07:49:33Z,95.8,Charge 6
2026-01-01T07:50:33Z,95.8,Charge 6
2026-01-01T07:51:33Z,95.8,Charge 6
2026-01-01T07:52:33Z,95.8,Charge 6
2026-01-01T07:54:33Z,95.9,Charge 6
