start time,end time,data source
2025-10-31T00:28:00Z,2025-10-31T01:11:00Z,Fitbit App
2025-10-31T02:40:00Z,2025-10-31T03:00:00Z,Fitbit App
2025-10-31T03:01:00Z,2025-10-31T03:51:00Z,Fitbit App
2025-10-31T04:22:00Z,2025-10-31T04:46:00Z,Fitbit App
2025-10-31T04:51:00Z,2025-10-31T06:33:00Z,Fitbit App
2025-10-31T06:37:00Z,2025-10-31T07:00:00Z,Fitbit App
2025-10-31T07:00:00Z,2025-10-31T07:43:00Z,Fitbit App
2025-10-31T07:49:00Z,2025-10-31T08:44:00Z,Fitbit App
2025-10-31T15:45:00Z,2025-10-31T15:59:00Z,Fitbit App
2025-10-31T16:45:00Z,2025-10-31T16:57:00Z,Fitbit App
2025-10-31T16:58:00Z,2025-10-31T17:16:00Z,Fitbit App
2025-10-31T17:33:00Z,2025-10-31T18:03:00Z,Fitbit App
2025-10-31T18:06:00Z,2025-10-31T18:40:00Z,Fitbit App
2025-10-31T19:17:00Z,2025-10-31T19:29:00Z,Fitbit App
2025-10-31T19:30:00Z,2025-10-31T19:55:00Z,Fitbit App
2025-10-31T20:01:00Z,2025-10-31T20:53:00Z,Fitbit App
2025-10-31T21:00:00Z,2025-10-31T21:53:00Z,Fitbit App
2025-10-31T22:13:00Z,2025-10-31T22:52:00Z,Fitbit App
2025-10-31T23:13:00Z,2025-11-01T00:02:00Z,Fitbit App
