start time,end time,data source
2025-09-12T01:28:00Z,2025-09-12T01:53:00Z,Fitbit App
2025-09-12T01:57:00Z,2025-09-12T02:19:00Z,Fitbit App
2025-09-12T02:28:00Z,2025-09-12T02:43:00Z,Fitbit App
2025-09-12T03:29:00Z,2025-09-12T04:20:00Z,Fitbit App
2025-09-12T04:31:00Z,2025-09-12T05:14:00Z,Fitbit App
2025-09-12T05:18:00Z,2025-09-12T05:38:00Z,Fitbit App
2025-09-12T05:42:00Z,2025-09-12T06:53:00Z,Fitbit App
2025-09-12T07:00:00Z,2025-09-12T07:22:00Z,Fitbit App
2025-09-12T08:26:00Z,2025-09-12T08:52:00Z,Fitbit App
2025-09-12T14:57:00Z,2025-09-12T15:34:00Z,Fitbit App
2025-09-12T15:39:00Z,2025-09-12T15:50:00Z,Fitbit App
2025-09-12T15:51:00Z,2025-09-12T17:31:00Z,Fitbit App
2025-09-12T17:40:00Z,2025-09-12T18:17:00Z,Fitbit App
2025-09-12T19:50:00Z,2025-09-12T20:34:00Z,Fitbit App
2025-09-12T21:28:00Z,2025-09-12T22:31:00Z,Fitbit App
