start time,end time,data source
2025-11-28T00:36:00Z,2025-11-28T01:01:00Z,Fitbit App
2025-11-28T01:25:00Z,2025-11-28T02:28:00Z,Fitbit App
2025-11-28T02:33:00Z,2025-11-28T02:48:00Z,Fitbit App
2025-11-28T02:51:00Z,2025-11-28T03:15:00Z,Fitbit App
2025-11-28T03:21:00Z,2025-11-28T03:34:00Z,Fitbit App
2025-11-28T04:27:00Z,2025-11-28T04:37:00Z,Fitbit App
2025-11-28T04:50:00Z,2025-11-28T05:51:00Z,Fitbit App
2025-11-28T05:55:00Z,2025-11-28T07:50:00Z,Fitbit App
2025-11-28T16:18:00Z,2025-11-28T17:39:00Z,Fitbit App
2025-11-28T17:50:00Z,2025-11-28T18:04:00Z,Fitbit App
2025-11-28T18:05:00Z,2025-11-28T18:38:00Z,Fitbit App
2025-11-28T18:43:00Z,2025-11-28T19:02:00Z,Fitbit App
2025-11-28T19:05:00Z,2025-11-28T19:29:00Z,Fitbit App
2025-11-28T20:24:00Z,2025-11-28T20:41:00Z,Fitbit App
2025-11-28T20:54:00Z,2025-11-28T21:18:00Z,Fitbit App
2025-11-28T21:41:00Z,2025-11-28T22:37:00Z,Fitbit App
2025-11-28T23:04:00Z,2025-11-28T23:19:00Z,Fitbit App
