start time,end time,data source
2025-08-20T00:18:00Z,2025-08-20T00:36:00Z,Fitbit App
2025-08-20T02:23:00Z,2025-08-20T02:39:00Z,Fitbit App
2025-08-20T02:53:00Z,2025-08-20T03:05:00Z,Fitbit App
2025-08-20T03:16:00Z,2025-08-20T03:26:00Z,Fitbit App
2025-08-20T03:30:00Z,2025-08-20T03:40:00Z,Fitbit App
2025-08-20T03:46:00Z,2025-08-20T03:58:00Z,Fitbit App
2025-08-20T03:59:00Z,2025-08-20T05:41:00Z,Fitbit App
2025-08-20T05:55:00Z,2025-08-20T07:00:00Z,Fitbit App
2025-08-20T15:32:00Z,2025-08-20T18:07:00Z,Fitbit App
2025-08-20T18:18:00Z,2025-08-20T18:35:00Z,Fitbit App
2025-08-20T18:39:00Z,2025-08-20T19:23:00Z,Fitbit App
2025-08-20T19:31:00Z,2025-08-20T20:37:00Z,Fitbit App
2025-08-20T20:55:00Z,2025-08-20T21:15:00Z,Fitbit App
2025-08-20T21:28:00Z,2025-08-20T21:41:00Z,Fitbit App
2025-08-20T21:58:00Z,2025-08-20T22:56:00Z,Fitbit App
2025-08-20T23:04:00Z,2025-08-20T23:36:00Z,Fitbit App
