timestamp,steps,distance millimeters,altitude gain millimeters,data source
2025-11-03T04:42:18Z,1,0,0,Charge 6
2025-11-03T04:42:19Z,2,280,0,Charge 6
2025-11-03T04:42:20Z,0,280,0,Charge 6
2025-11-03T04:42:21Z,1,350,0,Charge 6
2025-11-03T04:42:22Z,1,460,0,Charge 6
2025-11-03T04:42:23Z,2,670,0,Charge 6
2025-11-03T04:42:24Z,2,760,0,Charge 6
2025-11-03T04:42:25Z,2,950,0,Charge 6
2025-11-03T04:42:26Z,3,1190,0,Charge 6
2025-11-03T04:42:27Z,2,1390,0,Charge 6
2025-11-03T04:42:28Z,3,1550,0,Charge 6
2025-11-03T04:42:29Z,2,1640,0,Charge 6
2025-11-03T04:42:30Z,3,2020,0,Charge 6
2025-11-03T04:42:31Z,3,2360,0,Charge 6
2025-11-03T04:42:32Z,1,2590,0,Charge 6
2025-11-03T04:42:33Z,1,2600,0,Charge 6
2025-11-03T04:42:34Z,3,2830,0,Charge 6
2025-11-03T04:42:35Z,2,2700,0,Charge 6
2025-11-03T04:42:36Z,0,2040,0,Charge 6
2025-11-03T04:42:37Z,1,1650,0,Charge 6
2025-11-03T04:42:38Z,2,1490,0,Charge 6
2025-11-03T04:42:39Z,2,1230,0,Charge 6
2025-11-03T04:42:40Z,1,960,0,Charge 6
2025-11-03T04:42:41Z,2,1060,0,Charge 6
2025-11-03T04:42:42Z,3,1240,0,Charge 6
2025-11-03T04:42:43Z,2,1250,0,Charge 6
2025-11-03T04:42:44Z,2,1260,0,Charge 6
2025-11-03T04:42:45Z,0,1270,0,Charge 6
2025-11-03T04:42:46Z,3,1270,0,Charge 6
2025-11-03T04:42:47Z,4,1290,0,Charge 6
2025-11-03T04:42:48Z,2,950,0,Charge 6
2025-11-03T04:42:49Z,3,970,0,Charge 6
2025-11-03T04:42:50Z,2,1320,0,Charge 6
2025-11-03T04:42:51Z,3,1650,0,Charge 6
2025-11-03T04:42:52Z,3,2010,0,Charge 6
2025-11-03T04:42:53Z,3,2740,0,Charge 6
2025-11-03T04:42:54Z,2,2800,0,Charge 6
2025-11-03T04:42:55Z,2,2850,0,Charge 6
2025-11-03T04:42:56Z,1,2850,0,Charge 6
2025-11-03T04:42:57Z,2,2830,0,Charge 6
2025-11-03T04:42:58Z,2,2460,0,Charge 6
2025-11-03T04:42:59Z,2,2120,0,Charge 6
2025-11-03T04:43:00Z,1,1760,0,Charge 6
2025-11-03T04:43:01Z,1,1420,0,Charge 6
2025-11-03T04:43:02Z,3,1090,0,Charge 6
2025-11-03T04:43:03Z,2,1090,0,Charge 6
2025-11-03T04:43:04Z,1,1060,0,Charge 6
2025-11-03T04:43:05Z,2,1050,0,Charge 6
2025-11-03T04:43:06Z,3,1050,0,Charge 6
2025-11-03T04:43:07Z,3,1070,0,Charge 6
2025-11-03T04:43:08Z,2,1060,0,Charge 6
2025-11-03T04:43:09Z,1,1070,0,Charge 6
2025-11-03T04:43:10Z,1,1070,0,Charge 6
2025-11-03T04:43:11Z,3,1060,0,Charge 6
2025-11-03T04:43:12Z,2,1060,0,Charge 6
2025-11-03T04:43:13Z,3,820,0,Charge 6
2025-11-03T05:16:12Z,1,0,0,Charge 6
2025-11-03T05:16:13Z,2,280,0,Charge 6
2025-11-03T05:16:14Z,3,500,0,Charge 6
2025-11-03T05:16:15Z,2,750,0,Charge 6
2025-11-03T05:16:16Z,1,950,0,Charge 6
2025-11-03T05:16:17Z,1,1110,0,Charge 6
2025-11-03T05:16:18Z,3,1280,0,Charge 6
2025-11-03T05:16:19Z,1,1210,0,Charge 6
2025-11-03T05:16:20Z,3,1250,0,Charge 6
2025-11-03T05:16:21Z,2,1340,0,Charge 6
2025-11-03T05:16:22Z,2,1460,0,Charge 6
2025-11-03T05:16:23Z,1,1380,0,Charge 6
2025-11-03T05:16:24Z,3,1470,0,Charge 6
2025-11-03T05:16:25Z,3,1530,0,Charge 6
2025-11-03T05:16:26Z,2,1550,0,Charge 6
2025-11-03T05:16:27Z,2,1560,0,Charge 6
2025-11-03T05:16:28Z,2,1640,0,Charge 6
2025-11-03T05:16:29Z,2,1610,0,Charge 6
2025-11-03T05:16:30Z,2,1530,0,Charge 6
2025-11-03T05:16:31Z,2,1470,0,Charge 6
2025-11-03T05:16:32Z,2,1460,0,Charge 6
2025-11-03T05:16:33Z,2,1440,0,Charge 6
2025-11-03T05:16:34Z,2,1440,0,Charge 6
2025-11-03T05:16:35Z,2,1440,0,Charge 6
