timestamp,oxygen saturation percentage,data source
2025-11-01T00:24:33Z,97.5,Charge 6
2025-11-01T00:25:33Z,98.6,Charge 6
2025-11-01T00:27:33Z,97.6,Charge 6
2025-11-01T00:45:33Z,96.3,Charge 6
2025-11-01T00:46:33Z,96.8,Charge 6
2025-11-01T00:47:33Z,96.4,Charge 6
2025-11-01T00:48:33Z,96.1,Charge 6
2025-11-01T00:49:33Z,95.9,Charge 6
2025-11-01T00:50:33Z,95.7,Charge 6
2025-11-01T00:51:33Z,95.6,Charge 6
2025-11-01T00:58:33Z,87.9,Charge 6
2025-11-01T00:59:33Z,88.5,Charge 6
2025-11-01T01:00:33Z,89.0,Charge 6
2025-11-01T01:01:33Z,89.4,Charge 6
2025-11-01T01:02:33Z,89.5,Charge 6
2025-11-01T01:03:33Z,89.8,Charge 6
2025-11-01T01:04:33Z,90.0,Charge 6
2025-11-01T01:05:33Z,90.3,Charge 6
2025-11-01T01:06:33Z,90.3,Charge 6
2025-11-01T01:07:33Z,90.3,Charge 6
2025-11-01T01:08:33Z,90.4,Charge 6
2025-11-01T01:09:33Z,90.4,Charge 6
2025-11-01T01:10:33Z,90.5,Charge 6
2025-11-01T01:11:33Z,90.5,Charge 6
2025-11-01T01:12:33Z,90.5,Charge 6
2025-11-01T01:13:33Z,90.5,Charge 6
2025-11-01T01:14:33Z,90.6,Charge 6
2025-11-01T01:15:33Z,90.6,Charge 6
2025-11-01T01:16:33Z,90.6,Charge 6
2025-11-01T01:17:33Z,90.7,Charge 6
2025-11-01T01:18:33Z,90.8,Charge 6
2025-11-01T01:19:33Z,90.7,Charge 6
2025-11-01T01:20:33Z,90.8,Charge 6
2025-11-01T01:21:33Z,90.7,Charge 6
2025-11-01T01:22:33Z,90.6,Charge 6
2025-11-01T01:23:33Z,90.8,Charge 6
2025-11-01T01:24:33Z,90.8,Charge 6
2025-11-01T01:25:33Z,90.8,Charge 6
2025-11-01T01:26:33Z,90.8,Charge 6
2025-11-01T01:27:33Z,90.9,Charge 6
2025-11-01T01:28:33Z,90.8,Charge 6
2025-11-01T01:29:33Z,90.7,Charge 6
2025-11-01T01:30:33Z,90.9,Charge 6
2025-11-01T01:33:33Z,91.5,Charge 6
2025-11-01T01:34:33Z,91.8,Charge 6
2025-11-01T01:35:33Z,92.4,Charge 6
2025-11-01T01:36:33Z,92.0,Charge 6
2025-11-01T01:37:33Z,91.8,Charge 6
2025-11-01T01:38:33Z,91.7,Charge 6
2025-11-01T01:52:33Z,93.3,Charge 6
2025-11-01T08:07:34Z,93.9,Charge 6
2025-11-01T08:08:34Z,94.6,Charge 6
2025-11-01T08:09:34Z,95.2,Charge 6
2025-11-01T08:10:34Z,95.8,Charge 6
2025-11-01T08:11:34Z,95.9,Charge 6
2025-11-01T08:12:34Z,96.0,Charge 6
2025-11-01T08:13:34Z,95.8,Charge 6
2025-11-01T08:14:34Z,95.6,Charge 6
2025-11-01T08:15:34Z,95.5,Charge 6
2025-11-01T08:16:34Z,95.5,Charge 6
2025-11-01T08:17:34Z,95.5,Charge 6
2025-11-01T08:18:34Z,95.4,Charge 6
2025-11-01T08:19:34Z,95.5,Charge 6
2025-11-01T08:20:34Z,95.4,Charge 6
2025-11-01T08:21:34Z,95.4,Charge 6
2025-11-01T08:22:34Z,95.3,Charge 6
2025-11-01T08:23:34Z,95.3,Charge 6
