start time,end time,data source
2026-01-07T00:23:00Z,2026-01-07T00:36:00Z,Fitbit App
2026-01-07T00:37:00Z,2026-01-07T00:49:00Z,Fitbit App
2026-01-07T01:26:00Z,2026-01-07T01:54:00Z,Fitbit App
2026-01-07T03:02:00Z,2026-01-07T03:17:00Z,Fitbit App
2026-01-07T03:26:00Z,2026-01-07T04:22:00Z,Fitbit App
2026-01-07T05:38:00Z,2026-01-07T05:58:00Z,Fitbit App
2026-01-07T06:02:00Z,2026-01-07T06:15:00Z,Fitbit App
2026-01-07T06:50:00Z,2026-01-07T07:01:00Z,Fitbit App
2026-01-07T07:27:00Z,2026-01-07T08:00:00Z,Fitbit App
2026-01-07T15:55:00Z,2026-01-07T16:22:00Z,Fitbit App
2026-01-07T16:56:00Z,2026-01-07T17:26:00Z,Fitbit App
2026-01-07T17:28:00Z,2026-01-07T17:44:00Z,Fitbit App
2026-01-07T18:11:00Z,2026-01-07T18:46:00Z,Fitbit App
2026-01-07T19:02:00Z,2026-01-07T19:59:00Z,Fitbit App
2026-01-07T20:30:00Z,2026-01-07T20:41:00Z,Fitbit App
2026-01-07T20:43:00Z,2026-01-07T20:53:00Z,Fitbit App
2026-01-07T21:31:00Z,2026-01-07T22:00:00Z,Fitbit App
2026-01-07T22:25:00Z,2026-01-07T22:51:00Z,Fitbit App
2026-01-07T23:06:00Z,2026-01-07T23:55:00Z,Fitbit App
