start time,end time,data source
2025-10-18T00:44:00Z,2025-10-18T01:24:00Z,Fitbit App
2025-10-18T03:47:00Z,2025-10-18T04:02:00Z,Fitbit App
2025-10-18T04:31:00Z,2025-10-18T04:49:00Z,Fitbit App
2025-10-18T06:12:00Z,2025-10-18T06:24:00Z,Fitbit App
2025-10-18T13:46:00Z,2025-10-18T14:07:00Z,Fitbit App
2025-10-18T15:08:00Z,2025-10-18T15:25:00Z,Fitbit App
2025-10-18T15:35:00Z,2025-10-18T16:04:00Z,Fitbit App
2025-10-18T16:05:00Z,2025-10-18T16:17:00Z,Fitbit App
2025-10-18T16:40:00Z,2025-10-18T16:55:00Z,Fitbit App
2025-10-18T16:56:00Z,2025-10-18T17:44:00Z,Fitbit App
2025-10-18T17:45:00Z,2025-10-18T18:14:00Z,Fitbit App
2025-10-18T18:15:00Z,2025-10-18T18:29:00Z,Fitbit App
2025-10-18T18:43:00Z,2025-10-18T19:05:00Z,Fitbit App
2025-10-18T21:24:00Z,2025-10-18T21:49:00Z,Fitbit App
2025-10-18T22:10:00Z,2025-10-18T22:49:00Z,Fitbit App
2025-10-18T22:50:00Z,2025-10-18T23:25:00Z,Fitbit App
2025-10-18T23:38:00Z,2025-10-19T01:14:00Z,Fitbit App
