start time,end time,data source
2025-09-08T00:39:00Z,2025-09-08T00:59:00Z,Fitbit App
2025-09-08T01:03:00Z,2025-09-08T01:20:00Z,Fitbit App
2025-09-08T01:24:00Z,2025-09-08T01:39:00Z,Fitbit App
2025-09-08T03:23:00Z,2025-09-08T03:42:00Z,Fitbit App
2025-09-08T03:49:00Z,2025-09-08T04:10:00Z,Fitbit App
2025-09-08T04:14:00Z,2025-09-08T06:07:00Z,Fitbit App
2025-09-08T06:33:00Z,2025-09-08T07:00:00Z,Fitbit App
2025-09-08T15:37:00Z,2025-09-08T16:00:00Z,Fitbit App
2025-09-08T16:04:00Z,2025-09-08T16:17:00Z,Fitbit App
2025-09-08T16:18:00Z,2025-09-08T16:52:00Z,Fitbit App
2025-09-08T16:53:00Z,2025-09-08T17:07:00Z,Fitbit App
2025-09-08T19:11:00Z,2025-09-08T21:53:00Z,Fitbit App
2025-09-08T22:02:00Z,2025-09-08T22:14:00Z,Fitbit App
2025-09-08T22:15:00Z,2025-09-08T22:55:00Z,Fitbit App
2025-09-08T23:05:00Z,2025-09-08T23:19:00Z,Fitbit App
2025-09-08T23:42:00Z,2025-09-08T23:52:00Z,Fitbit App
2025-09-08T23:56:00Z,2025-09-09T00:24:00Z,Fitbit App
