start time,end time,data source
2025-10-10T01:14:00Z,2025-10-10T01:31:00Z,Fitbit App
2025-10-10T04:18:00Z,2025-10-10T04:32:00Z,Fitbit App
2025-10-10T04:55:00Z,2025-10-10T05:09:00Z,Fitbit App
2025-10-10T05:10:00Z,2025-10-10T05:42:00Z,Fitbit App
2025-10-10T06:08:00Z,2025-10-10T06:36:00Z,Fitbit App
2025-10-10T06:40:00Z,2025-10-10T07:00:00Z,Fitbit App
2025-10-10T07:00:00Z,2025-10-10T07:28:00Z,Fitbit App
2025-10-10T15:05:00Z,2025-10-10T15:36:00Z,Fitbit App
2025-10-10T17:00:00Z,2025-10-10T17:49:00Z,Fitbit App
2025-10-10T17:57:00Z,2025-10-10T18:19:00Z,Fitbit App
2025-10-10T18:21:00Z,2025-10-10T18:53:00Z,Fitbit App
2025-10-10T18:59:00Z,2025-10-10T19:56:00Z,Fitbit App
2025-10-10T19:57:00Z,2025-10-10T20:36:00Z,Fitbit App
2025-10-10T20:37:00Z,2025-10-10T20:55:00Z,Fitbit App
2025-10-10T20:59:00Z,2025-10-10T21:16:00Z,Fitbit App
2025-10-10T21:28:00Z,2025-10-10T21:51:00Z,Fitbit App
2025-10-10T22:02:00Z,2025-10-10T22:15:00Z,Fitbit App
2025-10-10T22:55:00Z,2025-10-10T23:37:00Z,Fitbit App
