timestamp,lap time,stroke count,stroke type,data source
2026-01-12T00:55:04Z,00:00:13.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-12T01:01:32Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-12T01:21:49Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-12T03:47:30Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-12T03:48:12Z,00:00:15.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-12T07:40:42Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-13T04:52:40Z,00:00:16.000,11,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-13T05:34:18Z,00:00:29.000,10,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-13T05:37:09Z,00:00:26.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-13T05:41:26Z,00:00:22.000,10,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-13T06:23:03Z,00:00:19.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-14T03:13:54Z,00:00:07.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-14T03:43:23Z,00:00:18.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-15T05:51:00Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-15T05:53:49Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-15T06:19:51Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-15T19:26:43Z,00:00:07.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-15T19:28:38Z,00:00:19.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-15T19:52:36Z,00:00:20.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-15T19:53:27Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-15T20:25:59Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-15T20:26:51Z,00:00:33.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-15T20:29:08Z,00:00:23.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-15T20:30:20Z,00:00:18.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-16T05:38:10Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-16T05:38:47Z,00:00:28.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-16T21:42:47Z,00:00:32.000,11,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-16T22:54:28Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-16T23:58:29Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-17T02:24:32Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-17T03:52:14Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-17T05:30:00Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-17T07:18:17Z,00:00:08.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-17T07:19:43Z,00:00:21.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-17T07:26:52Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-17T08:04:00Z,00:00:19.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-17T08:16:04Z,00:00:56.000,25,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-17T08:35:01Z,00:00:14.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T02:42:22Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T02:51:12Z,00:00:11.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T03:29:07Z,00:00:15.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T03:54:32Z,00:00:35.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T05:09:28Z,00:00:18.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T05:16:44Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T05:17:18Z,00:00:27.000,11,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T05:47:28Z,00:00:25.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T05:51:24Z,00:00:23.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T05:51:55Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T06:02:29Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T06:02:53Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T06:40:00Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T06:47:18Z,00:00:19.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T06:53:19Z,00:00:24.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T06:58:06Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T07:48:30Z,00:00:08.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T08:11:47Z,00:00:15.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T08:54:18Z,00:00:12.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T17:55:14Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T20:05:24Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T20:06:18Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T21:00:39Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T21:06:23Z,00:00:18.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T21:27:13Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T21:27:39Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-18T21:38:33Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-19T03:46:36Z,00:00:15.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-19T03:49:23Z,00:00:14.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-19T08:32:38Z,00:00:19.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2026-01-19T19:27:58Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
