start time,end time,data source
2025-09-29T00:05:00Z,2025-09-29T00:17:00Z,Fitbit App
2025-09-29T00:23:00Z,2025-09-29T00:35:00Z,Fitbit App
2025-09-29T00:39:00Z,2025-09-29T00:52:00Z,Fitbit App
2025-09-29T00:56:00Z,2025-09-29T01:56:00Z,Fitbit App
2025-09-29T04:15:00Z,2025-09-29T04:32:00Z,Fitbit App
2025-09-29T04:36:00Z,2025-09-29T05:15:00Z,Fitbit App
2025-09-29T05:21:00Z,2025-09-29T05:59:00Z,Fitbit App
2025-09-29T06:00:00Z,2025-09-29T06:25:00Z,Fitbit App
2025-09-29T14:29:00Z,2025-09-29T15:00:00Z,Fitbit App
2025-09-29T15:06:00Z,2025-09-29T15:16:00Z,Fitbit App
2025-09-29T15:44:00Z,2025-09-29T16:03:00Z,Fitbit App
2025-09-29T16:33:00Z,2025-09-29T17:44:00Z,Fitbit App
2025-09-29T17:55:00Z,2025-09-29T18:09:00Z,Fitbit App
2025-09-29T18:34:00Z,2025-09-29T19:43:00Z,Fitbit App
2025-09-29T20:03:00Z,2025-09-29T21:54:00Z,Fitbit App
2025-09-29T22:07:00Z,2025-09-29T22:52:00Z,Fitbit App
2025-09-29T23:59:00Z,2025-09-30T00:51:00Z,Fitbit App
