timestamp,beats per minute,data source
2025-10-18T00:00:00Z,84.0,Charge 6
2025-10-18T00:00:03Z,84.0,Charge 6
2025-10-18T00:00:04Z,86.0,Charge 6
2025-10-18T00:00:06Z,87.0,Charge 6
2025-10-18T00:00:08Z,88.0,Charge 6
2025-10-18T00:00:10Z,89.0,Charge 6
2025-10-18T00:00:13Z,89.0,Charge 6
2025-10-18T00:00:14Z,91.0,Charge 6
2025-10-18T00:00:16Z,92.0,Charge 6
2025-10-18T00:00:18Z,84.0,Charge 6
2025-10-18T00:00:20Z,78.0,Charge 6
2025-10-18T00:00:22Z,75.0,Charge 6
2025-10-18T00:00:23Z,77.0,Charge 6
2025-10-18T00:00:26Z,77.0,Charge 6
2025-10-18T00:00:29Z,81.0,Charge 6
2025-10-18T00:00:31Z,83.0,Charge 6
2025-10-18T00:00:34Z,83.0,Charge 6
2025-10-18T00:00:35Z,84.0,Charge 6
2025-10-18T00:00:38Z,84.0,Charge 6
2025-10-18T00:00:41Z,84.0,Charge 6
2025-10-18T00:00:44Z,84.0,Charge 6
2025-10-18T00:00:47Z,84.0,Charge 6
2025-10-18T00:00:48Z,82.0,Charge 6
2025-10-18T00:00:51Z,82.0,Charge 6
2025-10-18T00:00:52Z,81.0,Charge 6
2025-10-18T00:00:54Z,82.0,Charge 6
2025-10-18T00:00:56Z,83.0,Charge 6
2025-10-18T00:00:59Z,83.0,Charge 6
2025-10-18T00:01:00Z,82.0,Charge 6
2025-10-18T00:01:02Z,83.0,Charge 6
2025-10-18T00:01:04Z,84.0,Charge 6
2025-10-18T00:01:06Z,83.0,Charge 6
2025-10-18T00:01:08Z,81.0,Charge 6
2025-10-18T00:01:10Z,79.0,Charge 6
2025-10-18T00:01:11Z,78.0,Charge 6
2025-10-18T00:01:13Z,77.0,Charge 6
2025-10-18T00:01:16Z,77.0,Charge 6
2025-10-18T00:01:19Z,76.0,Charge 6
2025-10-18T00:01:21Z,77.0,Charge 6
2025-10-18T00:01:24Z,77.0,Charge 6
2025-10-18T00:01:27Z,80.0,Charge 6
2025-10-18T00:01:29Z,82.0,Charge 6
2025-10-18T00:01:31Z,83.0,Charge 6
2025-10-18T00:01:33Z,84.0,Charge 6
2025-10-18T00:01:36Z,84.0,Charge 6
2025-10-18T00:01:39Z,84.0,Charge 6
2025-10-18T00:01:42Z,82.0,Charge 6
2025-10-18T00:01:45Z,82.0,Charge 6
2025-10-18T00:01:48Z,82.0,Charge 6
2025-10-18T00:01:50Z,81.0,Charge 6
2025-10-18T00:01:52Z,80.0,Charge 6
2025-10-18T00:01:55Z,80.0,Charge 6
2025-10-18T00:01:56Z,79.0,Charge 6
2025-10-18T00:01:59Z,80.0,Charge 6
2025-10-18T00:02:02Z,80.0,Charge 6
2025-10-18T00:02:05Z,81.0,Charge 6
2025-10-18T00:02:07Z,82.0,Charge 6
2025-10-18T00:02:09Z,84.0,Charge 6
2025-10-18T00:02:11Z,85.0,Charge 6
2025-10-18T00:02:13Z,84.0,Charge 6
2025-10-18T00:02:15Z,83.0,Charge 6
2025-10-18T00:02:18Z,83.0,Charge 6
2025-10-18T00:02:21Z,80.0,Charge 6
2025-10-18T00:02:22Z,79.0,Charge 6
2025-10-18T00:02:24Z,78.0,Charge 6
2025-10-18T00:02:27Z,78.0,Charge 6
2025-10-18T00:02:28Z,81.0,Charge 6
2025-10-18T00:02:30Z,82.0,Charge 6
2025-10-18T00:02:32Z,81.0,Charge 6
2025-10-18T00:02:34Z,80.0,Charge 6
2025-10-18T00:02:37Z,80.0,Charge 6
2025-10-18T00:02:38Z,80.0,Charge 6
2025-10-18T00:02:41Z,80.0,Charge 6
2025-10-18T00:02:42Z,80.0,Charge 6
2025-10-18T00:02:45Z,80.0,Charge 6
2025-10-18T00:02:46Z,79.0,Charge 6
2025-10-18T00:02:49Z,79.0,Charge 6
2025-10-18T00:02:51Z,80.0,Charge 6
