timestamp,heart rate zone type,kcal,data source
2025-08-13T10:17:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:18:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:19:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:20:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:21:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:22:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:23:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:24:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:25:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:26:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:27:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:28:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:29:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:30:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:31:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:32:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:33:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:34:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:35:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:36:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:37:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:38:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:39:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:40:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:41:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:42:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:43:00Z,LIGHT,1.2397,Fitbit App
2025-08-13T10:44:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:45:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:46:00Z,LIGHT,1.2397,Fitbit App
2025-08-13T10:47:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:48:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:49:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:50:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:51:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:52:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:53:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:54:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:55:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:56:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:57:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:58:00Z,LIGHT,1.127,Fitbit App
2025-08-13T10:59:00Z,LIGHT,1.127,Fitbit App
2025-08-13T11:00:00Z,LIGHT,1.127,Fitbit App
2025-08-13T11:01:00Z,LIGHT,1.127,Fitbit App
2025-08-13T11:02:00Z,LIGHT,1.127,Fitbit App
2025-08-13T11:03:00Z,LIGHT,1.127,Fitbit App
2025-08-13T11:04:00Z,LIGHT,1.12701,Fitbit App
2025-08-13T11:05:00Z,LIGHT,1.12701,Fitbit App
2025-08-13T11:06:00Z,LIGHT,1.12701,Fitbit App
2025-08-13T11:07:00Z,LIGHT,1.12701,Fitbit App
2025-08-13T11:08:00Z,LIGHT,1.12701,Fitbit App
2025-08-13T11:09:00Z,LIGHT,1.12701,Fitbit App
2025-08-13T11:10:00Z,LIGHT,1.12701,Fitbit App
2025-08-13T11:11:00Z,LIGHT,1.12701,Fitbit App
2025-08-13T11:12:00Z,LIGHT,1.12701,Fitbit App
2025-08-13T11:13:00Z,LIGHT,1.12701,Fitbit App
2025-08-13T11:14:00Z,LIGHT,1.12701,Fitbit App
2025-08-13T11:15:00Z,LIGHT,1.12701,Fitbit App
2025-08-13T11:16:00Z,LIGHT,1.12701,Fitbit App
2025-08-13T11:17:00Z,LIGHT,1.2397110000000002,Fitbit App
2025-08-13T11:18:00Z,LIGHT,1.12701,Fitbit App
2025-08-13T11:19:00Z,LIGHT,1.12701,Fitbit App
2025-08-13T11:20:00Z,LIGHT,1.12701,Fitbit App
2025-08-13T11:21:00Z,LIGHT,1.12701,Fitbit App
2025-08-13T11:22:00Z,LIGHT,1.12701,Fitbit App
2025-08-13T11:23:00Z,LIGHT,1.12701,Fitbit App
2025-08-13T11:24:00Z,LIGHT,1.12701,Fitbit App
2025-08-13T11:25:00Z,LIGHT,1.12701,Fitbit App
2025-08-13T11:26:00Z,LIGHT,1.12701,Fitbit App
2025-08-13T11:27:00Z,LIGHT,1.12701,Fitbit App
2025-08-13T11:28:00Z,LIGHT,1.12702,Fitbit App
2025-08-13T11:29:00Z,LIGHT,1.12702,Fitbit App
2025-08-13T11:30:00Z,LIGHT,1.12702,Fitbit App
2025-08-13T11:31:00Z,LIGHT,1.12702,Fitbit App
2025-08-13T11:32:00Z,LIGHT,1.12702,Fitbit App
