start time,end time,data source
2025-12-24T00:28:00Z,2025-12-24T02:15:00Z,Fitbit App
2025-12-24T02:25:00Z,2025-12-24T02:37:00Z,Fitbit App
2025-12-24T02:43:00Z,2025-12-24T06:35:00Z,Fitbit App
2025-12-24T06:44:00Z,2025-12-24T06:55:00Z,Fitbit App
2025-12-24T06:56:00Z,2025-12-24T07:52:00Z,Fitbit App
2025-12-24T08:00:00Z,2025-12-24T10:13:00Z,Fitbit App
2025-12-24T10:17:00Z,2025-12-24T11:23:00Z,Fitbit App
2025-12-24T17:44:00Z,2025-12-24T18:13:00Z,Fitbit App
2025-12-24T18:47:00Z,2025-12-24T19:00:00Z,Fitbit App
2025-12-24T19:46:00Z,2025-12-24T20:02:00Z,Fitbit App
2025-12-24T20:07:00Z,2025-12-24T21:07:00Z,Fitbit App
2025-12-24T21:14:00Z,2025-12-24T23:02:00Z,Fitbit App
2025-12-24T23:03:00Z,2025-12-24T23:33:00Z,Fitbit App
2025-12-24T23:53:00Z,2025-12-25T00:29:00Z,Fitbit App
