start time,end time,data source
2025-09-17T00:10:00Z,2025-09-17T00:59:00Z,Fitbit App
2025-09-17T01:03:00Z,2025-09-17T02:46:00Z,Fitbit App
2025-09-17T02:50:00Z,2025-09-17T03:34:00Z,Fitbit App
2025-09-17T03:44:00Z,2025-09-17T04:04:00Z,Fitbit App
2025-09-17T04:11:00Z,2025-09-17T04:23:00Z,Fitbit App
2025-09-17T04:24:00Z,2025-09-17T04:56:00Z,Fitbit App
2025-09-17T04:57:00Z,2025-09-17T05:33:00Z,Fitbit App
2025-09-17T05:37:00Z,2025-09-17T06:11:00Z,Fitbit App
2025-09-17T06:15:00Z,2025-09-17T06:42:00Z,Fitbit App
2025-09-17T06:43:00Z,2025-09-17T07:00:00Z,Fitbit App
2025-09-17T07:00:00Z,2025-09-17T07:18:00Z,Fitbit App
2025-09-17T15:28:00Z,2025-09-17T15:55:00Z,Fitbit App
2025-09-17T16:10:00Z,2025-09-17T16:59:00Z,Fitbit App
2025-09-17T17:00:00Z,2025-09-17T17:13:00Z,Fitbit App
2025-09-17T17:18:00Z,2025-09-17T18:07:00Z,Fitbit App
2025-09-17T18:08:00Z,2025-09-17T18:54:00Z,Fitbit App
2025-09-17T19:12:00Z,2025-09-17T19:55:00Z,Fitbit App
2025-09-17T19:56:00Z,2025-09-17T20:13:00Z,Fitbit App
2025-09-17T20:14:00Z,2025-09-17T20:27:00Z,Fitbit App
2025-09-17T20:28:00Z,2025-09-17T20:57:00Z,Fitbit App
2025-09-17T21:01:00Z,2025-09-17T21:20:00Z,Fitbit App
2025-09-17T21:21:00Z,2025-09-17T21:33:00Z,Fitbit App
2025-09-17T21:41:00Z,2025-09-17T22:30:00Z,Fitbit App
2025-09-17T22:31:00Z,2025-09-17T23:49:00Z,Fitbit App
2025-09-17T23:50:00Z,2025-09-18T00:43:00Z,Fitbit App
