start time,end time,data source
2025-12-21T03:23:00Z,2025-12-21T03:34:00Z,Fitbit App
2025-12-21T03:36:00Z,2025-12-21T04:09:00Z,Fitbit App
2025-12-21T04:18:00Z,2025-12-21T04:45:00Z,Fitbit App
2025-12-21T05:04:00Z,2025-12-21T05:40:00Z,Fitbit App
2025-12-21T05:41:00Z,2025-12-21T05:51:00Z,Fitbit App
2025-12-21T06:00:00Z,2025-12-21T06:16:00Z,Fitbit App
2025-12-21T06:19:00Z,2025-12-21T06:29:00Z,Fitbit App
2025-12-21T06:31:00Z,2025-12-21T07:17:00Z,Fitbit App
2025-12-21T07:18:00Z,2025-12-21T07:42:00Z,Fitbit App
2025-12-21T07:46:00Z,2025-12-21T08:00:00Z,Fitbit App
2025-12-21T08:04:00Z,2025-12-21T08:16:00Z,Fitbit App
2025-12-21T09:54:00Z,2025-12-21T10:26:00Z,Fitbit App
2025-12-21T20:02:00Z,2025-12-21T20:57:00Z,Fitbit App
2025-12-21T21:01:00Z,2025-12-21T21:23:00Z,Fitbit App
2025-12-21T21:28:00Z,2025-12-21T22:10:00Z,Fitbit App
2025-12-21T22:42:00Z,2025-12-21T22:57:00Z,Fitbit App
2025-12-21T23:51:00Z,2025-12-22T00:02:00Z,Fitbit App
