start time,end time,data source
2025-11-16T00:03:00Z,2025-11-16T01:54:00Z,Fitbit App
2025-11-16T02:19:00Z,2025-11-16T02:47:00Z,Fitbit App
2025-11-16T02:51:00Z,2025-11-16T03:02:00Z,Fitbit App
2025-11-16T03:18:00Z,2025-11-16T03:45:00Z,Fitbit App
2025-11-16T04:12:00Z,2025-11-16T04:29:00Z,Fitbit App
2025-11-16T04:38:00Z,2025-11-16T05:02:00Z,Fitbit App
2025-11-16T05:21:00Z,2025-11-16T05:50:00Z,Fitbit App
2025-11-16T06:35:00Z,2025-11-16T07:03:00Z,Fitbit App
2025-11-16T07:05:00Z,2025-11-16T08:00:00Z,Fitbit App
2025-11-16T08:00:00Z,2025-11-16T08:13:00Z,Fitbit App
