start time,end time,data source
2025-12-30T00:58:00Z,2025-12-30T01:12:00Z,Fitbit App
2025-12-30T01:30:00Z,2025-12-30T01:43:00Z,Fitbit App
2025-12-30T01:49:00Z,2025-12-30T02:18:00Z,Fitbit App
2025-12-30T02:20:00Z,2025-12-30T02:42:00Z,Fitbit App
2025-12-30T02:50:00Z,2025-12-30T03:23:00Z,Fitbit App
2025-12-30T03:27:00Z,2025-12-30T04:44:00Z,Fitbit App
2025-12-30T04:46:00Z,2025-12-30T05:00:00Z,Fitbit App
2025-12-30T11:02:00Z,2025-12-30T11:42:00Z,Fitbit App
2025-12-30T14:08:00Z,2025-12-30T15:21:00Z,Fitbit App
2025-12-30T16:11:00Z,2025-12-30T16:37:00Z,Fitbit App
2025-12-30T16:38:00Z,2025-12-30T17:07:00Z,Fitbit App
2025-12-30T17:11:00Z,2025-12-30T17:23:00Z,Fitbit App
2025-12-30T17:35:00Z,2025-12-30T18:41:00Z,Fitbit App
2025-12-30T19:26:00Z,2025-12-30T19:46:00Z,Fitbit App
2025-12-30T21:36:00Z,2025-12-30T21:56:00Z,Fitbit App
2025-12-30T22:10:00Z,2025-12-30T22:47:00Z,Fitbit App
2025-12-30T22:52:00Z,2025-12-30T23:17:00Z,Fitbit App
2025-12-30T23:22:00Z,2025-12-30T23:36:00Z,Fitbit App
