start time,end time,data source
2025-12-15T01:47:00Z,2025-12-15T01:58:00Z,Fitbit App
2025-12-15T02:02:00Z,2025-12-15T03:25:00Z,Fitbit App
2025-12-15T03:26:00Z,2025-12-15T08:00:00Z,Fitbit App
2025-12-15T16:10:00Z,2025-12-15T16:29:00Z,Fitbit App
2025-12-15T16:36:00Z,2025-12-15T17:33:00Z,Fitbit App
2025-12-15T17:34:00Z,2025-12-15T17:44:00Z,Fitbit App
2025-12-15T17:52:00Z,2025-12-15T18:06:00Z,Fitbit App
2025-12-15T18:09:00Z,2025-12-15T19:00:00Z,Fitbit App
2025-12-15T19:11:00Z,2025-12-15T19:25:00Z,Fitbit App
2025-12-15T19:27:00Z,2025-12-15T20:20:00Z,Fitbit App
2025-12-15T22:25:00Z,2025-12-15T23:03:00Z,Fitbit App
2025-12-15T23:16:00Z,2025-12-15T23:55:00Z,Fitbit App
