start time,end time,data source
2025-09-09T00:27:00Z,2025-09-09T02:32:00Z,Fitbit App
2025-09-09T02:59:00Z,2025-09-09T03:21:00Z,Fitbit App
2025-09-09T03:36:00Z,2025-09-09T05:33:00Z,Fitbit App
2025-09-09T05:36:00Z,2025-09-09T06:11:00Z,Fitbit App
2025-09-09T15:04:00Z,2025-09-09T15:46:00Z,Fitbit App
2025-09-09T15:57:00Z,2025-09-09T16:27:00Z,Fitbit App
2025-09-09T16:31:00Z,2025-09-09T16:45:00Z,Fitbit App
2025-09-09T16:50:00Z,2025-09-09T17:08:00Z,Fitbit App
2025-09-09T18:27:00Z,2025-09-09T18:42:00Z,Fitbit App
2025-09-09T18:58:00Z,2025-09-09T20:26:00Z,Fitbit App
2025-09-09T20:43:00Z,2025-09-09T21:03:00Z,Fitbit App
2025-09-09T21:12:00Z,2025-09-09T22:00:00Z,Fitbit App
2025-09-09T22:08:00Z,2025-09-09T22:53:00Z,Fitbit App
2025-09-09T23:02:00Z,2025-09-09T23:12:00Z,Fitbit App
2025-09-09T23:27:00Z,2025-09-09T23:38:00Z,Fitbit App
2025-09-09T23:39:00Z,2025-09-10T00:10:00Z,Fitbit App
