start time,end time,data source
2026-01-26T00:31:00Z,2026-01-26T01:22:00Z,Fitbit App
2026-01-26T01:23:00Z,2026-01-26T01:45:00Z,Fitbit App
2026-01-26T02:02:00Z,2026-01-26T02:13:00Z,Fitbit App
2026-01-26T03:55:00Z,2026-01-26T04:43:00Z,Fitbit App
2026-01-26T04:44:00Z,2026-01-26T05:54:00Z,Fitbit App
2026-01-26T06:10:00Z,2026-01-26T06:22:00Z,Fitbit App
2026-01-26T06:37:00Z,2026-01-26T07:24:00Z,Fitbit App
2026-01-26T07:39:00Z,2026-01-26T08:00:00Z,Fitbit App
2026-01-26T16:08:00Z,2026-01-26T16:31:00Z,Fitbit App
2026-01-26T16:47:00Z,2026-01-26T18:53:00Z,Fitbit App
2026-01-26T19:02:00Z,2026-01-26T20:08:00Z,Fitbit App
2026-01-26T20:50:00Z,2026-01-26T21:05:00Z,Fitbit App
2026-01-26T21:06:00Z,2026-01-26T21:52:00Z,Fitbit App
2026-01-26T21:57:00Z,2026-01-26T22:29:00Z,Fitbit App
2026-01-26T22:30:00Z,2026-01-27T00:33:00Z,Fitbit App
