timestamp,steps,distance millimeters,altitude gain millimeters,data source
2025-08-14T02:04:34Z,1,0,0,Charge 6
2025-08-14T02:04:35Z,3,0,0,Charge 6
2025-08-14T02:04:36Z,3,280,0,Charge 6
2025-08-14T02:04:37Z,0,430,0,Charge 6
2025-08-14T02:04:38Z,1,570,0,Charge 6
2025-08-14T02:04:39Z,3,860,0,Charge 6
2025-08-14T02:04:40Z,3,1220,0,Charge 6
2025-08-14T02:04:41Z,3,1330,0,Charge 6
2025-08-14T02:04:42Z,3,2840,0,Charge 6
2025-08-14T02:04:43Z,3,3340,0,Charge 6
2025-08-14T02:04:44Z,3,3600,0,Charge 6
2025-08-14T02:04:45Z,3,3720,0,Charge 6
2025-08-14T02:04:46Z,3,3780,0,Charge 6
2025-08-14T02:04:47Z,3,3810,0,Charge 6
2025-08-14T02:04:48Z,3,3830,0,Charge 6
2025-08-14T02:04:49Z,3,3830,0,Charge 6
2025-08-14T02:04:50Z,1,3570,0,Charge 6
2025-08-14T02:04:51Z,3,3460,0,Charge 6
2025-08-14T02:04:52Z,2,3260,0,Charge 6
2025-08-14T02:04:53Z,4,3300,0,Charge 6
2025-08-14T02:04:54Z,3,3310,0,Charge 6
2025-08-14T02:04:55Z,3,3580,0,Charge 6
2025-08-14T02:04:56Z,2,3580,0,Charge 6
2025-08-14T02:04:57Z,3,3710,0,Charge 6
2025-08-14T02:04:58Z,3,3650,0,Charge 6
2025-08-14T02:04:59Z,3,3640,0,Charge 6
2025-08-14T02:05:00Z,3,3640,0,Charge 6
2025-08-14T02:05:01Z,3,3650,0,Charge 6
2025-08-14T02:05:02Z,2,3650,0,Charge 6
2025-08-14T02:05:03Z,3,3640,0,Charge 6
2025-08-14T02:05:04Z,3,3640,0,Charge 6
2025-08-14T02:05:05Z,3,3640,0,Charge 6
2025-08-14T02:05:06Z,3,3640,0,Charge 6
2025-08-14T02:05:07Z,3,3630,0,Charge 6
2025-08-14T02:05:08Z,3,3650,0,Charge 6
2025-08-14T02:05:09Z,3,3660,0,Charge 6
2025-08-14T02:05:10Z,3,3660,0,Charge 6
2025-08-14T02:05:11Z,3,3670,0,Charge 6
2025-08-14T02:05:12Z,3,3680,0,Charge 6
2025-08-14T02:05:13Z,3,3690,0,Charge 6
2025-08-14T02:05:14Z,3,3690,0,Charge 6
2025-08-14T02:05:15Z,2,3700,0,Charge 6
2025-08-14T02:05:16Z,3,3690,0,Charge 6
2025-08-14T02:05:17Z,3,3680,0,Charge 6
2025-08-14T02:05:18Z,3,3680,0,Charge 6
2025-08-14T02:05:19Z,3,3670,0,Charge 6
2025-08-14T02:05:20Z,3,3680,0,Charge 6
2025-08-14T02:05:21Z,3,3690,0,Charge 6
2025-08-14T02:05:22Z,3,3690,0,Charge 6
2025-08-14T02:05:23Z,3,3700,0,Charge 6
2025-08-14T02:05:24Z,3,3720,0,Charge 6
2025-08-14T02:05:25Z,3,3710,0,Charge 6
2025-08-14T02:05:26Z,3,3720,0,Charge 6
2025-08-14T02:05:27Z,2,3720,0,Charge 6
2025-08-14T02:05:28Z,3,3710,0,Charge 6
2025-08-14T02:05:29Z,3,3710,0,Charge 6
2025-08-14T02:05:30Z,3,3690,0,Charge 6
2025-08-14T02:05:31Z,3,3690,0,Charge 6
2025-08-14T02:05:32Z,3,3690,0,Charge 6
2025-08-14T02:05:33Z,3,3710,0,Charge 6
2025-08-14T02:05:34Z,2,3700,0,Charge 6
2025-08-14T02:05:35Z,3,3700,0,Charge 6
2025-08-14T02:05:36Z,3,3680,0,Charge 6
2025-08-14T02:05:37Z,3,3680,0,Charge 6
2025-08-14T02:05:38Z,3,3680,0,Charge 6
2025-08-14T02:05:39Z,3,3690,0,Charge 6
2025-08-14T02:05:40Z,2,3680,0,Charge 6
2025-08-14T02:05:41Z,3,3680,0,Charge 6
2025-08-14T02:05:42Z,3,3670,0,Charge 6
2025-08-14T02:05:43Z,3,3660,0,Charge 6
2025-08-14T02:05:44Z,3,3670,0,Charge 6
2025-08-14T02:05:45Z,3,3670,0,Charge 6
2025-08-14T02:05:46Z,3,3680,0,Charge 6
2025-08-14T02:05:47Z,3,3690,0,Charge 6
2025-08-14T02:05:48Z,3,3690,0,Charge 6
2025-08-14T02:05:49Z,2,3690,0,Charge 6
2025-08-14T02:05:50Z,3,3690,0,Charge 6
2025-08-14T02:05:51Z,3,3680,0,Charge 6
2025-08-14T02:05:52Z,3,3670,0,Charge 6
2025-08-14T02:05:53Z,3,3670,0,Charge 6
2025-08-14T02:05:54Z,3,3680,0,Charge 6
2025-08-14T02:05:55Z,3,3690,0,Charge 6
2025-08-14T02:05:56Z,2,3680,0,Charge 6
2025-08-14T02:05:57Z,3,3680,0,Charge 6
2025-08-14T02:05:58Z,3,3670,0,Charge 6
2025-08-14T02:05:59Z,3,3660,0,Charge 6
2025-08-14T02:06:00Z,3,3670,0,Charge 6
2025-08-14T02:06:01Z,2,3650,0,Charge 6
2025-08-14T02:06:02Z,3,3660,0,Charge 6
2025-08-14T02:06:03Z,3,3660,0,Charge 6
2025-08-14T02:06:04Z,3,3650,0,Charge 6
2025-08-14T02:06:05Z,3,3640,0,Charge 6
2025-08-14T02:06:06Z,3,3660,0,Charge 6
2025-08-14T02:06:07Z,3,3660,0,Charge 6
2025-08-14T02:06:08Z,3,3680,0,Charge 6
2025-08-14T02:06:09Z,3,3680,0,Charge 6
2025-08-14T02:06:10Z,2,3680,0,Charge 6
2025-08-14T02:06:11Z,3,3670,0,Charge 6
2025-08-14T02:06:12Z,2,3650,0,Charge 6
2025-08-14T02:06:13Z,3,3640,0,Charge 6
2025-08-14T02:06:14Z,3,3630,0,Charge 6
2025-08-14T02:06:15Z,3,3620,0,Charge 6
2025-08-14T02:06:16Z,3,3620,0,Charge 6
2025-08-14T02:06:17Z,3,3630,0,Charge 6
2025-08-14T02:06:18Z,3,3640,0,Charge 6
2025-08-14T02:06:19Z,2,3650,0,Charge 6
2025-08-14T02:06:20Z,2,3620,0,Charge 6
2025-08-14T02:06:21Z,2,3590,0,Charge 6
2025-08-14T02:06:22Z,3,3570,0,Charge 6
2025-08-14T02:06:23Z,2,3500,0,Charge 6
2025-08-14T02:06:24Z,3,3470,0,Charge 6
2025-08-14T02:06:25Z,4,3480,0,Charge 6
2025-08-14T02:06:26Z,3,3520,0,Charge 6
2025-08-14T02:06:27Z,2,3520,0,Charge 6
2025-08-14T02:06:28Z,3,3540,0,Charge 6
2025-08-14T02:06:29Z,3,3550,0,Charge 6
2025-08-14T02:06:30Z,3,3560,0,Charge 6
2025-08-14T02:06:31Z,3,3550,0,Charge 6
2025-08-14T02:06:32Z,3,3570,0,Charge 6
2025-08-14T02:06:33Z,3,3590,0,Charge 6
2025-08-14T02:06:34Z,2,3580,0,Charge 6
2025-08-14T02:06:35Z,3,3590,0,Charge 6
2025-08-14T02:06:36Z,3,3590,0,Charge 6
2025-08-14T02:06:37Z,3,3580,0,Charge 6
2025-08-14T02:06:38Z,3,3590,0,Charge 6
2025-08-14T02:06:39Z,3,3590,0,Charge 6
2025-08-14T02:06:40Z,3,3610,0,Charge 6
2025-08-14T02:06:41Z,2,3610,0,Charge 6
2025-08-14T02:06:42Z,3,3610,0,Charge 6
2025-08-14T02:06:43Z,3,3600,0,Charge 6
2025-08-14T02:06:44Z,3,3600,0,Charge 6
2025-08-14T02:06:45Z,3,3600,0,Charge 6
2025-08-14T02:06:46Z,3,3600,0,Charge 6
2025-08-14T02:06:47Z,3,3620,0,Charge 6
2025-08-14T02:06:48Z,2,3620,0,Charge 6
2025-08-14T02:06:49Z,3,3610,0,Charge 6
2025-08-14T02:06:50Z,3,3610,0,Charge 6
2025-08-14T02:06:51Z,3,3610,0,Charge 6
2025-08-14T02:06:52Z,3,3610,0,Charge 6
2025-08-14T02:06:53Z,3,3610,0,Charge 6
2025-08-14T02:06:54Z,2,3620,0,Charge 6
2025-08-14T02:06:55Z,3,3620,0,Charge 6
2025-08-14T02:06:56Z,3,3620,0,Charge 6
2025-08-14T02:06:57Z,3,3600,0,Charge 6
2025-08-14T02:06:58Z,3,3610,0,Charge 6
2025-08-14T02:06:59Z,3,3630,0,Charge 6
2025-08-14T02:07:00Z,3,3630,0,Charge 6
2025-08-14T02:07:01Z,2,3630,0,Charge 6
2025-08-14T02:07:02Z,3,3640,0,Charge 6
2025-08-14T02:07:03Z,3,3620,0,Charge 6
2025-08-14T02:07:04Z,3,3630,0,Charge 6
2025-08-14T02:07:05Z,3,3620,0,Charge 6
2025-08-14T02:07:06Z,3,3640,0,Charge 6
2025-08-14T02:07:07Z,3,3640,0,Charge 6
2025-08-14T02:07:08Z,3,3650,0,Charge 6
2025-08-14T02:07:09Z,3,3670,0,Charge 6
2025-08-14T02:07:10Z,2,3650,0,Charge 6
2025-08-14T02:07:11Z,3,3660,0,Charge 6
2025-08-14T02:07:12Z,3,3650,0,Charge 6
2025-08-14T02:07:13Z,3,3650,0,Charge 6
