start time,end time,data source
2025-09-24T00:12:00Z,2025-09-24T00:36:00Z,Fitbit App
2025-09-24T00:37:00Z,2025-09-24T01:08:00Z,Fitbit App
2025-09-24T01:29:00Z,2025-09-24T01:42:00Z,Fitbit App
2025-09-24T02:24:00Z,2025-09-24T02:38:00Z,Fitbit App
2025-09-24T02:49:00Z,2025-09-24T03:03:00Z,Fitbit App
2025-09-24T04:55:00Z,2025-09-24T05:10:00Z,Fitbit App
2025-09-24T05:16:00Z,2025-09-24T05:27:00Z,Fitbit App
2025-09-24T16:37:00Z,2025-09-24T17:33:00Z,Fitbit App
2025-09-24T20:10:00Z,2025-09-24T20:27:00Z,Fitbit App
2025-09-24T23:20:00Z,2025-09-24T23:37:00Z,Fitbit App
2025-09-24T23:38:00Z,2025-09-24T23:59:00Z,Fitbit App
