start time,end time,data source
2025-11-14T01:44:00Z,2025-11-14T02:09:00Z,Fitbit App
2025-11-14T02:16:00Z,2025-11-14T02:35:00Z,Fitbit App
2025-11-14T03:39:00Z,2025-11-14T03:51:00Z,Fitbit App
2025-11-14T03:56:00Z,2025-11-14T04:44:00Z,Fitbit App
2025-11-14T04:49:00Z,2025-11-14T05:00:00Z,Fitbit App
2025-11-14T05:15:00Z,2025-11-14T06:16:00Z,Fitbit App
2025-11-14T06:21:00Z,2025-11-14T06:43:00Z,Fitbit App
2025-11-14T07:05:00Z,2025-11-14T07:18:00Z,Fitbit App
2025-11-14T07:22:00Z,2025-11-14T08:00:00Z,Fitbit App
2025-11-14T17:17:00Z,2025-11-14T17:27:00Z,Fitbit App
2025-11-14T17:31:00Z,2025-11-14T17:42:00Z,Fitbit App
2025-11-14T17:43:00Z,2025-11-14T17:55:00Z,Fitbit App
2025-11-14T17:58:00Z,2025-11-14T18:22:00Z,Fitbit App
2025-11-14T19:53:00Z,2025-11-14T20:52:00Z,Fitbit App
2025-11-14T20:56:00Z,2025-11-14T21:51:00Z,Fitbit App
2025-11-14T21:57:00Z,2025-11-14T23:02:00Z,Fitbit App
2025-11-14T23:17:00Z,2025-11-14T23:42:00Z,Fitbit App
2025-11-14T23:54:00Z,2025-11-15T00:04:00Z,Fitbit App
