start time,end time,data source
2025-08-21T02:39:00Z,2025-08-21T03:26:00Z,Fitbit App
2025-08-21T03:43:00Z,2025-08-21T04:49:00Z,Fitbit App
2025-08-21T04:53:00Z,2025-08-21T06:16:00Z,Fitbit App
2025-08-21T06:30:00Z,2025-08-21T07:00:00Z,Fitbit App
2025-08-21T07:00:00Z,2025-08-21T07:33:00Z,Fitbit App
2025-08-21T14:58:00Z,2025-08-21T15:17:00Z,Fitbit App
2025-08-21T15:22:00Z,2025-08-21T15:57:00Z,Fitbit App
2025-08-21T16:13:00Z,2025-08-21T17:16:00Z,Fitbit App
2025-08-21T17:20:00Z,2025-08-21T17:51:00Z,Fitbit App
2025-08-21T17:55:00Z,2025-08-21T19:07:00Z,Fitbit App
2025-08-21T19:31:00Z,2025-08-21T20:37:00Z,Fitbit App
2025-08-21T20:49:00Z,2025-08-21T21:19:00Z,Fitbit App
2025-08-21T21:21:00Z,2025-08-21T21:49:00Z,Fitbit App
2025-08-21T21:58:00Z,2025-08-21T23:20:00Z,Fitbit App
