start time,end time,data source
2025-09-26T00:08:00Z,2025-09-26T01:02:00Z,Fitbit App
2025-09-26T01:53:00Z,2025-09-26T02:05:00Z,Fitbit App
2025-09-26T02:31:00Z,2025-09-26T02:44:00Z,Fitbit App
2025-09-26T03:17:00Z,2025-09-26T03:52:00Z,Fitbit App
2025-09-26T04:40:00Z,2025-09-26T04:50:00Z,Fitbit App
2025-09-26T05:35:00Z,2025-09-26T05:47:00Z,Fitbit App
2025-09-26T07:08:00Z,2025-09-26T07:39:00Z,Fitbit App
2025-09-26T15:46:00Z,2025-09-26T16:26:00Z,Fitbit App
2025-09-26T17:09:00Z,2025-09-26T17:30:00Z,Fitbit App
2025-09-26T17:41:00Z,2025-09-26T17:56:00Z,Fitbit App
2025-09-26T18:11:00Z,2025-09-26T18:37:00Z,Fitbit App
2025-09-26T19:26:00Z,2025-09-26T19:44:00Z,Fitbit App
2025-09-26T20:03:00Z,2025-09-26T20:59:00Z,Fitbit App
2025-09-26T21:03:00Z,2025-09-26T21:28:00Z,Fitbit App
2025-09-26T21:32:00Z,2025-09-26T21:56:00Z,Fitbit App
2025-09-26T21:57:00Z,2025-09-26T22:19:00Z,Fitbit App
