start time,end time,data source
2025-10-29T00:10:00Z,2025-10-29T00:47:00Z,Fitbit App
2025-10-29T02:45:00Z,2025-10-29T02:58:00Z,Fitbit App
2025-10-29T03:39:00Z,2025-10-29T04:31:00Z,Fitbit App
2025-10-29T06:24:00Z,2025-10-29T06:39:00Z,Fitbit App
2025-10-29T08:34:00Z,2025-10-29T09:10:00Z,Fitbit App
2025-10-29T09:11:00Z,2025-10-29T09:21:00Z,Fitbit App
2025-10-29T14:56:00Z,2025-10-29T15:41:00Z,Fitbit App
2025-10-29T15:42:00Z,2025-10-29T15:59:00Z,Fitbit App
2025-10-29T16:07:00Z,2025-10-29T16:43:00Z,Fitbit App
2025-10-29T16:51:00Z,2025-10-29T17:06:00Z,Fitbit App
2025-10-29T17:13:00Z,2025-10-29T17:23:00Z,Fitbit App
2025-10-29T20:02:00Z,2025-10-29T20:19:00Z,Fitbit App
2025-10-29T20:40:00Z,2025-10-29T20:55:00Z,Fitbit App
2025-10-29T21:29:00Z,2025-10-29T22:06:00Z,Fitbit App
2025-10-29T22:09:00Z,2025-10-29T22:42:00Z,Fitbit App
2025-10-29T23:00:00Z,2025-10-29T23:52:00Z,Fitbit App
