start time,end time,data source
2025-12-23T01:38:00Z,2025-12-23T01:56:00Z,Fitbit App
2025-12-23T02:30:00Z,2025-12-23T06:31:00Z,Fitbit App
2025-12-23T06:32:00Z,2025-12-23T07:28:00Z,Fitbit App
2025-12-23T07:33:00Z,2025-12-23T08:00:00Z,Fitbit App
2025-12-23T08:00:00Z,2025-12-23T09:55:00Z,Fitbit App
2025-12-23T09:56:00Z,2025-12-23T10:13:00Z,Fitbit App
2025-12-23T10:15:00Z,2025-12-23T10:49:00Z,Fitbit App
2025-12-23T14:46:00Z,2025-12-23T15:18:00Z,Fitbit App
2025-12-23T16:04:00Z,2025-12-23T18:15:00Z,Fitbit App
2025-12-23T18:30:00Z,2025-12-23T18:46:00Z,Fitbit App
2025-12-23T19:04:00Z,2025-12-23T19:26:00Z,Fitbit App
2025-12-23T19:47:00Z,2025-12-23T20:06:00Z,Fitbit App
2025-12-23T20:08:00Z,2025-12-23T21:04:00Z,Fitbit App
2025-12-23T21:19:00Z,2025-12-23T23:30:00Z,Fitbit App
2025-12-23T23:34:00Z,2025-12-23T23:49:00Z,Fitbit App
2025-12-23T23:57:00Z,2025-12-24T00:27:00Z,Fitbit App
