timestamp,steps,distance millimeters,altitude gain millimeters,data source
2025-11-16T17:29:32Z,1,0,0,Charge 6
2025-11-16T17:29:33Z,2,280,0,Charge 6
2025-11-16T17:29:34Z,3,500,0,Charge 6
2025-11-16T17:29:35Z,2,750,0,Charge 6
2025-11-16T17:29:36Z,2,1020,0,Charge 6
2025-11-16T17:29:37Z,1,1230,0,Charge 6
2025-11-16T17:29:38Z,2,1330,0,Charge 6
2025-11-16T17:29:39Z,2,1310,0,Charge 6
2025-11-16T17:29:40Z,1,1220,0,Charge 6
2025-11-16T17:29:41Z,3,1260,0,Charge 6
2025-11-16T17:29:42Z,0,1210,0,Charge 6
2025-11-16T17:29:43Z,1,1100,0,Charge 6
2025-11-16T17:29:44Z,1,1100,0,Charge 6
2025-11-16T17:29:45Z,2,1050,0,Charge 6
2025-11-16T17:29:46Z,2,1100,0,Charge 6
2025-11-16T17:29:47Z,2,1050,0,Charge 6
2025-11-16T17:29:48Z,2,1170,0,Charge 6
2025-11-16T17:29:49Z,1,1230,0,Charge 6
2025-11-16T17:29:50Z,2,1260,0,Charge 6
2025-11-16T17:29:51Z,3,1340,0,Charge 6
2025-11-16T17:29:52Z,2,1390,0,Charge 6
2025-11-16T17:29:53Z,3,1480,0,Charge 6
2025-11-16T17:29:54Z,1,1540,0,Charge 6
2025-11-16T17:29:55Z,2,1550,0,Charge 6
2025-11-16T17:29:56Z,1,1540,0,Charge 6
2025-11-16T17:29:57Z,2,1530,0,Charge 6
2025-11-16T17:29:58Z,2,1510,0,Charge 6
2025-11-16T17:29:59Z,2,1500,0,Charge 6
2025-11-16T17:30:00Z,0,1440,0,Charge 6
2025-11-16T17:30:01Z,1,1410,0,Charge 6
2025-11-16T17:30:02Z,2,1380,0,Charge 6
2025-11-16T17:30:03Z,3,1360,0,Charge 6
2025-11-16T17:30:04Z,1,1330,0,Charge 6
2025-11-16T17:30:05Z,2,1320,0,Charge 6
2025-11-16T17:30:06Z,0,1310,0,Charge 6
2025-11-16T17:30:07Z,0,1270,0,Charge 6
2025-11-16T17:30:08Z,0,1190,0,Charge 6
2025-11-16T17:30:09Z,0,280,0,Charge 6
2025-11-16T17:30:10Z,0,0,0,Charge 6
2025-11-16T17:30:11Z,0,0,0,Charge 6
2025-11-16T17:30:12Z,0,0,0,Charge 6
2025-11-16T17:30:13Z,0,0,0,Charge 6
2025-11-16T17:30:14Z,0,0,0,Charge 6
2025-11-16T17:30:15Z,0,0,0,Charge 6
2025-11-16T17:30:16Z,0,0,0,Charge 6
2025-11-16T17:30:17Z,0,0,0,Charge 6
2025-11-16T17:30:18Z,0,0,0,Charge 6
2025-11-16T17:30:19Z,0,0,0,Charge 6
2025-11-16T17:30:20Z,0,0,0,Charge 6
2025-11-16T17:30:21Z,1,0,0,Charge 6
2025-11-16T17:30:22Z,2,0,0,Charge 6
2025-11-16T17:30:23Z,2,0,0,Charge 6
2025-11-16T17:30:24Z,1,0,0,Charge 6
2025-11-16T17:30:25Z,3,280,0,Charge 6
2025-11-16T17:30:26Z,3,640,0,Charge 6
2025-11-16T17:30:27Z,2,970,0,Charge 6
2025-11-16T17:30:28Z,2,1270,0,Charge 6
2025-11-16T17:30:29Z,1,1500,0,Charge 6
2025-11-16T17:30:30Z,2,1470,0,Charge 6
2025-11-16T17:30:31Z,1,1310,0,Charge 6
2025-11-16T17:30:32Z,2,1220,0,Charge 6
2025-11-16T17:30:33Z,2,1190,0,Charge 6
2025-11-16T17:30:34Z,1,1160,0,Charge 6
2025-11-16T17:30:35Z,3,1230,0,Charge 6
2025-11-16T17:30:36Z,3,1410,0,Charge 6
2025-11-16T17:30:37Z,3,1560,0,Charge 6
2025-11-16T17:30:38Z,2,1640,0,Charge 6
2025-11-16T17:30:39Z,3,3230,0,Charge 6
2025-11-16T17:30:40Z,1,3140,0,Charge 6
2025-11-16T17:30:41Z,3,3110,0,Charge 6
2025-11-16T17:30:42Z,1,2820,0,Charge 6
2025-11-16T17:30:43Z,2,2680,0,Charge 6
