start time,end time,data source
2025-09-15T01:41:00Z,2025-09-15T02:36:00Z,Fitbit App
2025-09-15T03:09:00Z,2025-09-15T04:05:00Z,Fitbit App
2025-09-15T04:06:00Z,2025-09-15T05:30:00Z,Fitbit App
2025-09-15T05:38:00Z,2025-09-15T07:00:00Z,Fitbit App
2025-09-15T07:00:00Z,2025-09-15T08:06:00Z,Fitbit App
2025-09-15T08:07:00Z,2025-09-15T08:43:00Z,Fitbit App
2025-09-15T08:44:00Z,2025-09-15T08:54:00Z,Fitbit App
2025-09-15T14:51:00Z,2025-09-15T16:13:00Z,Fitbit App
2025-09-15T16:24:00Z,2025-09-15T16:47:00Z,Fitbit App
2025-09-15T16:52:00Z,2025-09-15T17:15:00Z,Fitbit App
2025-09-15T17:42:00Z,2025-09-15T17:52:00Z,Fitbit App
2025-09-15T18:14:00Z,2025-09-15T18:29:00Z,Fitbit App
2025-09-15T18:34:00Z,2025-09-15T18:55:00Z,Fitbit App
2025-09-15T19:09:00Z,2025-09-15T19:49:00Z,Fitbit App
2025-09-15T20:13:00Z,2025-09-15T20:23:00Z,Fitbit App
2025-09-15T20:28:00Z,2025-09-15T21:39:00Z,Fitbit App
2025-09-15T21:47:00Z,2025-09-15T22:11:00Z,Fitbit App
