timestamp,steps,distance millimeters,altitude gain millimeters,data source
2025-12-23T19:00:36Z,3,0,0,Charge 6
2025-12-23T19:00:37Z,2,280,0,Charge 6
2025-12-23T19:00:38Z,3,500,0,Charge 6
2025-12-23T19:00:39Z,3,820,0,Charge 6
2025-12-23T19:00:40Z,3,1200,0,Charge 6
2025-12-23T19:00:41Z,2,2740,0,Charge 6
2025-12-23T19:00:42Z,3,3150,0,Charge 6
2025-12-23T19:00:43Z,3,3380,0,Charge 6
2025-12-23T19:00:44Z,3,3470,0,Charge 6
2025-12-23T19:00:45Z,3,3530,0,Charge 6
2025-12-23T19:00:46Z,2,3560,0,Charge 6
2025-12-23T19:00:47Z,3,3570,0,Charge 6
2025-12-23T19:00:48Z,3,3580,0,Charge 6
2025-12-23T19:00:49Z,2,3450,0,Charge 6
2025-12-23T19:00:50Z,3,3390,0,Charge 6
2025-12-23T19:00:51Z,2,3360,0,Charge 6
2025-12-23T19:00:52Z,2,3210,0,Charge 6
2025-12-23T19:00:53Z,2,3020,0,Charge 6
2025-12-23T19:00:54Z,2,2910,0,Charge 6
2025-12-23T19:00:55Z,2,2740,0,Charge 6
2025-12-23T19:00:56Z,2,2640,0,Charge 6
2025-12-23T19:00:57Z,2,2610,0,Charge 6
2025-12-23T19:00:58Z,1,1370,0,Charge 6
2025-12-23T19:00:59Z,3,1380,0,Charge 6
2025-12-23T19:01:00Z,2,1380,0,Charge 6
2025-12-23T19:01:01Z,2,1380,0,Charge 6
2025-12-23T19:01:02Z,2,1380,0,Charge 6
2025-12-23T19:01:03Z,2,1400,0,Charge 6
2025-12-23T19:01:04Z,2,1400,0,Charge 6
2025-12-23T19:01:05Z,2,1400,0,Charge 6
2025-12-23T19:01:06Z,2,1400,0,Charge 6
2025-12-23T19:01:07Z,2,1400,0,Charge 6
2025-12-23T19:01:08Z,2,1400,0,Charge 6
2025-12-23T19:01:09Z,3,1420,0,Charge 6
2025-12-23T19:01:10Z,1,1410,0,Charge 6
2025-12-23T19:01:11Z,3,1420,0,Charge 6
2025-12-23T19:01:12Z,2,2550,0,Charge 6
2025-12-23T19:01:13Z,3,2600,0,Charge 6
2025-12-23T19:01:14Z,2,2630,0,Charge 6
2025-12-23T19:01:15Z,2,2640,0,Charge 6
2025-12-23T19:01:16Z,2,2670,0,Charge 6
2025-12-23T19:01:17Z,2,2680,0,Charge 6
2025-12-23T19:01:18Z,2,2670,0,Charge 6
2025-12-23T19:01:19Z,2,2660,0,Charge 6
2025-12-23T19:01:20Z,1,1490,0,Charge 6
2025-12-23T19:01:21Z,2,1480,0,Charge 6
2025-12-23T19:01:22Z,1,1460,0,Charge 6
2025-12-23T19:01:23Z,1,1430,0,Charge 6
2025-12-23T19:01:24Z,2,1420,0,Charge 6
2025-12-23T19:01:25Z,2,1400,0,Charge 6
2025-12-23T19:01:26Z,2,1370,0,Charge 6
2025-12-23T19:01:27Z,1,1350,0,Charge 6
2025-12-23T19:01:28Z,2,1350,0,Charge 6
2025-12-23T19:01:29Z,1,1330,0,Charge 6
2025-12-23T19:01:30Z,0,1310,0,Charge 6
2025-12-23T19:01:31Z,0,1230,0,Charge 6
2025-12-23T19:01:32Z,0,1150,0,Charge 6
2025-12-23T19:01:33Z,0,140,0,Charge 6
2025-12-23T19:01:34Z,0,0,0,Charge 6
2025-12-23T19:01:35Z,0,0,0,Charge 6
2025-12-23T19:01:36Z,0,0,0,Charge 6
2025-12-23T19:01:37Z,0,0,0,Charge 6
2025-12-23T19:01:38Z,0,0,0,Charge 6
2025-12-23T19:01:39Z,0,0,0,Charge 6
2025-12-23T19:01:40Z,0,0,0,Charge 6
2025-12-23T19:01:41Z,1,0,0,Charge 6
2025-12-23T19:01:42Z,2,0,0,Charge 6
2025-12-23T19:01:43Z,2,0,0,Charge 6
