start time,end time,data source
2025-12-17T00:04:00Z,2025-12-17T02:07:00Z,Fitbit App
2025-12-17T02:13:00Z,2025-12-17T02:41:00Z,Fitbit App
2025-12-17T02:42:00Z,2025-12-17T02:53:00Z,Fitbit App
2025-12-17T02:54:00Z,2025-12-17T04:27:00Z,Fitbit App
2025-12-17T04:32:00Z,2025-12-17T08:00:00Z,Fitbit App
2025-12-17T08:00:00Z,2025-12-17T09:51:00Z,Fitbit App
2025-12-17T09:52:00Z,2025-12-17T10:16:00Z,Fitbit App
2025-12-17T18:58:00Z,2025-12-17T19:19:00Z,Fitbit App
2025-12-17T19:37:00Z,2025-12-17T19:58:00Z,Fitbit App
2025-12-17T20:05:00Z,2025-12-17T21:42:00Z,Fitbit App
2025-12-17T21:52:00Z,2025-12-17T22:10:00Z,Fitbit App
2025-12-17T22:12:00Z,2025-12-17T23:15:00Z,Fitbit App
