timestamp,steps,distance millimeters,altitude gain millimeters,data source
2025-10-25T01:06:09Z,0,0,0,Charge 6
2025-10-25T01:06:10Z,0,0,0,Charge 6
2025-10-25T01:06:11Z,0,0,0,Charge 6
2025-10-25T01:06:12Z,0,0,0,Charge 6
2025-10-25T01:06:13Z,0,0,0,Charge 6
2025-10-25T01:06:14Z,0,0,0,Charge 6
2025-10-25T01:06:17Z,0,0,0,Charge 6
2025-10-25T01:06:18Z,0,0,0,Charge 6
2025-10-25T01:06:19Z,0,0,0,Charge 6
2025-10-25T01:06:20Z,0,0,0,Charge 6
2025-10-25T01:06:21Z,0,0,0,Charge 6
2025-10-25T01:06:22Z,0,0,0,Charge 6
2025-10-25T01:06:23Z,0,0,0,Charge 6
2025-10-25T01:06:24Z,0,0,0,Charge 6
2025-10-25T01:06:25Z,0,0,0,Charge 6
2025-10-25T01:06:26Z,0,0,0,Charge 6
2025-10-25T01:06:27Z,0,0,0,Charge 6
2025-10-25T01:06:28Z,0,0,0,Charge 6
2025-10-25T01:06:29Z,0,0,0,Charge 6
2025-10-25T01:06:30Z,0,0,0,Charge 6
2025-10-25T01:06:31Z,0,0,0,Charge 6
2025-10-25T01:06:32Z,0,0,0,Charge 6
2025-10-25T01:06:33Z,0,0,0,Charge 6
2025-10-25T01:06:34Z,0,0,0,Charge 6
2025-10-25T01:06:35Z,2,0,0,Charge 6
2025-10-25T01:06:36Z,2,0,0,Charge 6
2025-10-25T01:06:37Z,0,0,0,Charge 6
2025-10-25T01:06:38Z,0,0,0,Charge 6
2025-10-25T01:06:39Z,0,0,0,Charge 6
2025-10-25T01:06:40Z,0,0,0,Charge 6
2025-10-25T01:06:41Z,0,0,0,Charge 6
2025-10-25T01:06:42Z,0,0,0,Charge 6
2025-10-25T01:06:43Z,0,0,0,Charge 6
2025-10-25T01:06:44Z,0,0,0,Charge 6
2025-10-25T01:06:45Z,0,0,0,Charge 6
2025-10-25T01:06:46Z,0,0,0,Charge 6
2025-10-25T01:06:47Z,0,0,0,Charge 6
2025-10-25T01:06:48Z,0,0,0,Charge 6
2025-10-25T01:06:49Z,0,0,0,Charge 6
2025-10-25T01:06:50Z,0,0,0,Charge 6
2025-10-25T01:06:51Z,0,0,0,Charge 6
2025-10-25T01:06:52Z,0,0,0,Charge 6
2025-10-25T01:06:53Z,0,0,0,Charge 6
2025-10-25T01:06:54Z,0,0,0,Charge 6
2025-10-25T01:06:55Z,0,0,0,Charge 6
2025-10-25T01:06:56Z,0,0,0,Charge 6
2025-10-25T01:06:57Z,0,0,0,Charge 6
2025-10-25T01:06:58Z,1,0,0,Charge 6
2025-10-25T01:06:59Z,1,0,0,Charge 6
2025-10-25T01:07:00Z,2,0,0,Charge 6
2025-10-25T01:07:01Z,1,0,0,Charge 6
2025-10-25T01:07:02Z,2,120,0,Charge 6
2025-10-25T01:07:03Z,1,260,0,Charge 6
2025-10-25T01:07:04Z,1,390,0,Charge 6
2025-10-25T01:07:05Z,2,560,0,Charge 6
2025-10-25T01:07:06Z,0,690,0,Charge 6
2025-10-25T01:07:07Z,0,650,0,Charge 6
2025-10-25T01:07:08Z,0,580,0,Charge 6
2025-10-25T01:07:09Z,0,0,0,Charge 6
2025-10-25T01:07:10Z,0,0,0,Charge 6
2025-10-25T01:07:11Z,0,0,0,Charge 6
2025-10-25T01:07:12Z,0,0,0,Charge 6
2025-10-25T01:07:13Z,0,0,0,Charge 6
2025-10-25T01:07:14Z,1,0,0,Charge 6
2025-10-25T01:07:15Z,1,0,0,Charge 6
2025-10-25T01:07:16Z,0,0,0,Charge 6
2025-10-25T01:07:17Z,3,0,0,Charge 6
2025-10-25T01:07:18Z,1,140,0,Charge 6
2025-10-25T01:07:19Z,2,290,0,Charge 6
2025-10-25T01:07:20Z,1,460,0,Charge 6
2025-10-25T01:07:21Z,2,650,0,Charge 6
2025-10-25T01:07:22Z,1,820,0,Charge 6
2025-10-25T01:07:23Z,0,820,0,Charge 6
2025-10-25T01:07:24Z,0,750,0,Charge 6
2025-10-25T01:07:25Z,0,670,0,Charge 6
2025-10-25T01:07:26Z,0,0,0,Charge 6
2025-10-25T01:07:27Z,0,0,0,Charge 6
2025-10-25T01:07:28Z,0,0,0,Charge 6
2025-10-25T01:07:29Z,0,0,0,Charge 6
2025-10-25T01:07:30Z,1,0,0,Charge 6
2025-10-25T01:07:31Z,0,0,0,Charge 6
2025-10-25T01:07:32Z,2,0,0,Charge 6
2025-10-25T01:07:33Z,1,0,0,Charge 6
2025-10-25T01:07:34Z,1,0,0,Charge 6
2025-10-25T01:07:35Z,1,0,0,Charge 6
2025-10-25T01:07:36Z,2,130,0,Charge 6
2025-10-25T01:07:37Z,0,240,0,Charge 6
2025-10-25T01:07:38Z,2,380,0,Charge 6
2025-10-25T01:07:39Z,0,490,0,Charge 6
2025-10-25T01:07:40Z,0,570,0,Charge 6
2025-10-25T01:07:41Z,0,0,0,Charge 6
2025-10-25T01:07:42Z,0,0,0,Charge 6
2025-10-25T01:07:43Z,0,0,0,Charge 6
2025-10-25T01:07:44Z,0,0,0,Charge 6
2025-10-25T01:07:45Z,0,0,0,Charge 6
2025-10-25T01:07:46Z,0,0,0,Charge 6
2025-10-25T01:07:47Z,0,0,0,Charge 6
2025-10-25T01:07:48Z,0,0,0,Charge 6
2025-10-25T01:07:49Z,0,0,0,Charge 6
2025-10-25T01:07:50Z,0,0,0,Charge 6
2025-10-25T01:07:51Z,0,0,0,Charge 6
2025-10-25T01:07:52Z,0,0,0,Charge 6
2025-10-25T01:07:53Z,0,0,0,Charge 6
2025-10-25T01:07:54Z,0,0,0,Charge 6
2025-10-25T01:07:55Z,0,0,0,Charge 6
2025-10-25T01:07:56Z,0,0,0,Charge 6
2025-10-25T01:07:57Z,0,0,0,Charge 6
2025-10-25T01:07:58Z,2,0,0,Charge 6
2025-10-25T01:07:59Z,1,0,0,Charge 6
2025-10-25T01:08:00Z,2,130,0,Charge 6
2025-10-25T01:08:01Z,1,280,0,Charge 6
2025-10-25T01:08:02Z,1,410,0,Charge 6
2025-10-25T01:08:03Z,2,590,0,Charge 6
2025-10-25T01:08:04Z,1,750,0,Charge 6
2025-10-25T01:08:05Z,0,730,0,Charge 6
2025-10-25T01:08:06Z,1,720,0,Charge 6
2025-10-25T01:08:07Z,1,710,0,Charge 6
2025-10-25T01:08:08Z,0,640,0,Charge 6
2025-10-25T01:08:09Z,0,0,0,Charge 6
2025-10-25T01:08:10Z,0,0,0,Charge 6
2025-10-25T01:08:11Z,0,0,0,Charge 6
2025-10-25T01:08:12Z,0,0,0,Charge 6
2025-10-25T01:08:13Z,0,0,0,Charge 6
2025-10-25T01:08:14Z,0,0,0,Charge 6
2025-10-25T01:08:15Z,2,0,0,Charge 6
2025-10-25T01:08:16Z,2,0,0,Charge 6
2025-10-25T01:08:17Z,0,0,0,Charge 6
2025-10-25T01:08:18Z,0,0,0,Charge 6
2025-10-25T01:08:19Z,0,0,0,Charge 6
2025-10-25T01:08:20Z,0,0,0,Charge 6
2025-10-25T01:08:21Z,0,0,0,Charge 6
2025-10-25T01:08:22Z,0,0,0,Charge 6
2025-10-25T01:08:23Z,0,0,0,Charge 6
2025-10-25T01:08:24Z,0,0,0,Charge 6
2025-10-25T01:08:25Z,0,0,0,Charge 6
2025-10-25T01:08:26Z,0,0,0,Charge 6
2025-10-25T01:08:27Z,0,0,0,Charge 6
2025-10-25T01:08:28Z,0,0,0,Charge 6
2025-10-25T01:08:29Z,0,0,0,Charge 6
2025-10-25T01:08:30Z,0,0,0,Charge 6
2025-10-25T01:08:31Z,0,0,0,Charge 6
2025-10-25T01:08:32Z,0,0,0,Charge 6
2025-10-25T01:08:33Z,0,0,0,Charge 6
2025-10-25T01:08:34Z,0,0,0,Charge 6
2025-10-25T01:08:35Z,0,0,0,Charge 6
2025-10-25T01:08:36Z,0,0,0,Charge 6
2025-10-25T01:08:37Z,0,0,0,Charge 6
2025-10-25T01:08:38Z,0,0,0,Charge 6
2025-10-25T01:08:39Z,0,0,0,Charge 6
2025-10-25T01:08:40Z,0,0,0,Charge 6
2025-10-25T01:08:41Z,0,0,0,Charge 6
2025-10-25T01:08:42Z,0,0,0,Charge 6
2025-10-25T01:08:43Z,0,0,0,Charge 6
2025-10-25T01:08:44Z,0,0,0,Charge 6
2025-10-25T01:08:45Z,0,0,0,Charge 6
2025-10-25T01:08:46Z,0,0,0,Charge 6
2025-10-25T01:08:47Z,0,0,0,Charge 6
2025-10-25T01:08:48Z,0,0,0,Charge 6
2025-10-25T01:08:49Z,0,0,0,Charge 6
2025-10-25T01:08:50Z,0,0,0,Charge 6
2025-10-25T01:08:51Z,0,0,0,Charge 6
2025-10-25T01:08:52Z,0,0,0,Charge 6
2025-10-25T01:08:53Z,0,0,0,Charge 6
2025-10-25T01:08:54Z,0,0,0,Charge 6
2025-10-25T01:08:55Z,0,0,0,Charge 6
2025-10-25T01:08:56Z,0,0,0,Charge 6
2025-10-25T01:08:57Z,0,0,0,Charge 6
2025-10-25T01:08:58Z,0,0,0,Charge 6
2025-10-25T01:08:59Z,0,0,0,Charge 6
2025-10-25T01:09:00Z,0,0,0,Charge 6
2025-10-25T01:09:01Z,0,0,0,Charge 6
2025-10-25T01:09:02Z,0,0,0,Charge 6
2025-10-25T01:09:03Z,0,0,0,Charge 6
2025-10-25T01:09:04Z,0,0,0,Charge 6
2025-10-25T01:09:05Z,0,0,0,Charge 6
2025-10-25T01:09:06Z,0,0,0,Charge 6
2025-10-25T01:09:07Z,0,0,0,Charge 6
2025-10-25T01:09:08Z,0,0,0,Charge 6
2025-10-25T01:09:09Z,0,0,0,Charge 6
2025-10-25T01:09:10Z,0,0,0,Charge 6
2025-10-25T01:09:11Z,0,0,0,Charge 6
2025-10-25T01:09:12Z,0,0,0,Charge 6
2025-10-25T01:09:13Z,0,0,0,Charge 6
2025-10-25T01:09:14Z,0,0,0,Charge 6
2025-10-25T01:09:15Z,0,0,0,Charge 6
2025-10-25T01:09:16Z,0,0,0,Charge 6
2025-10-25T01:09:17Z,0,0,0,Charge 6
2025-10-25T01:09:18Z,0,0,0,Charge 6
2025-10-25T01:09:19Z,0,0,0,Charge 6
2025-10-25T01:09:20Z,0,0,0,Charge 6
2025-10-25T01:09:21Z,0,0,0,Charge 6
2025-10-25T01:09:22Z,0,0,0,Charge 6
2025-10-25T01:09:23Z,0,0,0,Charge 6
2025-10-25T01:09:24Z,0,0,0,Charge 6
2025-10-25T01:09:25Z,0,0,0,Charge 6
2025-10-25T01:09:26Z,0,0,0,Charge 6
2025-10-25T01:09:27Z,0,0,0,Charge 6
2025-10-25T01:09:28Z,0,0,0,Charge 6
2025-10-25T01:09:29Z,0,0,0,Charge 6
2025-10-25T01:09:30Z,0,0,0,Charge 6
2025-10-25T01:09:31Z,0,0,0,Charge 6
2025-10-25T01:09:32Z,1,0,0,Charge 6
2025-10-25T01:09:33Z,2,0,0,Charge 6
2025-10-25T01:09:34Z,1,0,0,Charge 6
