timestamp,oxygen saturation percentage,data source
2025-10-01T07:07:03Z,96.6,Charge 6
2025-10-01T07:08:03Z,96.3,Charge 6
2025-10-01T07:09:03Z,96.0,Charge 6
2025-10-01T07:10:03Z,95.9,Charge 6
2025-10-01T07:11:03Z,95.8,Charge 6
2025-10-01T07:12:03Z,95.7,Charge 6
2025-10-01T07:13:03Z,95.6,Charge 6
2025-10-01T07:14:03Z,95.6,Charge 6
2025-10-01T07:15:03Z,95.6,Charge 6
2025-10-01T07:16:03Z,95.6,Charge 6
2025-10-01T07:17:03Z,95.5,Charge 6
2025-10-01T07:18:03Z,95.4,Charge 6
2025-10-01T07:19:03Z,95.4,Charge 6
2025-10-01T07:20:03Z,95.4,Charge 6
2025-10-01T07:22:03Z,95.5,Charge 6
2025-10-01T07:23:03Z,95.5,Charge 6
2025-10-01T07:24:03Z,95.4,Charge 6
2025-10-01T07:25:03Z,95.5,Charge 6
2025-10-01T07:26:03Z,95.5,Charge 6
2025-10-01T07:27:03Z,95.6,Charge 6
2025-10-01T07:28:03Z,95.6,Charge 6
2025-10-01T07:29:03Z,95.7,Charge 6
2025-10-01T07:30:03Z,95.7,Charge 6
2025-10-01T07:31:03Z,95.7,Charge 6
2025-10-01T07:32:03Z,95.7,Charge 6
2025-10-01T07:33:03Z,95.9,Charge 6
2025-10-01T07:36:03Z,95.4,Charge 6
2025-10-01T07:37:03Z,94.4,Charge 6
2025-10-01T07:39:03Z,93.6,Charge 6
2025-10-01T07:40:03Z,92.8,Charge 6
2025-10-01T07:41:03Z,92.3,Charge 6
2025-10-01T07:42:03Z,92.2,Charge 6
2025-10-01T07:43:03Z,92.4,Charge 6
2025-10-01T07:44:03Z,92.6,Charge 6
2025-10-01T07:45:03Z,92.5,Charge 6
2025-10-01T07:48:03Z,93.3,Charge 6
2025-10-01T07:49:03Z,94.0,Charge 6
2025-10-01T07:50:03Z,94.4,Charge 6
2025-10-01T07:51:03Z,94.7,Charge 6
2025-10-01T07:52:03Z,94.9,Charge 6
2025-10-01T07:53:03Z,95.0,Charge 6
2025-10-01T07:54:03Z,95.1,Charge 6
2025-10-01T07:55:03Z,95.4,Charge 6
2025-10-01T07:56:03Z,95.4,Charge 6
2025-10-01T07:57:03Z,95.5,Charge 6
2025-10-01T07:58:03Z,95.5,Charge 6
2025-10-01T07:59:03Z,95.5,Charge 6
2025-10-01T08:00:03Z,95.6,Charge 6
2025-10-01T08:02:03Z,94.3,Charge 6
2025-10-01T08:03:03Z,93.4,Charge 6
2025-10-01T08:04:03Z,92.6,Charge 6
2025-10-01T08:05:03Z,92.2,Charge 6
2025-10-01T08:06:03Z,92.0,Charge 6
2025-10-01T08:07:03Z,91.8,Charge 6
2025-10-01T08:08:03Z,91.8,Charge 6
2025-10-01T08:09:03Z,91.9,Charge 6
2025-10-01T08:10:03Z,91.9,Charge 6
2025-10-01T08:11:03Z,91.9,Charge 6
2025-10-01T08:12:03Z,91.9,Charge 6
2025-10-01T08:13:03Z,91.8,Charge 6
2025-10-01T08:14:03Z,91.9,Charge 6
2025-10-01T08:15:03Z,92.0,Charge 6
2025-10-01T08:17:03Z,92.7,Charge 6
2025-10-01T08:18:03Z,93.0,Charge 6
2025-10-01T08:19:03Z,93.1,Charge 6
2025-10-01T08:20:03Z,93.3,Charge 6
2025-10-01T08:21:03Z,93.5,Charge 6
2025-10-01T08:22:03Z,93.0,Charge 6
2025-10-01T08:23:03Z,93.2,Charge 6
2025-10-01T08:25:03Z,93.5,Charge 6
2025-10-01T08:26:03Z,94.5,Charge 6
2025-10-01T08:27:03Z,95.2,Charge 6
2025-10-01T08:30:03Z,95.2,Charge 6
2025-10-01T08:31:03Z,94.7,Charge 6
2025-10-01T08:32:03Z,94.4,Charge 6
2025-10-01T08:33:03Z,94.1,Charge 6
2025-10-01T08:34:03Z,93.8,Charge 6
2025-10-01T08:35:03Z,93.6,Charge 6
2025-10-01T08:36:03Z,93.6,Charge 6
2025-10-01T08:37:03Z,93.9,Charge 6
2025-10-01T08:38:03Z,94.2,Charge 6
2025-10-01T08:39:03Z,94.5,Charge 6
2025-10-01T08:40:03Z,94.8,Charge 6
2025-10-01T08:41:03Z,95.2,Charge 6
2025-10-01T08:42:03Z,95.3,Charge 6
2025-10-01T08:43:03Z,95.5,Charge 6
2025-10-01T08:44:03Z,96.2,Charge 6
2025-10-01T08:45:03Z,96.5,Charge 6
2025-10-01T08:46:03Z,96.8,Charge 6
2025-10-01T08:47:03Z,96.9,Charge 6
2025-10-01T08:49:03Z,95.2,Charge 6
2025-10-01T08:51:03Z,95.0,Charge 6
2025-10-01T08:52:03Z,95.7,Charge 6
2025-10-01T08:53:03Z,96.1,Charge 6
2025-10-01T08:55:03Z,96.5,Charge 6
2025-10-01T08:56:03Z,97.3,Charge 6
2025-10-01T08:57:03Z,97.8,Charge 6
2025-10-01T08:58:03Z,98.0,Charge 6
2025-10-01T09:00:03Z,97.9,Charge 6
2025-10-01T09:01:03Z,97.3,Charge 6
2025-10-01T09:02:03Z,97.0,Charge 6
2025-10-01T09:03:03Z,96.7,Charge 6
2025-10-01T09:04:03Z,96.6,Charge 6
2025-10-01T09:05:03Z,96.6,Charge 6
2025-10-01T09:08:03Z,95.5,Charge 6
2025-10-01T09:09:03Z,94.7,Charge 6
2025-10-01T09:10:03Z,94.0,Charge 6
2025-10-01T09:12:03Z,93.6,Charge 6
2025-10-01T09:13:03Z,93.0,Charge 6
2025-10-01T09:14:03Z,92.6,Charge 6
2025-10-01T09:15:03Z,92.3,Charge 6
2025-10-01T09:16:03Z,92.4,Charge 6
2025-10-01T09:17:03Z,92.6,Charge 6
2025-10-01T09:18:03Z,92.8,Charge 6
2025-10-01T09:19:03Z,92.8,Charge 6
2025-10-01T09:20:03Z,92.9,Charge 6
2025-10-01T09:22:03Z,94.1,Charge 6
2025-10-01T09:23:03Z,94.7,Charge 6
2025-10-01T09:24:03Z,95.5,Charge 6
2025-10-01T09:25:03Z,96.5,Charge 6
2025-10-01T09:26:03Z,97.5,Charge 6
2025-10-01T09:27:03Z,98.4,Charge 6
2025-10-01T09:28:03Z,99.3,Charge 6
2025-10-01T09:29:03Z,100.0,Charge 6
2025-10-01T09:30:03Z,100.0,Charge 6
2025-10-01T09:31:03Z,100.0,Charge 6
2025-10-01T09:32:03Z,100.0,Charge 6
2025-10-01T09:33:03Z,100.0,Charge 6
2025-10-01T09:34:03Z,100.0,Charge 6
2025-10-01T09:35:03Z,100.0,Charge 6
2025-10-01T09:36:03Z,100.0,Charge 6
2025-10-01T09:37:03Z,100.0,Charge 6
2025-10-01T09:38:03Z,100.0,Charge 6
2025-10-01T09:39:03Z,100.0,Charge 6
2025-10-01T09:40:03Z,100.0,Charge 6
2025-10-01T09:41:03Z,100.0,Charge 6
2025-10-01T09:42:03Z,100.0,Charge 6
2025-10-01T09:43:03Z,100.0,Charge 6
2025-10-01T09:44:03Z,100.0,Charge 6
2025-10-01T09:45:03Z,100.0,Charge 6
2025-10-01T09:46:03Z,100.0,Charge 6
2025-10-01T09:57:03Z,100.0,Charge 6
2025-10-01T09:58:03Z,100.0,Charge 6
2025-10-01T09:59:03Z,100.0,Charge 6
2025-10-01T10:00:03Z,100.0,Charge 6
2025-10-01T10:01:03Z,100.0,Charge 6
2025-10-01T10:02:03Z,100.0,Charge 6
2025-10-01T10:03:03Z,100.0,Charge 6
2025-10-01T10:09:03Z,98.8,Charge 6
2025-10-01T10:10:03Z,95.2,Charge 6
2025-10-01T10:11:03Z,94.5,Charge 6
2025-10-01T10:12:03Z,94.1,Charge 6
2025-10-01T10:13:03Z,93.8,Charge 6
2025-10-01T10:14:03Z,93.8,Charge 6
2025-10-01T10:16:03Z,93.9,Charge 6
2025-10-01T10:18:03Z,93.9,Charge 6
2025-10-01T10:19:03Z,93.7,Charge 6
2025-10-01T10:20:03Z,93.7,Charge 6
2025-10-01T10:21:03Z,93.8,Charge 6
2025-10-01T10:22:03Z,94.3,Charge 6
2025-10-01T10:24:03Z,94.6,Charge 6
2025-10-01T10:25:03Z,94.3,Charge 6
2025-10-01T10:28:03Z,94.4,Charge 6
2025-10-01T10:29:03Z,94.3,Charge 6
2025-10-01T10:30:03Z,94.4,Charge 6
2025-10-01T10:31:03Z,94.3,Charge 6
2025-10-01T10:33:03Z,94.8,Charge 6
2025-10-01T10:34:03Z,95.3,Charge 6
2025-10-01T10:35:03Z,95.6,Charge 6
2025-10-01T10:37:03Z,95.6,Charge 6
2025-10-01T10:38:03Z,95.8,Charge 6
2025-10-01T10:39:03Z,95.9,Charge 6
2025-10-01T10:41:03Z,95.5,Charge 6
2025-10-01T10:42:03Z,95.1,Charge 6
2025-10-01T10:43:03Z,95.0,Charge 6
2025-10-01T10:44:03Z,95.0,Charge 6
2025-10-01T10:46:03Z,95.1,Charge 6
2025-10-01T10:47:03Z,95.4,Charge 6
2025-10-01T10:48:03Z,95.7,Charge 6
2025-10-01T10:49:03Z,95.9,Charge 6
2025-10-01T10:50:03Z,96.0,Charge 6
2025-10-01T10:51:03Z,96.1,Charge 6
2025-10-01T10:52:03Z,96.0,Charge 6
2025-10-01T10:53:03Z,96.0,Charge 6
2025-10-01T10:56:03Z,95.9,Charge 6
2025-10-01T10:57:03Z,95.5,Charge 6
2025-10-01T10:58:03Z,95.5,Charge 6
2025-10-01T10:59:03Z,95.3,Charge 6
2025-10-01T11:00:03Z,95.0,Charge 6
2025-10-01T11:01:03Z,94.8,Charge 6
2025-10-01T11:02:03Z,94.8,Charge 6
2025-10-01T11:03:03Z,94.7,Charge 6
2025-10-01T11:04:03Z,94.8,Charge 6
2025-10-01T11:05:03Z,94.8,Charge 6
2025-10-01T11:07:03Z,95.4,Charge 6
2025-10-01T11:08:03Z,95.8,Charge 6
