timestamp,level,data source
2025-10-01T00:00:00Z,SEDENTARY,Fitbit App
2025-10-01T00:02:00Z,SEDENTARY,Fitbit App
2025-10-01T00:03:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-10-01T00:04:00Z,SEDENTARY,Fitbit App
2025-10-01T00:05:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-10-01T00:06:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-10-01T00:08:00Z,SEDENTARY,Fitbit App
2025-10-01T00:09:00Z,SEDENTARY,Fitbit App
2025-10-01T00:15:00Z,SEDENTARY,Fitbit App
2025-10-01T00:16:00Z,SEDENTARY,Fitbit App
2025-10-01T00:18:00Z,SEDENTARY,Fitbit App
2025-10-01T00:19:00Z,SEDENTARY,Fitbit App
2025-10-01T00:20:00Z,SEDENTARY,Fitbit App
2025-10-01T00:21:00Z,SEDENTARY,Fitbit App
2025-10-01T00:22:00Z,SEDENTARY,Fitbit App
2025-10-01T00:23:00Z,SEDENTARY,Fitbit App
2025-10-01T00:24:00Z,SEDENTARY,Fitbit App
2025-10-01T00:26:00Z,SEDENTARY,Fitbit App
2025-10-01T00:27:00Z,SEDENTARY,Fitbit App
2025-10-01T00:28:00Z,SEDENTARY,Fitbit App
2025-10-01T00:32:00Z,SEDENTARY,Fitbit App
2025-10-01T00:33:00Z,SEDENTARY,Fitbit App
2025-10-01T00:34:00Z,SEDENTARY,Fitbit App
2025-10-01T00:36:00Z,SEDENTARY,Fitbit App
2025-10-01T00:37:00Z,SEDENTARY,Fitbit App
2025-10-01T00:40:00Z,SEDENTARY,Fitbit App
2025-10-01T00:41:00Z,SEDENTARY,Fitbit App
2025-10-01T00:43:00Z,SEDENTARY,Fitbit App
2025-10-01T00:44:00Z,SEDENTARY,Fitbit App
2025-10-01T00:45:00Z,SEDENTARY,Fitbit App
2025-10-01T00:46:00Z,SEDENTARY,Fitbit App
2025-10-01T00:47:00Z,SEDENTARY,Fitbit App
2025-10-01T00:49:00Z,SEDENTARY,Fitbit App
2025-10-01T00:51:00Z,SEDENTARY,Fitbit App
2025-10-01T00:55:00Z,SEDENTARY,Fitbit App
2025-10-01T00:57:00Z,SEDENTARY,Fitbit App
2025-10-01T00:58:00Z,SEDENTARY,Fitbit App
2025-10-01T00:59:00Z,SEDENTARY,Fitbit App
2025-10-01T01:00:00Z,SEDENTARY,Fitbit App
