start time,end time,data source
2026-02-21T00:17:00Z,2026-02-21T00:45:00Z,Fitbit App
2026-02-21T00:49:00Z,2026-02-21T01:03:00Z,Fitbit App
2026-02-21T03:04:00Z,2026-02-21T03:20:00Z,Fitbit App
2026-02-21T03:33:00Z,2026-02-21T03:45:00Z,Fitbit App
2026-02-21T04:27:00Z,2026-02-21T04:40:00Z,Fitbit App
2026-02-21T04:55:00Z,2026-02-21T05:08:00Z,Fitbit App
2026-02-21T08:30:00Z,2026-02-21T08:59:00Z,Fitbit App
2026-02-21T16:43:00Z,2026-02-21T17:14:00Z,Fitbit App
2026-02-21T17:15:00Z,2026-02-21T17:31:00Z,Fitbit App
2026-02-21T17:57:00Z,2026-02-21T18:18:00Z,Fitbit App
2026-02-21T18:43:00Z,2026-02-21T19:15:00Z,Fitbit App
2026-02-21T19:36:00Z,2026-02-21T19:47:00Z,Fitbit App
2026-02-21T19:48:00Z,2026-02-21T20:08:00Z,Fitbit App
