timestamp,beats per minute,data source
2025-09-21T00:00:00Z,81.0,Charge 6
2025-09-21T00:00:02Z,81.0,Charge 6
2025-09-21T00:00:05Z,81.0,Charge 6
2025-09-21T00:00:06Z,81.0,Charge 6
2025-09-21T00:00:07Z,80.0,Charge 6
2025-09-21T00:00:09Z,82.0,Charge 6
2025-09-21T00:00:11Z,83.0,Charge 6
2025-09-21T00:00:14Z,83.0,Charge 6
2025-09-21T00:00:15Z,82.0,Charge 6
2025-09-21T00:00:17Z,81.0,Charge 6
2025-09-21T00:00:19Z,82.0,Charge 6
2025-09-21T00:00:21Z,83.0,Charge 6
2025-09-21T00:00:23Z,84.0,Charge 6
2025-09-21T00:00:25Z,86.0,Charge 6
2025-09-21T00:00:28Z,86.0,Charge 6
2025-09-21T00:00:29Z,84.0,Charge 6
2025-09-21T00:00:32Z,84.0,Charge 6
2025-09-21T00:00:35Z,84.0,Charge 6
2025-09-21T00:00:38Z,84.0,Charge 6
2025-09-21T00:00:40Z,82.0,Charge 6
2025-09-21T00:00:42Z,80.0,Charge 6
2025-09-21T00:00:44Z,79.0,Charge 6
2025-09-21T00:00:47Z,79.0,Charge 6
2025-09-21T00:00:48Z,80.0,Charge 6
2025-09-21T00:00:50Z,80.0,Charge 6
2025-09-21T00:00:53Z,80.0,Charge 6
2025-09-21T00:00:55Z,81.0,Charge 6
2025-09-21T00:00:57Z,82.0,Charge 6
2025-09-21T00:00:59Z,84.0,Charge 6
2025-09-21T00:01:01Z,86.0,Charge 6
2025-09-21T00:01:03Z,87.0,Charge 6
2025-09-21T00:01:05Z,86.0,Charge 6
2025-09-21T00:01:08Z,86.0,Charge 6
2025-09-21T00:01:09Z,85.0,Charge 6
2025-09-21T00:01:11Z,84.0,Charge 6
2025-09-21T00:01:14Z,84.0,Charge 6
2025-09-21T00:01:15Z,84.0,Charge 6
2025-09-21T00:01:17Z,84.0,Charge 6
2025-09-21T00:01:19Z,86.0,Charge 6
2025-09-21T00:01:22Z,85.0,Charge 6
2025-09-21T00:01:25Z,85.0,Charge 6
2025-09-21T00:01:28Z,85.0,Charge 6
2025-09-21T00:01:30Z,84.0,Charge 6
2025-09-21T00:01:32Z,83.0,Charge 6
2025-09-21T00:01:34Z,84.0,Charge 6
2025-09-21T00:01:37Z,84.0,Charge 6
2025-09-21T00:01:38Z,81.0,Charge 6
2025-09-21T00:01:40Z,82.0,Charge 6
2025-09-21T00:01:42Z,84.0,Charge 6
2025-09-21T00:01:45Z,83.0,Charge 6
2025-09-21T00:01:47Z,82.0,Charge 6
2025-09-21T00:01:50Z,82.0,Charge 6
2025-09-21T00:01:53Z,84.0,Charge 6
2025-09-21T00:01:56Z,84.0,Charge 6
2025-09-21T00:01:57Z,85.0,Charge 6
2025-09-21T00:01:59Z,85.0,Charge 6
2025-09-21T00:02:01Z,86.0,Charge 6
2025-09-21T00:02:04Z,86.0,Charge 6
2025-09-21T00:02:05Z,85.0,Charge 6
2025-09-21T00:02:07Z,84.0,Charge 6
2025-09-21T00:02:08Z,85.0,Charge 6
2025-09-21T00:02:10Z,82.0,Charge 6
2025-09-21T00:02:13Z,82.0,Charge 6
2025-09-21T00:02:14Z,84.0,Charge 6
2025-09-21T00:02:17Z,84.0,Charge 6
2025-09-21T00:02:20Z,84.0,Charge 6
2025-09-21T00:02:23Z,84.0,Charge 6
2025-09-21T00:02:24Z,83.0,Charge 6
2025-09-21T00:02:26Z,82.0,Charge 6
2025-09-21T00:02:28Z,83.0,Charge 6
2025-09-21T00:02:30Z,85.0,Charge 6
2025-09-21T00:02:31Z,82.0,Charge 6
2025-09-21T00:02:33Z,78.0,Charge 6
2025-09-21T00:02:35Z,79.0,Charge 6
2025-09-21T00:02:37Z,78.0,Charge 6
2025-09-21T00:02:40Z,78.0,Charge 6
2025-09-21T00:02:41Z,79.0,Charge 6
2025-09-21T00:02:43Z,81.0,Charge 6
2025-09-21T00:02:46Z,81.0,Charge 6
2025-09-21T00:02:47Z,83.0,Charge 6
2025-09-21T00:02:49Z,82.0,Charge 6
2025-09-21T00:02:51Z,81.0,Charge 6
2025-09-21T00:02:53Z,82.0,Charge 6
2025-09-21T00:02:55Z,81.0,Charge 6
2025-09-21T00:02:56Z,82.0,Charge 6
2025-09-21T00:02:59Z,82.0,Charge 6
2025-09-21T00:03:02Z,82.0,Charge 6
2025-09-21T00:03:04Z,83.0,Charge 6
2025-09-21T00:03:06Z,84.0,Charge 6
2025-09-21T00:03:08Z,83.0,Charge 6
2025-09-21T00:03:10Z,81.0,Charge 6
2025-09-21T00:03:13Z,81.0,Charge 6
2025-09-21T00:03:16Z,82.0,Charge 6
2025-09-21T00:03:18Z,81.0,Charge 6
2025-09-21T00:03:19Z,80.0,Charge 6
2025-09-21T00:03:21Z,81.0,Charge 6
2025-09-21T00:03:23Z,82.0,Charge 6
2025-09-21T00:03:26Z,82.0,Charge 6
2025-09-21T00:03:29Z,82.0,Charge 6
2025-09-21T00:03:31Z,83.0,Charge 6
2025-09-21T00:03:34Z,83.0,Charge 6
2025-09-21T00:03:37Z,80.0,Charge 6
2025-09-21T00:03:39Z,79.0,Charge 6
2025-09-21T00:03:41Z,80.0,Charge 6
2025-09-21T00:03:43Z,80.0,Charge 6
2025-09-21T00:03:44Z,78.0,Charge 6
2025-09-21T00:03:46Z,77.0,Charge 6
2025-09-21T00:03:48Z,80.0,Charge 6
2025-09-21T00:03:50Z,81.0,Charge 6
2025-09-21T00:03:52Z,79.0,Charge 6
2025-09-21T00:03:54Z,78.0,Charge 6
2025-09-21T00:03:56Z,80.0,Charge 6
2025-09-21T00:03:58Z,83.0,Charge 6
2025-09-21T00:04:00Z,85.0,Charge 6
2025-09-21T00:04:02Z,86.0,Charge 6
2025-09-21T00:04:04Z,83.0,Charge 6
2025-09-21T00:04:06Z,80.0,Charge 6
2025-09-21T00:04:07Z,79.0,Charge 6
2025-09-21T00:04:10Z,79.0,Charge 6
2025-09-21T00:04:11Z,80.0,Charge 6
2025-09-21T00:04:14Z,80.0,Charge 6
2025-09-21T00:04:17Z,80.0,Charge 6
2025-09-21T00:04:20Z,80.0,Charge 6
2025-09-21T00:04:23Z,81.0,Charge 6
2025-09-21T00:04:25Z,82.0,Charge 6
2025-09-21T00:04:27Z,81.0,Charge 6
2025-09-21T00:04:29Z,82.0,Charge 6
2025-09-21T00:04:31Z,84.0,Charge 6
2025-09-21T00:04:32Z,83.0,Charge 6
2025-09-21T00:04:34Z,81.0,Charge 6
2025-09-21T00:04:36Z,80.0,Charge 6
2025-09-21T00:04:38Z,79.0,Charge 6
2025-09-21T00:04:40Z,80.0,Charge 6
2025-09-21T00:04:42Z,81.0,Charge 6
2025-09-21T00:04:44Z,82.0,Charge 6
2025-09-21T00:04:46Z,80.0,Charge 6
2025-09-21T00:04:48Z,79.0,Charge 6
2025-09-21T00:04:50Z,82.0,Charge 6
2025-09-21T00:04:52Z,87.0,Charge 6
2025-09-21T00:04:54Z,91.0,Charge 6
2025-09-21T00:04:55Z,94.0,Charge 6
2025-09-21T00:04:57Z,95.0,Charge 6
2025-09-21T00:04:59Z,94.0,Charge 6
2025-09-21T00:05:01Z,88.0,Charge 6
2025-09-21T00:05:03Z,83.0,Charge 6
2025-09-21T00:05:05Z,82.0,Charge 6
2025-09-21T00:05:07Z,81.0,Charge 6
2025-09-21T00:05:09Z,80.0,Charge 6
2025-09-21T00:05:11Z,81.0,Charge 6
2025-09-21T00:05:13Z,82.0,Charge 6
2025-09-21T00:05:15Z,83.0,Charge 6
2025-09-21T00:05:17Z,84.0,Charge 6
2025-09-21T00:05:19Z,82.0,Charge 6
2025-09-21T00:05:20Z,86.0,Charge 6
2025-09-21T00:05:22Z,88.0,Charge 6
2025-09-21T00:05:25Z,88.0,Charge 6
2025-09-21T00:05:26Z,88.0,Charge 6
2025-09-21T00:05:29Z,88.0,Charge 6
2025-09-21T00:05:30Z,86.0,Charge 6
2025-09-21T00:05:32Z,85.0,Charge 6
2025-09-21T00:05:34Z,86.0,Charge 6
2025-09-21T00:05:36Z,86.0,Charge 6
2025-09-21T00:05:38Z,84.0,Charge 6
2025-09-21T00:05:40Z,80.0,Charge 6
2025-09-21T00:05:43Z,81.0,Charge 6
2025-09-21T00:05:45Z,80.0,Charge 6
2025-09-21T00:05:47Z,78.0,Charge 6
2025-09-21T00:05:49Z,78.0,Charge 6
2025-09-21T00:05:51Z,77.0,Charge 6
