start time,end time,data source
2025-09-11T00:52:00Z,2025-09-11T01:04:00Z,Fitbit App
2025-09-11T01:16:00Z,2025-09-11T01:58:00Z,Fitbit App
2025-09-11T01:59:00Z,2025-09-11T02:55:00Z,Fitbit App
2025-09-11T03:19:00Z,2025-09-11T04:17:00Z,Fitbit App
2025-09-11T04:28:00Z,2025-09-11T06:58:00Z,Fitbit App
2025-09-11T07:09:00Z,2025-09-11T07:25:00Z,Fitbit App
2025-09-11T13:52:00Z,2025-09-11T14:26:00Z,Fitbit App
2025-09-11T14:28:00Z,2025-09-11T14:44:00Z,Fitbit App
2025-09-11T14:58:00Z,2025-09-11T15:18:00Z,Fitbit App
2025-09-11T15:23:00Z,2025-09-11T15:58:00Z,Fitbit App
2025-09-11T16:51:00Z,2025-09-11T17:01:00Z,Fitbit App
2025-09-11T17:38:00Z,2025-09-11T18:01:00Z,Fitbit App
2025-09-11T18:02:00Z,2025-09-11T19:15:00Z,Fitbit App
2025-09-11T21:24:00Z,2025-09-11T22:06:00Z,Fitbit App
2025-09-11T22:07:00Z,2025-09-12T00:28:00Z,Fitbit App
