start time,end time,data source
2026-01-15T00:11:00Z,2026-01-15T00:47:00Z,Fitbit App
2026-01-15T00:48:00Z,2026-01-15T01:01:00Z,Fitbit App
2026-01-15T01:02:00Z,2026-01-15T01:40:00Z,Fitbit App
2026-01-15T01:43:00Z,2026-01-15T02:08:00Z,Fitbit App
2026-01-15T02:12:00Z,2026-01-15T03:53:00Z,Fitbit App
2026-01-15T04:07:00Z,2026-01-15T05:04:00Z,Fitbit App
2026-01-15T09:15:00Z,2026-01-15T09:28:00Z,Fitbit App
2026-01-15T16:45:00Z,2026-01-15T16:58:00Z,Fitbit App
2026-01-15T17:01:00Z,2026-01-15T17:38:00Z,Fitbit App
2026-01-15T18:12:00Z,2026-01-15T18:46:00Z,Fitbit App
2026-01-15T19:13:00Z,2026-01-15T19:24:00Z,Fitbit App
2026-01-15T19:28:00Z,2026-01-15T19:53:00Z,Fitbit App
2026-01-15T19:55:00Z,2026-01-15T20:21:00Z,Fitbit App
2026-01-15T20:32:00Z,2026-01-15T21:46:00Z,Fitbit App
2026-01-15T22:07:00Z,2026-01-15T23:00:00Z,Fitbit App
2026-01-15T23:29:00Z,2026-01-15T23:52:00Z,Fitbit App
