timestamp,oxygen saturation percentage,data source
2025-12-15T08:31:33Z,94.7,Charge 6
2025-12-15T08:32:33Z,95.2,Charge 6
2025-12-15T08:33:33Z,95.6,Charge 6
2025-12-15T08:34:33Z,95.8,Charge 6
2025-12-15T08:35:33Z,95.9,Charge 6
2025-12-15T08:36:33Z,96.0,Charge 6
2025-12-15T08:37:33Z,96.1,Charge 6
2025-12-15T08:38:33Z,96.1,Charge 6
2025-12-15T08:39:33Z,96.1,Charge 6
2025-12-15T08:40:33Z,96.1,Charge 6
2025-12-15T08:41:33Z,96.1,Charge 6
2025-12-15T08:42:33Z,96.1,Charge 6
2025-12-15T08:43:33Z,96.2,Charge 6
2025-12-15T08:44:33Z,96.2,Charge 6
2025-12-15T08:45:33Z,96.1,Charge 6
2025-12-15T08:46:33Z,96.2,Charge 6
2025-12-15T08:47:33Z,96.1,Charge 6
2025-12-15T08:48:33Z,96.1,Charge 6
2025-12-15T08:49:33Z,96.1,Charge 6
2025-12-15T08:50:33Z,96.1,Charge 6
2025-12-15T08:51:33Z,96.1,Charge 6
2025-12-15T08:52:33Z,96.0,Charge 6
2025-12-15T08:53:33Z,96.0,Charge 6
2025-12-15T08:54:33Z,96.0,Charge 6
2025-12-15T08:55:33Z,96.0,Charge 6
2025-12-15T08:56:33Z,96.0,Charge 6
2025-12-15T08:58:33Z,95.9,Charge 6
2025-12-15T08:59:33Z,95.3,Charge 6
2025-12-15T09:00:33Z,94.9,Charge 6
2025-12-15T09:02:33Z,94.4,Charge 6
2025-12-15T09:04:33Z,94.4,Charge 6
2025-12-15T09:06:33Z,94.4,Charge 6
2025-12-15T09:07:33Z,94.2,Charge 6
2025-12-15T09:09:33Z,94.2,Charge 6
2025-12-15T09:10:33Z,94.3,Charge 6
2025-12-15T09:11:33Z,94.5,Charge 6
2025-12-15T09:12:33Z,94.6,Charge 6
2025-12-15T09:13:33Z,94.6,Charge 6
2025-12-15T09:15:33Z,94.8,Charge 6
2025-12-15T09:16:33Z,94.8,Charge 6
2025-12-15T09:17:33Z,94.9,Charge 6
2025-12-15T09:18:33Z,95.0,Charge 6
2025-12-15T09:19:33Z,95.0,Charge 6
2025-12-15T09:20:33Z,95.0,Charge 6
2025-12-15T09:21:33Z,95.0,Charge 6
2025-12-15T09:22:33Z,95.0,Charge 6
2025-12-15T09:23:33Z,95.0,Charge 6
2025-12-15T09:24:33Z,95.0,Charge 6
2025-12-15T09:25:33Z,95.0,Charge 6
2025-12-15T09:26:33Z,95.0,Charge 6
2025-12-15T09:27:33Z,95.1,Charge 6
2025-12-15T09:28:33Z,95.1,Charge 6
2025-12-15T09:29:33Z,95.1,Charge 6
2025-12-15T09:30:33Z,95.1,Charge 6
2025-12-15T09:31:33Z,95.1,Charge 6
2025-12-15T09:32:33Z,95.1,Charge 6
2025-12-15T09:33:33Z,95.1,Charge 6
2025-12-15T09:34:33Z,95.1,Charge 6
2025-12-15T09:35:33Z,95.1,Charge 6
2025-12-15T09:36:33Z,95.0,Charge 6
2025-12-15T09:37:33Z,95.0,Charge 6
2025-12-15T09:38:33Z,95.1,Charge 6
2025-12-15T09:39:33Z,95.1,Charge 6
2025-12-15T09:40:33Z,95.1,Charge 6
2025-12-15T09:41:33Z,95.1,Charge 6
2025-12-15T09:42:33Z,95.1,Charge 6
2025-12-15T09:43:33Z,95.1,Charge 6
2025-12-15T09:44:33Z,95.1,Charge 6
2025-12-15T09:45:33Z,95.1,Charge 6
2025-12-15T09:47:33Z,95.1,Charge 6
2025-12-15T09:48:33Z,95.1,Charge 6
2025-12-15T09:49:33Z,95.0,Charge 6
2025-12-15T09:53:33Z,94.7,Charge 6
2025-12-15T09:54:33Z,95.1,Charge 6
2025-12-15T09:55:33Z,95.4,Charge 6
2025-12-15T09:56:33Z,95.7,Charge 6
2025-12-15T09:57:33Z,95.9,Charge 6
2025-12-15T09:58:33Z,96.0,Charge 6
2025-12-15T09:59:33Z,96.0,Charge 6
2025-12-15T10:01:33Z,95.6,Charge 6
2025-12-15T10:02:33Z,95.1,Charge 6
2025-12-15T10:04:33Z,95.1,Charge 6
2025-12-15T10:05:33Z,94.8,Charge 6
2025-12-15T10:07:33Z,94.7,Charge 6
2025-12-15T10:09:33Z,94.8,Charge 6
2025-12-15T10:10:33Z,95.1,Charge 6
2025-12-15T10:11:33Z,95.4,Charge 6
2025-12-15T10:12:33Z,95.7,Charge 6
2025-12-15T10:13:33Z,96.0,Charge 6
2025-12-15T10:14:33Z,96.3,Charge 6
2025-12-15T10:15:33Z,96.5,Charge 6
2025-12-15T10:16:33Z,96.5,Charge 6
2025-12-15T10:17:33Z,96.6,Charge 6
2025-12-15T10:18:33Z,96.5,Charge 6
2025-12-15T10:22:33Z,96.4,Charge 6
2025-12-15T10:24:33Z,95.6,Charge 6
2025-12-15T10:25:33Z,94.3,Charge 6
2025-12-15T10:28:33Z,94.3,Charge 6
2025-12-15T10:29:33Z,94.4,Charge 6
2025-12-15T10:32:33Z,94.5,Charge 6
2025-12-15T10:33:33Z,94.5,Charge 6
2025-12-15T10:34:33Z,94.5,Charge 6
2025-12-15T10:35:33Z,94.3,Charge 6
2025-12-15T10:36:33Z,95.8,Charge 6
2025-12-15T10:37:33Z,96.9,Charge 6
2025-12-15T10:39:33Z,97.0,Charge 6
2025-12-15T10:40:33Z,96.4,Charge 6
2025-12-15T10:41:33Z,96.1,Charge 6
2025-12-15T10:42:33Z,95.9,Charge 6
2025-12-15T10:43:33Z,95.6,Charge 6
2025-12-15T10:44:33Z,95.5,Charge 6
2025-12-15T10:45:33Z,95.4,Charge 6
2025-12-15T10:46:33Z,95.2,Charge 6
2025-12-15T10:47:33Z,95.1,Charge 6
2025-12-15T10:48:33Z,95.0,Charge 6
2025-12-15T10:49:33Z,95.0,Charge 6
2025-12-15T10:50:33Z,95.0,Charge 6
2025-12-15T10:51:33Z,95.0,Charge 6
2025-12-15T10:52:33Z,95.0,Charge 6
2025-12-15T10:53:33Z,94.9,Charge 6
2025-12-15T10:54:33Z,94.9,Charge 6
2025-12-15T10:55:33Z,94.8,Charge 6
2025-12-15T10:56:33Z,94.9,Charge 6
2025-12-15T10:57:33Z,94.8,Charge 6
2025-12-15T10:58:33Z,94.8,Charge 6
2025-12-15T10:59:33Z,94.8,Charge 6
2025-12-15T11:00:33Z,94.8,Charge 6
2025-12-15T11:01:33Z,94.8,Charge 6
2025-12-15T11:02:33Z,94.8,Charge 6
2025-12-15T11:03:33Z,94.7,Charge 6
2025-12-15T11:04:33Z,94.7,Charge 6
2025-12-15T11:05:33Z,94.7,Charge 6
2025-12-15T11:08:33Z,94.4,Charge 6
2025-12-15T11:09:33Z,94.4,Charge 6
2025-12-15T11:10:33Z,94.4,Charge 6
2025-12-15T11:11:33Z,94.5,Charge 6
2025-12-15T11:12:33Z,94.6,Charge 6
2025-12-15T11:13:33Z,94.7,Charge 6
2025-12-15T11:15:33Z,94.5,Charge 6
2025-12-15T11:16:33Z,94.4,Charge 6
2025-12-15T11:18:33Z,94.1,Charge 6
2025-12-15T11:42:33Z,92.2,Charge 6
2025-12-15T11:43:33Z,92.7,Charge 6
2025-12-15T11:44:33Z,93.0,Charge 6
2025-12-15T11:45:33Z,93.2,Charge 6
2025-12-15T11:46:33Z,93.4,Charge 6
2025-12-15T11:47:33Z,93.6,Charge 6
2025-12-15T11:48:33Z,93.8,Charge 6
2025-12-15T11:49:33Z,94.0,Charge 6
2025-12-15T11:50:33Z,93.9,Charge 6
2025-12-15T11:51:33Z,94.0,Charge 6
2025-12-15T11:52:33Z,94.1,Charge 6
2025-12-15T11:53:33Z,94.2,Charge 6
2025-12-15T11:54:33Z,94.1,Charge 6
2025-12-15T11:55:33Z,94.2,Charge 6
2025-12-15T11:56:33Z,94.1,Charge 6
2025-12-15T11:57:33Z,93.9,Charge 6
2025-12-15T11:58:33Z,93.8,Charge 6
2025-12-15T11:59:33Z,93.6,Charge 6
2025-12-15T12:00:33Z,93.6,Charge 6
2025-12-15T12:01:33Z,93.5,Charge 6
2025-12-15T12:02:33Z,93.4,Charge 6
2025-12-15T12:03:33Z,93.4,Charge 6
2025-12-15T12:04:33Z,93.4,Charge 6
2025-12-15T12:05:33Z,93.4,Charge 6
2025-12-15T12:06:33Z,93.4,Charge 6
2025-12-15T12:07:33Z,93.4,Charge 6
2025-12-15T12:08:33Z,93.4,Charge 6
2025-12-15T12:09:33Z,93.5,Charge 6
2025-12-15T12:10:33Z,93.6,Charge 6
2025-12-15T12:11:33Z,93.6,Charge 6
2025-12-15T12:12:33Z,93.7,Charge 6
2025-12-15T12:13:33Z,93.7,Charge 6
2025-12-15T12:15:33Z,94.1,Charge 6
2025-12-15T12:17:33Z,94.8,Charge 6
2025-12-15T12:18:33Z,94.6,Charge 6
2025-12-15T12:19:33Z,94.3,Charge 6
2025-12-15T12:20:33Z,94.3,Charge 6
2025-12-15T12:21:33Z,94.2,Charge 6
2025-12-15T12:22:33Z,94.2,Charge 6
2025-12-15T12:23:33Z,94.1,Charge 6
2025-12-15T12:24:33Z,94.1,Charge 6
2025-12-15T12:25:33Z,94.2,Charge 6
2025-12-15T12:26:33Z,94.2,Charge 6
2025-12-15T12:27:33Z,94.3,Charge 6
2025-12-15T12:28:33Z,94.3,Charge 6
2025-12-15T12:29:33Z,94.2,Charge 6
2025-12-15T12:30:33Z,94.2,Charge 6
2025-12-15T12:31:33Z,94.1,Charge 6
2025-12-15T12:32:33Z,94.1,Charge 6
2025-12-15T12:33:33Z,94.1,Charge 6
2025-12-15T12:34:33Z,94.1,Charge 6
2025-12-15T12:35:33Z,94.1,Charge 6
2025-12-15T12:36:33Z,94.1,Charge 6
2025-12-15T12:37:33Z,94.2,Charge 6
2025-12-15T12:39:33Z,94.4,Charge 6
2025-12-15T12:40:33Z,95.0,Charge 6
2025-12-15T12:41:33Z,95.4,Charge 6
2025-12-15T12:42:33Z,95.9,Charge 6
2025-12-15T12:43:33Z,96.2,Charge 6
2025-12-15T12:44:33Z,96.6,Charge 6
2025-12-15T12:46:33Z,96.0,Charge 6
2025-12-15T12:48:33Z,95.0,Charge 6
2025-12-15T12:49:33Z,94.6,Charge 6
2025-12-15T12:50:33Z,94.2,Charge 6
2025-12-15T12:52:33Z,92.9,Charge 6
2025-12-15T12:53:33Z,90.3,Charge 6
2025-12-15T12:54:33Z,89.5,Charge 6
2025-12-15T12:55:33Z,91.9,Charge 6
2025-12-15T12:56:33Z,92.2,Charge 6
2025-12-15T12:57:33Z,93.0,Charge 6
2025-12-15T13:00:33Z,92.6,Charge 6
2025-12-15T13:01:33Z,93.3,Charge 6
2025-12-15T13:03:33Z,93.5,Charge 6
2025-12-15T13:04:33Z,93.5,Charge 6
2025-12-15T13:05:33Z,93.3,Charge 6
2025-12-15T13:06:33Z,93.3,Charge 6
2025-12-15T13:08:33Z,93.4,Charge 6
2025-12-15T13:12:33Z,94.2,Charge 6
2025-12-15T13:15:33Z,94.2,Charge 6
2025-12-15T13:16:33Z,94.4,Charge 6
2025-12-15T13:17:33Z,94.6,Charge 6
2025-12-15T13:18:33Z,95.0,Charge 6
2025-12-15T13:20:33Z,95.0,Charge 6
2025-12-15T13:21:33Z,94.7,Charge 6
2025-12-15T13:22:33Z,94.7,Charge 6
2025-12-15T13:23:33Z,94.8,Charge 6
2025-12-15T13:24:33Z,94.7,Charge 6
2025-12-15T13:25:33Z,94.8,Charge 6
2025-12-15T13:26:33Z,94.8,Charge 6
2025-12-15T13:28:33Z,94.9,Charge 6
2025-12-15T13:29:33Z,94.9,Charge 6
2025-12-15T13:30:33Z,95.1,Charge 6
2025-12-15T13:31:33Z,95.0,Charge 6
2025-12-15T13:32:33Z,95.0,Charge 6
2025-12-15T13:33:33Z,95.1,Charge 6
2025-12-15T13:34:33Z,94.8,Charge 6
2025-12-15T13:35:33Z,94.7,Charge 6
2025-12-15T13:36:33Z,94.9,Charge 6
2025-12-15T13:37:33Z,94.9,Charge 6
2025-12-15T13:38:33Z,94.7,Charge 6
2025-12-15T13:39:33Z,94.7,Charge 6
2025-12-15T13:40:33Z,94.9,Charge 6
2025-12-15T13:41:33Z,94.8,Charge 6
2025-12-15T13:42:33Z,94.7,Charge 6
2025-12-15T13:43:33Z,94.9,Charge 6
2025-12-15T13:44:33Z,94.8,Charge 6
2025-12-15T13:45:33Z,94.8,Charge 6
2025-12-15T13:46:33Z,94.7,Charge 6
2025-12-15T13:47:33Z,94.6,Charge 6
2025-12-15T13:48:33Z,94.7,Charge 6
2025-12-15T13:49:33Z,94.7,Charge 6
2025-12-15T13:50:33Z,95.0,Charge 6
2025-12-15T13:51:33Z,94.9,Charge 6
2025-12-15T13:52:33Z,94.9,Charge 6
2025-12-15T13:53:33Z,94.7,Charge 6
2025-12-15T13:54:33Z,94.5,Charge 6
2025-12-15T13:55:33Z,94.5,Charge 6
2025-12-15T13:59:33Z,95.2,Charge 6
2025-12-15T14:00:33Z,95.8,Charge 6
2025-12-15T14:01:33Z,96.1,Charge 6
2025-12-15T14:02:33Z,96.3,Charge 6
2025-12-15T14:03:33Z,96.4,Charge 6
2025-12-15T14:04:33Z,96.4,Charge 6
2025-12-15T14:05:33Z,96.5,Charge 6
2025-12-15T14:06:33Z,96.5,Charge 6
2025-12-15T14:07:33Z,96.5,Charge 6
2025-12-15T14:08:33Z,96.5,Charge 6
2025-12-15T14:09:33Z,96.5,Charge 6
2025-12-15T14:11:33Z,96.5,Charge 6
2025-12-15T14:12:33Z,95.9,Charge 6
2025-12-15T14:14:33Z,95.4,Charge 6
2025-12-15T14:15:33Z,95.1,Charge 6
2025-12-15T14:16:33Z,95.1,Charge 6
2025-12-15T14:17:33Z,95.1,Charge 6
2025-12-15T14:19:33Z,95.1,Charge 6
2025-12-15T14:20:33Z,95.3,Charge 6
2025-12-15T14:22:33Z,94.8,Charge 6
2025-12-15T14:23:33Z,94.1,Charge 6
2025-12-15T14:44:33Z,92.0,Charge 6
2025-12-15T14:45:33Z,93.1,Charge 6
2025-12-15T14:48:33Z,93.8,Charge 6
2025-12-15T14:49:33Z,94.6,Charge 6
2025-12-15T14:50:33Z,95.1,Charge 6
2025-12-15T14:51:33Z,95.4,Charge 6
2025-12-15T14:52:33Z,95.6,Charge 6
2025-12-15T14:53:33Z,95.6,Charge 6
2025-12-15T14:54:33Z,95.6,Charge 6
2025-12-15T14:55:33Z,95.9,Charge 6
2025-12-15T14:56:33Z,96.0,Charge 6
2025-12-15T14:57:33Z,96.2,Charge 6
2025-12-15T14:59:33Z,96.0,Charge 6
2025-12-15T15:00:33Z,95.5,Charge 6
2025-12-15T15:01:33Z,95.2,Charge 6
2025-12-15T15:02:33Z,95.1,Charge 6
2025-12-15T15:04:33Z,95.2,Charge 6
2025-12-15T15:06:33Z,95.3,Charge 6
2025-12-15T15:07:33Z,95.2,Charge 6
2025-12-15T15:08:33Z,95.2,Charge 6
2025-12-15T15:09:33Z,95.1,Charge 6
2025-12-15T15:11:33Z,94.8,Charge 6
2025-12-15T15:12:33Z,94.6,Charge 6
2025-12-15T15:13:33Z,94.9,Charge 6
2025-12-15T15:14:33Z,95.1,Charge 6
2025-12-15T15:15:33Z,95.5,Charge 6
2025-12-15T15:16:33Z,95.5,Charge 6
2025-12-15T15:17:33Z,95.8,Charge 6
2025-12-15T15:18:33Z,96.0,Charge 6
2025-12-15T15:20:33Z,96.2,Charge 6
2025-12-15T15:21:33Z,96.2,Charge 6
2025-12-15T15:22:33Z,96.1,Charge 6
2025-12-15T15:23:33Z,96.0,Charge 6
2025-12-15T15:24:33Z,95.9,Charge 6
2025-12-15T15:25:33Z,95.9,Charge 6
2025-12-15T15:26:33Z,95.7,Charge 6
2025-12-15T15:27:33Z,95.7,Charge 6
2025-12-15T15:28:33Z,95.8,Charge 6
2025-12-15T15:29:33Z,95.8,Charge 6
2025-12-15T15:31:33Z,95.1,Charge 6
2025-12-15T15:32:33Z,94.7,Charge 6
2025-12-15T15:33:33Z,94.4,Charge 6
2025-12-15T15:47:33Z,93.0,Charge 6
2025-12-15T15:48:33Z,94.2,Charge 6
2025-12-15T15:49:33Z,95.0,Charge 6
2025-12-15T15:50:33Z,95.5,Charge 6
2025-12-15T15:52:33Z,95.8,Charge 6
2025-12-15T15:53:33Z,95.5,Charge 6
2025-12-15T15:54:33Z,95.4,Charge 6
2025-12-15T15:55:33Z,95.4,Charge 6
2025-12-15T15:56:33Z,95.1,Charge 6
2025-12-15T15:57:33Z,95.1,Charge 6
2025-12-15T16:00:33Z,95.2,Charge 6
2025-12-15T16:02:33Z,95.3,Charge 6
2025-12-15T16:03:33Z,95.4,Charge 6
2025-12-15T16:04:33Z,95.5,Charge 6
2025-12-15T16:23:33Z,92.8,Charge 6
2025-12-15T16:25:33Z,93.5,Charge 6
2025-12-16T08:39:03Z,98.1,Charge 6
2025-12-16T08:40:03Z,97.7,Charge 6
2025-12-16T08:41:03Z,97.4,Charge 6
2025-12-16T08:42:03Z,97.2,Charge 6
2025-12-16T08:43:03Z,97.0,Charge 6
2025-12-16T08:44:03Z,96.9,Charge 6
2025-12-16T08:45:03Z,96.8,Charge 6
2025-12-16T08:46:03Z,96.8,Charge 6
2025-12-16T08:47:03Z,96.7,Charge 6
2025-12-16T08:48:03Z,96.7,Charge 6
2025-12-16T08:49:03Z,96.7,Charge 6
2025-12-16T08:50:03Z,96.6,Charge 6
2025-12-16T08:51:03Z,96.6,Charge 6
2025-12-16T08:52:03Z,96.6,Charge 6
2025-12-16T08:53:03Z,96.5,Charge 6
2025-12-16T08:54:03Z,96.5,Charge 6
2025-12-16T08:55:03Z,96.4,Charge 6
2025-12-16T08:56:03Z,96.4,Charge 6
2025-12-16T08:57:03Z,96.3,Charge 6
2025-12-16T08:58:03Z,96.3,Charge 6
2025-12-16T08:59:03Z,96.2,Charge 6
2025-12-16T09:00:03Z,96.3,Charge 6
2025-12-16T09:03:03Z,95.9,Charge 6
2025-12-16T09:04:03Z,95.4,Charge 6
2025-12-16T09:05:03Z,95.1,Charge 6
2025-12-16T09:06:03Z,94.8,Charge 6
2025-12-16T09:07:03Z,94.7,Charge 6
2025-12-16T09:08:03Z,94.6,Charge 6
2025-12-16T09:09:03Z,94.6,Charge 6
2025-12-16T09:10:03Z,94.6,Charge 6
2025-12-16T09:11:03Z,94.6,Charge 6
2025-12-16T09:12:03Z,94.6,Charge 6
2025-12-16T09:13:03Z,94.7,Charge 6
2025-12-16T09:14:03Z,94.8,Charge 6
2025-12-16T09:15:03Z,94.8,Charge 6
2025-12-16T09:16:03Z,94.8,Charge 6
2025-12-16T09:17:03Z,94.8,Charge 6
2025-12-16T09:18:03Z,94.9,Charge 6
2025-12-16T09:19:03Z,94.9,Charge 6
2025-12-16T09:20:03Z,95.0,Charge 6
2025-12-16T09:21:03Z,95.0,Charge 6
2025-12-16T09:22:03Z,95.0,Charge 6
2025-12-16T09:23:03Z,95.0,Charge 6
2025-12-16T09:24:03Z,95.0,Charge 6
2025-12-16T09:25:03Z,94.9,Charge 6
2025-12-16T09:26:03Z,94.9,Charge 6
2025-12-16T09:27:03Z,94.9,Charge 6
2025-12-16T09:28:03Z,95.0,Charge 6
2025-12-16T09:29:03Z,95.0,Charge 6
2025-12-16T09:30:03Z,95.0,Charge 6
2025-12-16T09:31:03Z,95.0,Charge 6
2025-12-16T09:32:03Z,95.0,Charge 6
2025-12-16T09:33:03Z,95.1,Charge 6
2025-12-16T09:34:03Z,95.1,Charge 6
2025-12-16T09:35:03Z,95.1,Charge 6
2025-12-16T09:36:03Z,95.1,Charge 6
2025-12-16T09:37:03Z,95.1,Charge 6
2025-12-16T09:38:03Z,95.2,Charge 6
2025-12-16T09:39:03Z,95.2,Charge 6
2025-12-16T09:40:03Z,95.3,Charge 6
2025-12-16T09:41:03Z,95.3,Charge 6
2025-12-16T09:42:03Z,95.3,Charge 6
2025-12-16T09:43:03Z,95.3,Charge 6
2025-12-16T09:44:03Z,95.3,Charge 6
2025-12-16T09:45:03Z,95.3,Charge 6
2025-12-16T09:46:03Z,95.3,Charge 6
2025-12-16T09:49:03Z,95.2,Charge 6
2025-12-16T09:50:03Z,95.1,Charge 6
2025-12-16T09:51:03Z,95.4,Charge 6
2025-12-16T09:52:03Z,95.5,Charge 6
2025-12-16T09:53:03Z,95.4,Charge 6
2025-12-16T09:55:03Z,95.2,Charge 6
2025-12-16T09:56:03Z,94.5,Charge 6
2025-12-16T09:57:03Z,94.1,Charge 6
2025-12-16T09:58:03Z,93.6,Charge 6
2025-12-16T09:59:03Z,93.3,Charge 6
2025-12-16T10:01:03Z,92.9,Charge 6
2025-12-16T10:03:03Z,93.1,Charge 6
2025-12-16T10:04:03Z,93.9,Charge 6
