timestamp,steps,distance millimeters,altitude gain millimeters,data source
2026-02-15T19:25:31Z,1,0,0,Charge 6
2026-02-15T19:25:32Z,2,290,0,Charge 6
2026-02-15T19:25:33Z,3,500,0,Charge 6
2026-02-15T19:25:34Z,3,820,0,Charge 6
2026-02-15T19:25:35Z,3,1200,0,Charge 6
2026-02-15T19:25:36Z,2,2730,0,Charge 6
2026-02-15T19:25:37Z,3,3160,0,Charge 6
2026-02-15T19:25:38Z,3,3370,0,Charge 6
2026-02-15T19:25:39Z,2,3360,0,Charge 6
2026-02-15T19:25:40Z,2,3210,0,Charge 6
2026-02-15T19:25:41Z,3,3260,0,Charge 6
2026-02-15T19:25:42Z,1,3040,0,Charge 6
2026-02-15T19:25:43Z,2,2800,0,Charge 6
2026-02-15T19:25:44Z,1,1430,0,Charge 6
2026-02-15T19:25:45Z,3,1430,0,Charge 6
2026-02-15T19:25:46Z,2,1360,0,Charge 6
2026-02-15T19:25:47Z,3,1470,0,Charge 6
2026-02-15T19:25:48Z,3,1590,0,Charge 6
2026-02-15T19:25:49Z,2,3090,0,Charge 6
2026-02-15T19:25:50Z,3,3210,0,Charge 6
2026-02-15T19:25:51Z,3,3400,0,Charge 6
2026-02-15T19:25:52Z,3,3490,0,Charge 6
2026-02-15T19:25:53Z,2,3400,0,Charge 6
2026-02-15T19:25:54Z,2,3410,0,Charge 6
2026-02-15T19:25:55Z,3,3400,0,Charge 6
2026-02-15T19:25:56Z,2,3380,0,Charge 6
2026-02-15T19:25:57Z,3,3370,0,Charge 6
2026-02-15T19:25:58Z,3,3370,0,Charge 6
2026-02-15T19:25:59Z,2,3360,0,Charge 6
2026-02-15T19:26:00Z,1,3340,0,Charge 6
2026-02-15T19:26:01Z,2,3310,0,Charge 6
2026-02-15T19:26:02Z,2,3240,0,Charge 6
2026-02-15T19:26:03Z,2,1750,0,Charge 6
2026-02-15T19:26:04Z,2,1740,0,Charge 6
2026-02-15T19:26:05Z,2,1710,0,Charge 6
2026-02-15T19:26:06Z,2,1680,0,Charge 6
2026-02-15T19:26:07Z,2,1650,0,Charge 6
2026-02-15T19:26:08Z,2,1640,0,Charge 6
2026-02-15T19:26:09Z,1,1610,0,Charge 6
2026-02-15T19:26:10Z,2,1590,0,Charge 6
2026-02-15T19:26:11Z,2,1560,0,Charge 6
2026-02-15T19:26:12Z,2,1530,0,Charge 6
2026-02-15T19:26:13Z,2,1510,0,Charge 6
2026-02-15T19:26:14Z,2,1510,0,Charge 6
2026-02-15T19:26:15Z,2,1510,0,Charge 6
2026-02-15T19:26:16Z,2,1500,0,Charge 6
2026-02-15T19:26:17Z,2,1500,0,Charge 6
2026-02-15T19:26:18Z,2,1490,0,Charge 6
2026-02-15T19:26:19Z,2,1490,0,Charge 6
2026-02-15T19:26:20Z,2,1490,0,Charge 6
2026-02-15T19:26:21Z,1,1470,0,Charge 6
2026-02-15T19:26:22Z,2,1460,0,Charge 6
2026-02-15T19:26:23Z,1,1430,0,Charge 6
2026-02-15T19:26:24Z,2,1410,0,Charge 6
2026-02-15T19:26:25Z,2,1390,0,Charge 6
2026-02-15T19:26:26Z,2,1370,0,Charge 6
2026-02-15T19:26:27Z,1,1350,0,Charge 6
2026-02-15T19:26:28Z,2,1350,0,Charge 6
2026-02-15T19:26:29Z,2,1350,0,Charge 6
2026-02-15T19:26:30Z,2,1340,0,Charge 6
2026-02-15T19:26:31Z,2,1340,0,Charge 6
2026-02-15T19:26:32Z,1,1330,0,Charge 6
2026-02-15T19:26:33Z,2,1330,0,Charge 6
2026-02-15T19:26:34Z,2,1330,0,Charge 6
2026-02-15T19:26:35Z,2,1330,0,Charge 6
