timestamp,level,data source
2025-12-15T01:47:00Z,SEDENTARY,Fitbit App
2025-12-15T01:48:00Z,SEDENTARY,Fitbit App
2025-12-15T01:49:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-12-15T01:50:00Z,SEDENTARY,Fitbit App
2025-12-15T01:52:00Z,SEDENTARY,Fitbit App
2025-12-15T01:53:00Z,SEDENTARY,Fitbit App
2025-12-15T01:54:00Z,SEDENTARY,Fitbit App
2025-12-15T01:55:00Z,SEDENTARY,Fitbit App
2025-12-15T01:56:00Z,SEDENTARY,Fitbit App
2025-12-15T01:57:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-12-15T01:58:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-12-15T01:59:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-12-15T02:00:00Z,SEDENTARY,Fitbit App
2025-12-15T02:01:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-12-15T02:02:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-12-15T02:05:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-12-15T02:06:00Z,SEDENTARY,Fitbit App
2025-12-15T02:07:00Z,SEDENTARY,Fitbit App
2025-12-15T02:08:00Z,SEDENTARY,Fitbit App
2025-12-15T02:15:00Z,SEDENTARY,Fitbit App
2025-12-15T02:16:00Z,SEDENTARY,Fitbit App
2025-12-15T02:19:00Z,SEDENTARY,Fitbit App
2025-12-15T02:22:00Z,SEDENTARY,Fitbit App
2025-12-15T02:23:00Z,SEDENTARY,Fitbit App
2025-12-15T02:24:00Z,SEDENTARY,Fitbit App
2025-12-15T02:30:00Z,SEDENTARY,Fitbit App
2025-12-15T02:33:00Z,SEDENTARY,Fitbit App
2025-12-15T02:34:00Z,SEDENTARY,Fitbit App
2025-12-15T02:35:00Z,SEDENTARY,Fitbit App
2025-12-15T02:37:00Z,SEDENTARY,Fitbit App
2025-12-15T02:38:00Z,SEDENTARY,Fitbit App
2025-12-15T02:40:00Z,SEDENTARY,Fitbit App
2025-12-15T02:41:00Z,SEDENTARY,Fitbit App
2025-12-15T02:42:00Z,SEDENTARY,Fitbit App
2025-12-15T02:43:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-12-15T02:44:00Z,SEDENTARY,Fitbit App
