start time,end time,data source
2025-10-06T00:26:00Z,2025-10-06T00:49:00Z,Fitbit App
2025-10-06T00:50:00Z,2025-10-06T02:07:00Z,Fitbit App
2025-10-06T02:43:00Z,2025-10-06T03:29:00Z,Fitbit App
2025-10-06T04:15:00Z,2025-10-06T05:57:00Z,Fitbit App
2025-10-06T06:29:00Z,2025-10-06T07:00:00Z,Fitbit App
2025-10-06T14:47:00Z,2025-10-06T14:59:00Z,Fitbit App
2025-10-06T16:14:00Z,2025-10-06T16:25:00Z,Fitbit App
2025-10-06T16:35:00Z,2025-10-06T17:21:00Z,Fitbit App
2025-10-06T17:27:00Z,2025-10-06T17:45:00Z,Fitbit App
2025-10-06T18:01:00Z,2025-10-06T18:59:00Z,Fitbit App
2025-10-06T19:00:00Z,2025-10-06T19:17:00Z,Fitbit App
2025-10-06T19:31:00Z,2025-10-06T19:52:00Z,Fitbit App
2025-10-06T20:05:00Z,2025-10-06T21:27:00Z,Fitbit App
2025-10-06T21:38:00Z,2025-10-06T22:10:00Z,Fitbit App
2025-10-06T22:11:00Z,2025-10-06T22:53:00Z,Fitbit App
2025-10-06T23:03:00Z,2025-10-06T23:52:00Z,Fitbit App
