start time,end time,data source
2025-09-04T00:09:00Z,2025-09-04T00:41:00Z,Fitbit App
2025-09-04T00:48:00Z,2025-09-04T01:13:00Z,Fitbit App
2025-09-04T01:14:00Z,2025-09-04T01:44:00Z,Fitbit App
2025-09-04T01:45:00Z,2025-09-04T01:58:00Z,Fitbit App
2025-09-04T02:41:00Z,2025-09-04T03:16:00Z,Fitbit App
2025-09-04T03:27:00Z,2025-09-04T04:05:00Z,Fitbit App
2025-09-04T04:15:00Z,2025-09-04T04:30:00Z,Fitbit App
2025-09-04T04:31:00Z,2025-09-04T05:13:00Z,Fitbit App
2025-09-04T05:14:00Z,2025-09-04T05:32:00Z,Fitbit App
2025-09-04T05:33:00Z,2025-09-04T06:14:00Z,Fitbit App
2025-09-04T15:02:00Z,2025-09-04T15:15:00Z,Fitbit App
2025-09-04T15:45:00Z,2025-09-04T16:12:00Z,Fitbit App
2025-09-04T16:21:00Z,2025-09-04T17:06:00Z,Fitbit App
2025-09-04T18:56:00Z,2025-09-04T19:21:00Z,Fitbit App
2025-09-04T19:31:00Z,2025-09-04T20:38:00Z,Fitbit App
2025-09-04T21:07:00Z,2025-09-04T21:32:00Z,Fitbit App
2025-09-04T21:34:00Z,2025-09-04T21:53:00Z,Fitbit App
2025-09-04T22:02:00Z,2025-09-05T00:10:00Z,Fitbit App
