start time,end time,data source
2025-12-26T01:07:00Z,2025-12-26T01:28:00Z,Fitbit App
2025-12-26T01:40:00Z,2025-12-26T02:01:00Z,Fitbit App
2025-12-26T02:13:00Z,2025-12-26T02:39:00Z,Fitbit App
2025-12-26T02:40:00Z,2025-12-26T02:50:00Z,Fitbit App
2025-12-26T02:51:00Z,2025-12-26T03:04:00Z,Fitbit App
2025-12-26T03:47:00Z,2025-12-26T04:01:00Z,Fitbit App
2025-12-26T04:31:00Z,2025-12-26T04:48:00Z,Fitbit App
2025-12-26T04:56:00Z,2025-12-26T05:15:00Z,Fitbit App
2025-12-26T05:16:00Z,2025-12-26T05:28:00Z,Fitbit App
2025-12-26T05:52:00Z,2025-12-26T06:24:00Z,Fitbit App
2025-12-26T06:51:00Z,2025-12-26T07:03:00Z,Fitbit App
2025-12-26T08:00:00Z,2025-12-26T10:29:00Z,Fitbit App
2025-12-26T10:35:00Z,2025-12-26T11:37:00Z,Fitbit App
2025-12-26T12:40:00Z,2025-12-26T12:55:00Z,Fitbit App
2025-12-26T14:07:00Z,2025-12-26T14:18:00Z,Fitbit App
2025-12-26T15:28:00Z,2025-12-26T17:08:00Z,Fitbit App
2025-12-26T17:54:00Z,2025-12-26T18:20:00Z,Fitbit App
2025-12-26T18:51:00Z,2025-12-26T21:09:00Z,Fitbit App
2025-12-26T21:10:00Z,2025-12-26T22:44:00Z,Fitbit App
2025-12-26T22:45:00Z,2025-12-27T00:41:00Z,Fitbit App
