start time,end time,data source
2025-08-28T00:23:00Z,2025-08-28T01:07:00Z,Fitbit App
2025-08-28T01:27:00Z,2025-08-28T01:46:00Z,Fitbit App
2025-08-28T02:03:00Z,2025-08-28T03:07:00Z,Fitbit App
2025-08-28T03:18:00Z,2025-08-28T03:30:00Z,Fitbit App
2025-08-28T03:31:00Z,2025-08-28T05:59:00Z,Fitbit App
2025-08-28T06:16:00Z,2025-08-28T07:00:00Z,Fitbit App
2025-08-28T15:09:00Z,2025-08-28T15:42:00Z,Fitbit App
2025-08-28T15:50:00Z,2025-08-28T16:20:00Z,Fitbit App
2025-08-28T16:24:00Z,2025-08-28T17:19:00Z,Fitbit App
2025-08-28T18:52:00Z,2025-08-28T19:10:00Z,Fitbit App
2025-08-28T19:24:00Z,2025-08-28T20:38:00Z,Fitbit App
2025-08-28T21:08:00Z,2025-08-28T21:37:00Z,Fitbit App
2025-08-28T21:38:00Z,2025-08-28T21:51:00Z,Fitbit App
2025-08-28T22:00:00Z,2025-08-28T22:17:00Z,Fitbit App
2025-08-28T22:18:00Z,2025-08-28T22:53:00Z,Fitbit App
2025-08-28T23:04:00Z,2025-08-29T01:41:00Z,Fitbit App
