start time,end time,data source
2026-01-27T00:39:00Z,2026-01-27T00:58:00Z,Fitbit App
2026-01-27T01:06:00Z,2026-01-27T02:00:00Z,Fitbit App
2026-01-27T02:09:00Z,2026-01-27T02:39:00Z,Fitbit App
2026-01-27T02:43:00Z,2026-01-27T03:53:00Z,Fitbit App
2026-01-27T05:06:00Z,2026-01-27T05:30:00Z,Fitbit App
2026-01-27T05:39:00Z,2026-01-27T06:00:00Z,Fitbit App
2026-01-27T06:05:00Z,2026-01-27T06:40:00Z,Fitbit App
2026-01-27T06:51:00Z,2026-01-27T08:00:00Z,Fitbit App
2026-01-27T08:00:00Z,2026-01-27T09:09:00Z,Fitbit App
2026-01-27T17:09:00Z,2026-01-27T17:46:00Z,Fitbit App
2026-01-27T18:16:00Z,2026-01-27T18:49:00Z,Fitbit App
2026-01-27T19:03:00Z,2026-01-27T19:16:00Z,Fitbit App
2026-01-27T20:32:00Z,2026-01-27T21:46:00Z,Fitbit App
2026-01-27T21:57:00Z,2026-01-27T22:16:00Z,Fitbit App
2026-01-27T22:28:00Z,2026-01-27T23:45:00Z,Fitbit App
2026-01-27T23:52:00Z,2026-01-28T00:34:00Z,Fitbit App
